mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	-5	3/4	1/4	1/2			1			firstMeasure	2
2	1	1	1	3.0	-5	3/4	3/4	0							3
3	2	4	4	3.0	-5	3/4	3/4	0							4
4	3	7	7	3.0	-5	3/4	3/4	0							5
5	4	10	10	3.0	-5	3/4	3/4	0							6
6	5	13	13	3.0	-5	3/4	3/4	0							7
7	6	16	16	3.0	-5	3/4	3/4	0							8
8	7	19	19	3.0	-5	3/4	3/4	0							9
9	8	22	22	3.0	-5	3/4	3/4	0							10
10	9	25	25	3.0	-5	3/4	3/4	0							11
11	10	28	28	3.0	-5	3/4	3/4	0							12
12	11	31	31	3.0	-5	3/4	3/4	0							13
13	12	34	34	3.0	-5	3/4	3/4	0							14
14	13	37	37	3.0	-5	3/4	3/4	0							15
15	14	40	40	3.0	-5	3/4	3/4	0							16
16	15	43	43	3.0	-5	3/4	3/4	0							17
17	16	46	46	3.0	-5	3/4	3/4	0							18
18	17	49	49	3.0	-5	3/4	3/4	0							19
19	18	52	52	3.0	-5	3/4	3/4	0							20
20	19	55	55	3.0	-5	3/4	3/4	0							21
21	20	58	58	3.0	-5	3/4	3/4	0							22
22	21	61	61	3.0	-5	3/4	3/4	0						start	23
23	22	64	64	3.0	-5	3/4	3/4	0							24
24	23	67	67	3.0	-5	3/4	3/4	0							25
25	24	70	70	3.0	-5	3/4	3/4	0							26
26	25	73	73	3.0	-5	3/4	3/4	0							27
27	26	76	76	3.0	-5	3/4	3/4	0							28
28	27	79	79	3.0	-5	3/4	3/4	0							29
29	28	82	82	3.0	-5	3/4	3/4	0							30
30	29	85	85	3.0	-5	3/4	3/4	0							31
31	30	88	88	3.0	-5	3/4	3/4	0							32
32	31	91	91	3.0	-5	3/4	3/4	0							33
33	32	94	94	3.0	-5	3/4	3/4	0							34
34	33	97	97	3.0	-5	3/4	3/4	0							35
35	34	100	100	3.0	-5	3/4	3/4	0							36
36	35	103	103	3.0	-5	3/4	3/4	0							37
37	36	106	106	3.0	-5	3/4	3/4	0							38
38	37	109	109	3.0	-5	3/4	3/4	0							39
39	38	112	112	3.0	-5	3/4	3/4	0							40
40	39	115	115	3.0	-5	3/4	3/4	0							41
41	40	118	118	3.0	-5	3/4	3/4	0							42
42	41	121	121	3.0	-5	3/4	3/4	0							43
43	42	124	124	3.0	-5	3/4	3/4	0							44
44	43	127	127	3.0	-5	3/4	3/4	0							45
45	44	130	130	3.0	-5	3/4	3/4	0							46
46	45	133	133	3.0	-5	3/4	3/4	0							47
47	46	136	136	3.0	-5	3/4	3/4	0							48
48	47	139	139	3.0	-5	3/4	3/4	0							49
49	48	142	142	3.0	-5	3/4	3/4	0							50
50	49	145	145	3.0	-5	3/4	3/4	0							51
51	50	148	148	3.0	-5	3/4	3/4	0							52
52	51	151	151	3.0	-5	3/4	3/4	0							53, 54
53	52		154	3.0	-5	3/4	3/4	0	1					end	22
54	52	154	157	3.0	-5	3/4	3/4	0	2		1				55
55	53	157	160	3.0	-5	3/4	3/4	0				start-repeat		start	56
56	54	160	163	3.0	-5	3/4	3/4	0							57
57	55	163	166	3.0	-5	3/4	3/4	0							58
58	56	166	169	3.0	-5	3/4	3/4	0							59
59	57	169	172	3.0	-5	3/4	3/4	0							60
60	58	172	175	3.0	-5	3/4	3/4	0							61
61	59	175	178	3.0	-5	3/4	3/4	0							62, 63
62	60		181	3.0	-5	3/4	3/4	0	1					end	55
63	60	178	184	3.0	-5	3/4	3/4	0	2		1				64
64	61	181	187	3.0	-5	3/4	3/4	0							65
65	62	184	190	3.0	-5	3/4	3/4	0							66
66	63	187	193	3.0	-5	3/4	3/4	0							67
67	64	190	196	3.0	-5	3/4	3/4	0							68
68	65	193	199	3.0	-5	3/4	3/4	0					line		69
69	66	196	202	3.0	-5	3/4	3/4	0							70
70	67	199	205	3.0	-5	3/4	3/4	0							71
71	68	202	208	3.0	-5	3/4	3/4	0							72
72	69	205	211	3.0	-5	3/4	3/4	0							73
73	70	208	214	3.0	-5	3/4	3/4	0							74
74	71	211	217	3.0	-5	3/4	3/4	0							75
75	72	214	220	3.0	-5	3/4	3/4	0							76
76	73	217	223	3.0	-5	3/4	3/4	0							77
77	74	220	226	3.0	-5	3/4	3/4	0							78
78	75	223	229	3.0	-5	3/4	3/4	0							79
79	76	226	232	3.0	-5	3/4	3/4	0							80
80	77	229	235	3.0	-5	3/4	3/4	0							81
81	78	232	238	3.0	-5	3/4	3/4	0							82
82	79	235	241	3.0	-5	3/4	3/4	0							83
83	80	238	244	3.0	-5	3/4	3/4	0							84
84	81	241	247	3.0	-5	3/4	3/4	0							85
85	82	244	250	3.0	-5	3/4	3/4	0							86
86	83	247	253	3.0	-5	3/4	3/4	0							87
87	84	250	256	3.0	-5	3/4	3/4	0							88
88	85	253	259	3.0	-5	3/4	3/4	0							89
89	86	256	262	3.0	-5	3/4	3/4	0							90
90	87	259	265	3.0	-5	3/4	3/4	0							91
91	88	262	268	3.0	-5	3/4	3/4	0							92
92	89	265	271	3.0	-5	3/4	3/4	0							93
93	90	268	274	3.0	-5	3/4	3/4	0							94
94	91	271	277	3.0	-5	3/4	3/4	0							95
