mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
69	69	-3	3/4	3/4	0						70
70	70	-3	3/4	3/4	0						71
71	71	-3	3/4	3/4	0						72
72	72	-3	3/4	3/4	0						73
73	73	-3	3/4	3/4	0						74
74	74	-3	3/4	3/4	0						75
75	75	-3	3/4	3/4	0						76
76	76	-3	3/4	3/4	0						77
77	77	-3	3/4	3/4	0						78
78	78	-3	3/4	3/4	0						79
79	79	-3	3/4	3/4	0						80
80	80	-3	3/4	3/4	0						81
81	81	5	3/4	3/4	0						82
82	82	5	3/4	3/4	0						83
83	83	5	3/4	3/4	0						84
84	84	5	3/4	3/4	0						85
85	85	5	3/4	3/4	0						86
86	86	5	3/4	3/4	0						87
87	87	5	3/4	3/4	0						88
88	88	5	3/4	3/4	0						89
89	89	5	3/4	3/4	0						90
90	90	5	3/4	3/4	0						91
91	91	5	3/4	3/4	0						92
92	92	5	3/4	3/4	0						93
93	93	5	3/4	3/4	0						94
94	94	5	3/4	3/4	0						95
95	95	5	3/4	3/4	0						96
96	96	5	3/4	3/4	0						97
97	97	5	3/4	3/4	0						98
98	98	5	3/4	3/4	0						99
99	99	5	3/4	3/4	0						100
100	100	5	3/4	3/4	0						101
101	101	5	3/4	3/4	0						102
102	102	5	3/4	3/4	0						103
103	103	1	3/4	3/4	0						104
104	104	1	3/4	3/4	0						105
105	105	1	3/4	3/4	0						106
106	106	1	3/4	3/4	0						107
107	107	1	3/4	3/4	0						108
108	108	1	3/4	3/4	0						109
109	109	1	3/4	3/4	0						110
110	110	1	3/4	3/4	0						111
111	111	1	3/4	3/4	0						112
112	112	1	3/4	3/4	0						113
113	113	1	3/4	3/4	0						114
114	114	1	3/4	3/4	0						115
115	115	1	3/4	3/4	0						116
116	116	1	3/4	3/4	0						117
117	117	1	3/4	3/4	0						118
118	118	1	3/4	3/4	0						119
119	119	1	3/4	3/4	0						120
120	120	1	3/4	3/4	0						121
121	121	1	3/4	3/4	0						122
122	122	1	3/4	3/4	0						123
123	123	1	3/4	3/4	0						124
124	124	1	3/4	3/4	0						125
125	125	1	3/4	3/4	0						126
126	126	1	3/4	3/4	0						127
127	127	1	3/4	3/4	0						128
128	128	1	3/4	3/4	0						129
129	129	1	3/4	3/4	0						130
130	130	1	3/4	3/4	0						131
131	131	1	3/4	3/4	0						132
132	132	1	3/4	3/4	0						133
133	133	1	3/4	3/4	0						134
134	134	1	3/4	3/4	0						135
135	135	1	3/4	3/4	0						136
136	136	1	3/4	3/4	0						137
137	137	1	3/4	3/4	0						138
138	138	1	3/4	3/4	0						139
139	139	1	3/4	3/4	0						140
140	140	1	3/4	3/4	0						141
141	141	1	3/4	3/4	0						142
142	142	1	3/4	3/4	0						143
143	143	5	3/4	3/4	0						144
144	144	5	3/4	3/4	0						145
145	145	5	3/4	3/4	0						146
146	146	5	3/4	3/4	0						147
147	147	5	3/4	3/4	0						148
148	148	5	3/4	3/4	0						149
149	149	5	3/4	3/4	0						150
150	150	5	3/4	3/4	0						151
151	151	5	3/4	3/4	0						152
152	152	5	3/4	3/4	0						153
153	153	5	3/4	3/4	0						154
154	154	5	3/4	3/4	0						155
155	155	5	3/4	3/4	0						156
156	156	5	3/4	3/4	0						157
157	157	5	3/4	3/4	0						158
158	158	5	3/4	3/4	0						159
159	159	5	3/4	3/4	0						160
160	160	5	3/4	3/4	0						161
161	161	5	3/4	3/4	0						162
162	162	5	3/4	3/4	0						163
163	163	5	3/4	3/4	0						164
164	164	5	3/4	3/4	0						165
165	165	5	3/4	3/4	0						166
166	166	5	3/4	3/4	0						167
167	167	5	3/4	3/4	0						168
168	168	5	3/4	3/4	0						169
169	169	5	3/4	3/4	0						170
170	170	5	3/4	3/4	0						171
171	171	5	3/4	3/4	0						172
172	172	5	3/4	3/4	0						173
173	173	5	3/4	3/4	0						174
174	174	5	3/4	3/4	0						175
175	175	5	3/4	3/4	0						176
176	176	5	3/4	3/4	0						177
177	177	5	3/4	3/4	0						178
178	178	5	3/4	3/4	0						179
179	179	5	3/4	3/4	0						180
180	180	5	3/4	3/4	0						181
181	181	5	3/4	3/4	0						182
182	182	5	3/4	3/4	0						183
183	183	5	3/4	3/4	0						184
184	184	5	3/4	3/4	0						185
185	185	5	3/4	3/4	0						186
186	186	5	3/4	3/4	0						187
187	187	5	3/4	3/4	0						188
188	188	5	3/4	3/4	0						189
189	189	5	3/4	3/4	0						190
190	190	5	3/4	3/4	0						191
191	191	5	3/4	3/4	0						192
192	192	5	3/4	3/4	0						193
193	193	5	3/4	3/4	0						194
194	194	5	3/4	3/4	0						195
195	195	5	3/4	3/4	0						196
196	196	5	3/4	3/4	0						197
197	197	5	3/4	3/4	0						198
198	198	5	3/4	3/4	0						199
199	199	5	3/4	3/4	0						200
200	200	5	3/4	3/4	0						201
201	201	5	3/4	3/4	0						202
202	202	5	3/4	3/4	0						203
203	203	5	3/4	3/4	0						204
204	204	5	3/4	3/4	0					lastMeasure	-1
