mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	3	3/4	1/4	1/2	2	firstMeasure				1	2
2	1	3	3/4	3/4	0	2						3
3	2	3	3/4	3/4	0	3						4
4	3	3	3/4	3/4	0	3						5
5	4	3	3/4	3/4	0	3						6
6	5	3	3/4	3/4	0	3						7
7	6	3	3/4	3/4	0	3						8
8	7	3	3/4	3/4	0	3						9
9	8	3	3/4	3/4	0	3						10
10	9	3	3/4	3/4	0	2						11
11	10	3	3/4	3/4	0	3						12
12	11	3	3/4	3/4	0	3						13
13	12	3	3/4	3/4	0	3						14
14	13	3	3/4	3/4	0	3						15
15	14	3	3/4	3/4	0	3						16
16	15	3	3/4	3/4	0	4						17
17	16	3	3/4	1/2	0	4	endRepeat					18
18	16	3	3/4	1/4	1/2	2					1	19
19	17	3	3/4	3/4	0	3						20
20	18	3	3/4	3/4	0	3						21
21	19	3	3/4	3/4	0	3						22
22	20	3	3/4	3/4	0	4						23
23	21	3	3/4	3/4	0	3						24
24	22	3	3/4	3/4	0	3						25
25	23	3	3/4	3/4	0	3						26
26	24	3	3/4	3/4	0	3						27
27	25	3	3/4	3/4	0	2						28
28	26	3	3/4	3/4	0	3						29
29	27	3	3/4	3/4	0	3						30
30	28	3	3/4	3/4	0	3						31
31	29	3	3/4	3/4	0	3						32
32	30	3	3/4	3/4	0	3						33
33	31	3	3/4	3/4	0	3						34
34	32	3	3/4	3/4	0	3						35
35	33	3	3/4	3/4	0	2						36
36	34	3	3/4	3/4	0	3						37
37	35	3	3/4	3/4	0	3						38
38	36	3	3/4	3/4	0	3						39
39	37	3	3/4	3/4	0	3						40
40	38	3	3/4	3/4	0	3						41
41	39	3	3/4	3/4	0	4						42
42	40	3	3/4	1/2	0	4	endRepeat					1, 43
43	40	3	3/4	1/4	1/2	2					1	44
44	41	3	3/4	3/4	0	3						45
45	42	3	3/4	3/4	0	3						46
46	43	3	3/4	3/4	0	3						47
47	44	3	3/4	3/4	0	3						48
48	45	3	3/4	3/4	0	3						49
49	46	3	3/4	3/4	0	3						50
50	47	3	3/4	3/4	0	3						51
51	48	3	3/4	3/4	0	3						52
52	49	3	3/4	3/4	0	3						53
53	50	3	3/4	3/4	0	3						54
54	51	3	3/4	3/4	0	3						55
55	52	3	3/4	3/4	0	3						56
56	53	3	3/4	3/4	0	3						57
57	54	3	3/4	3/4	0	3						58
58	55	3	3/4	3/4	0	3						59
59	56	3	3/4	3/4	0	2						60
60	57	3	3/4	3/4	0	2						61
61	58	3	3/4	3/4	0	3						62
62	59	3	3/4	3/4	0	3						63
63	60	3	3/4	3/4	0	3						64
64	61	3	3/4	3/4	0	3						65
65	62	3	3/4	3/4	0	3						66
66	63	3	3/4	3/4	0	3						67
67	64	3	3/4	3/4	0	3						68
68	65	3	3/4	3/4	0	2						69
69	66	3	3/4	3/4	0	3						70
70	67	3	3/4	3/4	0	3						71
71	68	3	3/4	3/4	0	3						72
72	69	3	3/4	3/4	0	3						73
73	70	3	3/4	3/4	0	3						74
74	71	3	3/4	3/4	0	4						75
75	72	3	3/4	3/4	0	4	lastMeasure		end			-1
