mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	1	3/4	1/8	5/8			1			firstMeasure	2
2	1	1	3/4	3/4	0							3
3	2	1	3/4	3/4	0							4
4	3	1	3/4	3/4	0							5
5	4	1	3/4	3/4	0							6
6	5	1	3/4	3/4	0					line		7
7	6	1	3/4	3/4	0							8
8	7	1	3/4	3/4	0							9
9	8	1	3/4	5/8	0						end	1, 10
10	8	1	3/4	1/8	5/8			1				11
11	9	1	3/4	3/4	0							12
12	10	1	3/4	3/4	0							13
13	11	1	3/4	3/4	0					line		14
14	12	1	3/4	3/4	0							15
15	13	1	3/4	3/4	0							16
16	14	1	3/4	3/4	0							17
17	15	1	3/4	3/4	0							18
18	16	1	3/4	3/4	0					line		19
19	17	1	3/4	3/4	0							20
20	18	1	3/4	3/4	0							21
21	19	1	3/4	3/4	0							22
22	20	1	3/4	3/4	0							23
23	21	1	3/4	3/4	0							24
24	22	1	3/4	3/4	0					line		25
25	23	1	3/4	3/4	0							26
26	24	1	3/4	5/8	0				double			27
27	24	0	3/4	1/8	5/8			1				28
28	25	0	3/4	3/4	0						start	29
29	26	0	3/4	3/4	0							30
30	27	0	3/4	3/4	0					line		31
31	28	0	3/4	3/4	0							32
32	29	0	3/4	3/4	0							33
33	30	0	3/4	3/4	0							34
34	31	0	3/4	3/4	0							35, 36
35	32	0	3/4	3/4	0	1					end	28
36	32	0	3/4	5/8	0	2		1	end		lastMeasure	-1
