mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-4	3/4	1/8	5/8		1			firstMeasure	2
2	1	-4	3/4	3/4	0						3
3	2	-4	3/4	3/4	0						4
4	3	-4	3/4	3/4	0						5
5	4	-4	3/4	3/4	0						6
6	5	-4	3/4	3/4	0						7
7	6	-4	3/4	3/4	0						8
8	7	-4	3/4	3/4	0						9
9	8	-4	3/4	3/4	0						10
10	9	-4	3/4	3/4	0			start-repeat		start	11
11	10	-4	3/4	3/4	0						12
12	11	-4	3/4	3/4	0						13
13	12	-4	3/4	3/4	0						14
14	13	-4	3/4	3/4	0						15
15	14	-4	3/4	3/4	0						16
16	15	-4	3/4	3/4	0						17
17	16	-4	3/4	3/4	0						18
18	17	-4	3/4	3/4	0						19
19	18	-4	3/4	3/4	0						20
20	19	-4	3/4	3/4	0						21
21	20	-4	3/4	3/4	0						22
22	21	-4	3/4	3/4	0						23
23	22	-4	3/4	3/4	0						24
24	23	-4	3/4	3/4	0						25
25	24	-4	3/4	3/4	0					end	10, 26
26	25	-4	3/4	3/4	0						27
27	26	-4	3/4	3/4	0						28
28	27	-4	3/4	3/4	0						29
29	28	-4	3/4	3/4	0						30
30	29	-4	3/4	3/4	0						31
31	30	-4	3/4	3/4	0						32
32	31	-4	3/4	3/4	0						33
33	32	-4	3/4	3/4	0						34
34	33	-4	3/4	3/4	0						35
35	34	-4	3/4	3/4	0						36
36	35	-4	3/4	3/4	0						37
37	36	-4	3/4	3/4	0			double			38
38	37	-4	3/4	3/4	0						39
39	38	-4	3/4	3/4	0						40
40	39	-4	3/4	3/4	0						41
41	40	-4	3/4	3/4	0						42
42	41	-4	3/4	3/4	0						43
43	42	-4	3/4	3/4	0						44
44	43	-4	3/4	3/4	0						45
45	44	-4	3/4	3/4	0			end		lastMeasure	-1
