	composer	piece	title	annotator	meter	tempo	measure	beat	chord	altchord	cadence	pedal	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	global_key	local_key
1971	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	35	3	I64				I		64				False	Ab	I
1972	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	36	1.1	V65(4)				V		65	4			False	Ab	I
1973	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	36	1.2	V65				V		65				False	Ab	I
1974	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	36	3	V7				V		7				False	Ab	I
1975	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	37	1.1	viio7(4)				vii	o	7	4			False	Ab	I
1976	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	37	1.2	viio7				vii	o	7				False	Ab	I
1977	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	37	2	I				I						False	Ab	I
1978	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	37	3	I64				I		64				False	Ab	I
1979	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	38	1.1	viio7(4)				vii	o	7	4			False	Ab	I
1980	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	38	1.2	viio7				vii	o	7				False	Ab	I
1981	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	38	2	I				I						False	Ab	I
1982	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	38	3	#ivo7				#iv	o	7				False	Ab	I
1983	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	39	1	V				V						False	Ab	I
1984	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	39	2	ii				ii						False	Ab	I
1985	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	39	3.1	V(6)				V			6			False	Ab	I
1986	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	39	3.2	V7				V		7				False	Ab	I
1987	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	40	1.1	I(64)				I			64			False	Ab	I
1988	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	40	1.2	I				I						False	Ab	I
1989	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	40	2	I\\		PAC		I						True	Ab	I
1990	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	40	3	i				i						False	Ab	I
1991	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	41	1	.#V.V(6)				V			6			False	Ab	#V
1992	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	41	2	V7				V		7				False	Ab	#V
1993	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	42	1	I				I						False	Ab	#V
1994	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	43	1	iii64				iii		64				False	Ab	#V
1995	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	43	2	V/iii				V				iii		False	Ab	#V
1996	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	43	3	V7/iii				V		7		iii		False	Ab	#V
1997	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	44	1	iii				iii						False	Ab	#V
1998	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	45	1	@none				@none						False	Ab	#V
1999	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	45	2	vi%43				vi	%	43				False	Ab	#V
2000	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	45	3	V7/V				V		7		V		False	Ab	#V
2001	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	46	1	V				V						False	Ab	#V
2002	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	46	2	V7				V		7				False	Ab	#V
2003	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	46	3	V9				V		9				False	Ab	#V
2004	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	47	1	V(6)				V			6			False	Ab	#V
2005	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	47	2	V7				V		7				False	Ab	#V
2006	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	48	1	V9				V		9				False	Ab	#V
2007	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	48	2	V7				V		7				False	Ab	#V
2008	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	49	1	@none				@none						False	Ab	#V
2009	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	49	2	V7				V		7				False	Ab	#V
2010	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	50	1	I				I						False	Ab	#V
2011	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	51	1	iii64				iii		64				False	Ab	#V
2012	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	51	2	V/iii				V				iii		False	Ab	#V
2013	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	51	3	V7/iii				V		7		iii		False	Ab	#V
2014	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	52	1	iii				iii						False	Ab	#V
2015	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	53	1	@none				@none						False	Ab	#V
2016	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	53	2	vi%43				vi	%	43				False	Ab	#V
2017	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	53	3	V7/V				V		7		V		False	Ab	#V
2018	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	54	1	V				V						False	Ab	#V
2019	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	54	2	V7				V		7				False	Ab	#V
2020	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	54	3	V9				V		9				False	Ab	#V
2021	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	55	1	@none				@none						False	Ab	#V
2022	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	55	2	V7				V		7				False	Ab	#V
2023	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	56	1	I\\		PAC		I						True	Ab	#V
2024	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	56	3	@none				@none						False	Ab	#V
2025	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	57	1	II[I			II	I						False	Ab	#V
2026	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	57	2	II[vi7			II	vi		7				False	Ab	#V
2027	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	57	3	V7/V				V		7		V		False	Ab	#V
2028	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	58	1	V9/V				V		9		V		False	Ab	#V
2029	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	58	2	V7/V				V		7		V		False	Ab	#V
2030	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	58	3	V64				V		64				False	Ab	#V
2031	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	59	1	II[I			II	I						False	Ab	#V
2032	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	59	2	II[vi7			II	vi		7				False	Ab	#V
2033	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	59	3	V7/V				V		7		V		False	Ab	#V
2034	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	60	1	V7/V				V		7		V		False	Ab	#V
2035	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	60	2	V64				V		64				False	Ab	#V
2036	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	61	1	II[I			II	I						False	Ab	#V
2037	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	61	2	II[vi7			II	vi		7				False	Ab	#V
2038	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	61	3	V7/V				V		7		V		False	Ab	#V
2039	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	62	1	V9/V				V		9		V		False	Ab	#V
2040	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	62	2	V7/V				V		7		V		False	Ab	#V
2041	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	62	3	V64				V		64				False	Ab	#V
2042	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	63	1	II[I			II	I						False	Ab	#V
2043	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	63	2	II[vi7			II	vi		7				False	Ab	#V
2044	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	63	3	V7/V				V		7		V		False	Ab	#V
2045	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	64	1	V7/V				V		7		V		False	Ab	#V
2046	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	64	2	V\\		HC		V						True	Ab	#V
2047	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	64	3	V	@none			V						False	Ab	#V
2048	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	65	1	V(6)				V			6			False	Ab	#V
2049	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	65	2	V7				V		7				False	Ab	#V
2050	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	66	1	I				I						False	Ab	#V
2051	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	67	1	iii64				iii		64				False	Ab	#V
2052	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	67	2	V/iii				V				iii		False	Ab	#V
2053	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	67	3	V7/iii				V		7		iii		False	Ab	#V
2054	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	68	1	iii				iii						False	Ab	#V
2055	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	69	1	@none				@none						False	Ab	#V
2056	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	69	2	vi%43				vi	%	43				False	Ab	#V
2057	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	69	3	V7/V				V		7		V		False	Ab	#V
2058	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	70	1	V				V						False	Ab	#V
2059	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	70	2	V7				V		7				False	Ab	#V
2060	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	70	3	V9				V		9				False	Ab	#V
2061	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	71	1	V(6)				V			6			False	Ab	#V
2062	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	71	2	V7				V		7				False	Ab	#V
2063	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	72	1	V9				V		9				False	Ab	#V
2064	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	72	2	V7				V		7				False	Ab	#V
2065	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	73	1	@none				@none						False	Ab	#V
2066	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	73	2	V7				V		7				False	Ab	#V
2067	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	74	1	I				I						False	Ab	#V
2068	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	75	1	iii64				iii		64				False	Ab	#V
2069	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	75	2	V/iii				V				iii		False	Ab	#V
2070	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	75	3	V7/iii				V		7		iii		False	Ab	#V
2071	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	76	1	iii				iii						False	Ab	#V
2072	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	77	1	@none				@none						False	Ab	#V
2073	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	77	2	vi%43				vi	%	43				False	Ab	#V
2074	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	77	3	V7/V				V		7		V		False	Ab	#V
2075	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	78	1	V				V						False	Ab	#V
2076	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	78	2	V7				V		7				False	Ab	#V
2077	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	78	3	V9				V		9				False	Ab	#V
2078	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	79	1	@none				@none						False	Ab	#V
2079	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	79	2	V7				V		7				False	Ab	#V
2080	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	80	1	I\\		PAC		I						True	Ab	#V
2081	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	81	1.1	.I.viio7(4)				vii	o	7	4			False	Ab	I
2082	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	81	1.2	viio7				vii	o	7				False	Ab	I
2083	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	81	2	I				I						False	Ab	I
2084	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	81	3	I64				I		64				False	Ab	I
2085	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	82	1.1	viio7(4)				vii	o	7	4			False	Ab	I
2086	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	82	1.2	viio7				vii	o	7				False	Ab	I
2087	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	82	2	I				I						False	Ab	I
2088	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	82	3	I64				I		64				False	Ab	I
2089	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	83	1.1	viio7(4)				vii	o	7	4			False	Ab	I
2090	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	83	1.2	viio7				vii	o	7				False	Ab	I
2091	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	83	2	I				I						False	Ab	I
2092	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	83	3	I64				I		64				False	Ab	I
2093	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	84	1.1	V65(4)				V		65	4			False	Ab	I
2094	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	84	1.2	V65				V		65				False	Ab	I
2095	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	84	3	V7				V		7				False	Ab	I
2096	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	85	1.1	viio7(4)				vii	o	7	4			False	Ab	I
2097	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	85	1.2	viio7				vii	o	7				False	Ab	I
2098	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	85	2	I				I						False	Ab	I
2099	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	85	3	I64				I		64				False	Ab	I
2100	Fr̩d̩ric Chopin	op.17_no.3	 Mazurka in A flat major, Op. 17 No. 3, BI 77 (1832-32)	Wendelin Bitzan	3/4	Legato assai	86	1.1	viio7(4)				vii	o	7	4			False	Ab	I
