mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	1	1		.bb.V{	bb	i		V		V						{	M	1	1	1, 5, 2		1	1
3	2	0	0	3/4	1	1		VM7	bb	i		VM7		V	M	7					MM7	1	1	1, 5, 2, 6		1	1
3	2	3/8	3/8	3/4	1	1		#v%7	bb	i		#v%7		#v	%	7					%7	1	1	8, 5, 2, 6		8	8
4	3	0	0	3/4	1	1		#vo7	bb	i		#vo7		#v	o	7					o7	1	1	8, 5, 2, -1		8	8
4	3	3/8	3/8	3/4	1	1		ii64	bb	i		ii64		ii		64					m	1	1	3, 2, -1		2	3
5	4	0	0	3/4	1	1		#vi	bb	i		#vi		#vi							m	1	1	3, 0, 4		3	3
5	4	3/8	3/8	3/4	1	1		##vio}	bb	i		##vio		##vi	o					}	o	1	1	10, 7, 4		10	10
6	5	0	0	3/4	1	1		V7(6#2){	bb	i		V7(6#2)		V		7	6#2			{	Mm7	1	1	1, 3, -3, -1		1	1
6	5	3/8	3/8	3/4	1	1		V7(6)	bb	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
7	6	0	0	3/4	1	1		i(#7)	bb	i		i(#7)		i			#7				m	1	1	0, -3, 1	5	0	0
7	6	3/16	3/16	3/4	1	1		i	bb	i		i		i							m	1	1	0, -3, 1		0	0
7	6	1/2	1/2	3/4	1	1		V7/V/III	bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
8	7	0	0	3/4	1	1		V7(6^2)/III	bb	i		V7(6^2)/III		V		7	6^2	III			Mm7	1	1	-2, 0, 1, -4		-2	-2
8	7	3/8	3/8	3/4	1	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
9	8	0	0	3/4	1	1		III(7)	bb	i		III(7)		III			7				M	1	1	-3, 1, -2	2	-3	-3
9	8	3/16	3/16	3/4	1	1		III	bb	i		III		III							M	1	1	-3, 1, -2		-3	-3
9	8	1/2	1/2	3/4	1	1		ii%7/v	bb	i		ii%7/v		ii	%	7		v			%7	1	1	3, 0, -3, 1		3	3
10	9	0	0	3/4	1	1		V7(64^2)/v	bb	i		V7(64^2)/v		V		7	64^2	v			Mm7	1	1	2, -3, 1, -2, 0		2	2
10	9	3/8	3/8	3/4	1	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
11	10	0	0	3/4	1	1		v(#7)	bb	i		v(#7)		v			#7				m	1	1	1, -2, 2	6	1	1
11	10	3/16	3/16	3/4	1	1		v	bb	i		v		v							m	1	1	1, -2, 2		1	1
12	11	0	0	3/4	1	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	3/16	3/16	3/4	1	1		V7(9)	bb	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
12	11	1/2	1/2	3/4	1	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	0	0	3/4	1	1		i[i(9)}	bb	i	i	i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
13	12	3/8	3/8	3/4	1	1		i	bb	i	i	i		i							m	1	1	0, -3, 1		0	0
14	13	0	0	3/4	1	1		V7(6){	bb	i	i	V7(6)		V		7	6			{	Mm7	1	1	1, 5, -3, -1		1	1
14	13	3/8	3/8	3/4	1	1		V7(96)	bb	i	i	V7(96)		V		7	96				Mm7	1	1	1, 5, -3, -1	-4	1	1
14	13	1/2	1/2	3/4	1	1		V7(6)	bb	i	i	V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
15	14	0	0	3/4	1	1		i(#74)	bb	i	i	i(#74)		i			#74				m	1	1	0, -1, 1	5	0	0
15	14	3/16	3/16	3/4	1	1		i]	bb	i	i	i		i							m	1	1	0, -3, 1		0	0
15	14	1/2	1/2	3/4	1	1		V7/V/III	bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
16	15	0	0	3/4	1	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
16	15	3/8	3/8	3/4	1	1		V7(b96)/III	bb	i		V7(b96)/III		V		7	b96	III			Mm7	1	1	-2, 2, 1, -4	-7	-2	-2
16	15	1/2	1/2	3/4	1	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
17	16	0	0	3/4	1	1		III(74)	bb	i		III(74)		III			74				M	1	1	-3, -4, -2	2	-3	-3
17	16	3/16	3/16	3/4	1	1		III	bb	i		III		III							M	1	1	-3, 1, -2		-3	-3
17	16	1/2	1/2	3/4	1	1		.Fr7/v	bb	i		Fr7/v	Fr	V		7	b5	V/v			Fr	1	1	3, 7, -3, 1		3	3
18	17	0	0	3/4	1	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
18	17	3/8	3/8	3/4	1	1		V7(96)/v	bb	i		V7(96)/v		V		7	96	v			Mm7	1	1	2, 6, -2, 0	-3	2	2
18	17	1/2	1/2	3/4	1	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
19	18	0	0	3/4	1	1		V(#74)	bb	i		V(#74)		V			#74				M	1	1	1, 0, 2	6	1	1
19	18	3/16	3/16	3/4	1	1		V	bb	i		V		V							M	1	1	1, 5, 2		1	1
20	19	0	0	3/4	1	1		V7(b3)	bb	i		V7(b3)		V		7	b3				Mm7	1	1	1, -2, 2, -1		1	1
20	19	3/16	3/16	3/4	1	1		V7(9)	bb	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
20	19	1/2	1/2	3/4	1	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	20	0	0	3/4	1	1		i}	bb	i		i		i						}	m	1	1	0, -3, 1		0	0
21	20	1/2	1/2	3/4	1	1		III.ii7	bb	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
22	21	0	0	3/4	1	1		V7(9){	bb	III		V7(9)		V		7	9			{	Mm7	1	0	1, 5, 2, -1	3	1	1
22	21	1/4	1/4	3/4	1	1		V7	bb	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	22	0	0	3/4	1	1		I(6)	bb	III		I(6)		I			6				M	1	0	0, 4, 3		0	0
23	22	1/4	1/4	3/4	1	1		I	bb	III		I		I							M	1	0	0, 4, 1		0	0
24	23	0	0	3/4	1	1		V7(9)	bb	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
24	23	1/4	1/4	3/4	1	1		V7	bb	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	24	0	0	3/4	1	1		V7(13)/IV	bb	III		V7(13)/IV		V		7	13	IV			Mm7	1	0	0, 4, 1, -2	3	0	0
25	24	7/16	7/16	3/4	1	1		V7/IV	bb	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
25	24	1/2	1/2	3/4	1	1		#viio7/ii	bb	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
26	25	0	0	3/4	1	1		ii(11)	bb	III		ii(11)		ii			11				m	1	0	2, -1, 3	1	2	2
26	25	1/2	1/2	3/4	1	1		ii6	bb	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
