mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	26	78	78	1.0	1/2	1/2	3/4	2	1		V7(9)	g	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
28	27	79	79	3.0	0	0	3/4	2	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
29	28	82	82	1.0	0	0	3/4	2	1		I(4)}	g	III		I(4)		I			4			}	M	1	0	0, -1, 1		0	0
29	28	83	83	2.0	1/4	1/4	3/4	2	1		I	g	III		I		I							M	1	0	0, 4, 1		0	0
30	29	85	85	1.0	0	0	3/4	2	1		V{	g	III		V		V						{	M	1	0	1, 5, 2		1	1
30	29	86	86	1.0	1/4	1/4	3/4	2	1		V7(94)	g	III		V7(94)		V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
30	29	87	87	1.0	1/2	1/2	3/4	2	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	30	88	88	1.0	0	0	3/4	2	1		V7(94)	g	III		V7(94)		V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
31	30	89	89	1.0	1/4	1/4	3/4	2	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	30	90	90	1.0	1/2	1/2	3/4	2	1		V7(9)	g	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
32	31	91	91	1.0	0	0	3/4	2	1		V(6)	g	III		V(6)		V			6				M	1	0	1, 5, 4		1	1
32	31	92	92	1.0	1/4	1/4	3/4	2	1		VM7(b6)	g	III		VM7(b6)		V	M	7	b6				MM7	1	0	1, 5, -3, 6		1	1
32	31	93	93	1.0	1/2	1/2	3/4	2	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
33	32		94		0	0	3/4	2	1	1	I(9)	g	III		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
33	32		95		1/4	1/4	3/4	2	1	1	i.V6(+#6)	g	i		V6(+#6)		V		6	+#6				M	1	1	5, 2, 1	4	1	5
33	32		96		1/2	1/2	3/4	2	1	1	I	g	i		I		I							M	1	1	0, 4, 1		0	0
33	32		193/2		5/8	5/8	3/4	2	1	1	i}	g	i		i		i						}	m	1	1	0, -3, 1		0	0
34	32	94	97	1.0	0	0	3/4	2	1	2	I(9)}	g	III		I(9)		I			9			}	M	1	0	0, 4, 1	2	0	0
34	32	95	98	2.0	1/4	1/4	3/4	2	1	2	I	g	III		I		I							M	1	0	0, 4, 1		0	0
35	33	97	100	3.0	0	0	3/4	2	1		VI.V7(9){	g	VI		V7(9)		V		7	9			{	Mm7	1	0	1, 5, 2, -1	3	1	1
36	34	100	103	0.75	0	0	3/4	2	1		I(64)	g	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
36	34	403/4	415/4	2.25	3/16	3/16	3/4	2	1		I	g	VI		I		I							M	1	0	0, 4, 1		0	0
37	35	103	106	3.0	0	0	3/4	2	1		V7(9)	g	VI		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
38	36	106	109	0.75	0	0	3/4	2	1		I[I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
38	36	427/4	439/4	1.25	3/16	3/16	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
38	36	108	111	1.0	1/2	1/2	3/4	2	1		I+	g	VI	I	I+		I	+						+	1	0	0, 4, 8		0	0
39	37	109	112	1.0	0	0	3/4	2	1		I(964)	g	VI	I	I(964)		I			964				M	1	0	0, -1, 3	2	0	0
39	37	110	113	1.0	1/4	1/4	3/4	2	1		I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
39	37	111	114	1.0	1/2	1/2	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
40	38	112	115	1.0	0	0	3/4	2	1		I(964)	g	VI	I	I(964)		I			964				M	1	0	0, -1, 3	2	0	0
40	38	113	116	1.0	1/4	1/4	3/4	2	1		I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
40	38	114	117	1.0	1/2	1/2	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
41	39	115	118	3.0	0	0	3/4	2	1		V7(9)	g	VI	I	V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
42	40	118	121	0.75	0	0	3/4	2	1		I(64)}	g	VI	I	I(64)		I			64			}	M	1	0	0, -1, 3		0	0
42	40	475/4	487/4	2.25	3/16	3/16	3/4	2	1		I]	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
43	41	121	124	3.0	0	0	3/4	2	1		V7(9){	g	VI		V7(9)		V		7	9			{	Mm7	1	0	1, 5, 2, -1	3	1	1
44	42	124	127	0.75	0	0	3/4	2	1		I(64)	g	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
44	42	499/4	511/4	2.25	3/16	3/16	3/4	2	1		I	g	VI		I		I							M	1	0	0, 4, 1		0	0
45	43	127	130	3.0	0	0	3/4	2	1		V7(9)	g	VI		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
46	44	130	133	0.75	0	0	3/4	2	1		I[I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
46	44	523/4	535/4	1.25	3/16	3/16	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
46	44	132	135	1.0	1/2	1/2	3/4	2	1		I+	g	VI	I	I+		I	+						+	1	0	0, 4, 8		0	0
47	45	133	136	1.0	0	0	3/4	2	1		I(964)	g	VI	I	I(964)		I			964				M	1	0	0, -1, 3	2	0	0
47	45	134	137	1.0	1/4	1/4	3/4	2	1		I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
47	45	135	138	1.0	1/2	1/2	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
48	46	136	139	1.0	0	0	3/4	2	1		I(964)	g	VI	I	I(964)		I			964				M	1	0	0, -1, 3	2	0	0
48	46	137	140	1.0	1/4	1/4	3/4	2	1		I(64)	g	VI	I	I(64)		I			64				M	1	0	0, -1, 3		0	0
48	46	138	141	1.0	1/2	1/2	3/4	2	1		I	g	VI	I	I		I							M	1	0	0, 4, 1		0	0
49	47	139	142	3.0	0	0	3/4	2	1		V7(9)	g	VI	I	V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
50	48	142	145	0.75	0	0	3/4	2	1		V7(6)/IV	g	VI	I	V7(6)/IV		V		7	6	IV			Mm7	1	0	0, 4, 3, -2		0	0
50	48	571/4	583/4	1.25	3/16	3/16	3/4	2	1		V7/IV	g	VI	I	V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
50	48	144	147	1.0	1/2	1/2	3/4	2	1		i.Fr6]}	g	i	VI	Fr6	Fr	V		43	b5	V		}	Fr	1	1	-4, 0, 2, 6		2	-4
51	49	145	148	3.0	0	0	3/4	2	1		V7{	g	i		V7		V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
52	50	148	151	3.0	0	0	3/4	2	1		i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
53	51	151	154	2.0	0	0	3/4	2	1		iv64	g	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
53	51	153	156	1.0	1/2	1/2	3/4	2	1		#viio43	g	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
54	52	154	157	3.0	0	0	3/4	2	1		i]	g	i	i	i		i							m	1	1	0, -3, 1		0	0
55	53	157	160	3.0	0	0	3/4	2	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	54	160	163	4.0	0	0	3/4	2	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
57	55	164	167	1.0	1/4	1/4	3/4	2	1		V[ii%65/V	g	i	V	ii%65/V		ii	%	65		V			%7	1	1	0, -3, 1, 3		3	0
57	55	165	168	1.0	1/2	1/2	3/4	2	1		V7(6)/V	g	i	V	V7(6)/V		V		7	6	V			Mm7	1	1	2, 6, 5, 0		2	2
58	56	166	169	5.0	0	0	3/4	2	1		V]|HC}	g	i	V	V		V					HC	}	M	1	1	1, 5, 2		1	1
58	56	168	171	0.0	1/2	1/2	3/4	2	1		{	g	i										{		1	1				
59	57	171	174	0.75	1/2	1/2	3/4	2	1		V7(6)	g	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
59	57	687/4	699/4	0.25	11/16	11/16	3/4	2	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	58	172	175	3.0	0	0	3/4	2	1		i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
61	59	175	178	2.0	0	0	3/4	2	1		iv64	g	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
61	59	177	180	1.0	1/2	1/2	3/4	2	1		#viio43	g	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
62	60	178	181	3.0	0	0	3/4	2	1		i]	g	i	i	i		i							m	1	1	0, -3, 1		0	0
63	61	181	184	3.0	0	0	3/4	2	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
64	62	184	187	3.0	0	0	3/4	2	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
65	63	187	190	2.0	0	0	3/4	2	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
65	63	189	192	0.5	1/2	1/2	3/4	2	1		V7(6)	g	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
65	63	379/2	385/2	0.5	5/8	5/8	3/4	2	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
66	64	190	193	3.0	0	0	3/4	2	1		i|PAC}	g	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
