mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1	a.i{	a	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	3	2.0	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
2	2	5	2.0	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	7	1.0	1/4	1/4	3/4	2	1	V7(#94)	a	i		V7(#94)		V		7	#94				Mm7	1	1	1, 0, 2, -1	3	1	1
3	3	8	1.0	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9	2.0	0	0	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
4	4	11	1.0	1/2	1/2	3/4	2	1	bVI+/III	a	i		bVI+/III		bVI	+			III			+	1	1	-7, -3, 1		-7	-7
5	5	12	2.0	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
5	5	14	1.0	1/2	1/2	3/4	2	1	vi2/III	a	i		vi2/III		vi		2		III			mm7	1	1	-2, 0, -3, 1		0	-2
6	6	15	1.0	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
6	6	16	3.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
7	7	19	1.0	1/4	1/4	3/4	2	1	V7(94)	a	i		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
7	7	20	1.0	1/2	1/2	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	21	1.0	0	0	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
8	8	22	2.0	1/4	1/4	3/4	2	1	Fr6/V	a	i		Fr6/V	Fr	V		43	b5	V/V			Fr	1	1	-3, 1, 3, 7		3	-3
9	9	24	2.0	0	0	3/4	2	1	V64/V	a	i		V64/V		V		64		V			M	1	1	3, 2, 6		2	3
9	9	26	1.0	1/2	1/2	3/4	2	1	V7/V	a	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
10	10	27	2.0	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
10	10	29	1.0	1/2	1/2	3/4	2	1	V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
11	11	30	2.0	0	0	3/4	2	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
11	11	32	1.0	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	33	3.0	0	0	3/4	2	1	i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
13	13	36	3.0	0	0	3/4	2	1	V7/V{	a	i		V7/V		V		7		V		{	Mm7	1	1	2, 6, 3, 0		2	2
14	14	39	3.0	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
15	15	42	3.0	0	0	3/4	2	1	V7/bV	a	i		V7/bV		V		7		bV			Mm7	1	1	-5, -1, -4, -7		-5	-5
16	16	45	3.0	0	0	3/4	2	1	bV	a	i		bV		bV							M	1	1	-6, -2, -5		-6	-6
17	17	48	3.0	0	0	3/4	2	1	V7/IV	a	i		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
18	18	51	2.0	0	0	3/4	2	1	V(64)/IV	a	i		V(64)/IV		V			64	IV			M	1	1	0, -1, 3		0	0
18	18	53	1.0	1/2	1/2	3/4	2	1	viio2/V/IV	a	i		viio2/V/IV		vii	o	2		V/IV			o7	1	1	-4, 5, 2, -1		5	-4
19	19	54	1.0	0	0	3/4	2	1	V/IV	a	i		V/IV		V				IV			M	1	1	0, 4, 1		0	0
19	19	55	0.75	1/4	1/4	3/4	2	1	V7(#6)/IV	a	i		V7(#6)/IV		V		7	#6	IV			Mm7	1	1	0, 4, 1, 10		0	0
19	19	223/4	1.25	7/16	7/16	3/4	2	1	V7/IV	a	i		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
20	20	57	3.0	0	0	3/4	2	1	V(64)/IV	a	i		V(64)/IV		V			64	IV			M	1	1	0, -1, 3		0	0
21	21	60	3.0	0	0	3/4	2	1	V7/IV	a	i		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
22	22	63	1.0	0	0	3/4	2	1	IV	a	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
22	22	64	1.0	1/4	1/4	3/4	2	1	V7/VII	a	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
22	22	65	1.0	1/2	1/2	3/4	2	1	V7(#4)/VII	a	i		V7(#4)/VII		V		7	#4	VII			Mm7	1	1	-1, 3, 5, -3		-1	-1
23	23	66	1.0	0	0	3/4	2	1	V7/VII	a	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
23	23	67	1.0	1/4	1/4	3/4	2	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
23	23	68	1.0	1/2	1/2	3/4	2	1	viio7(#4)/V	a	i		viio7(#4)/V		vii	o	7	#4	V			o7	1	1	6, 3, 12, -3		6	6
24	24	69	3.0	0	0	3/4	2	1	viio7/V}	a	i		viio7/V		vii	o	7		V		}	o7	1	1	6, 3, 0, -3		6	6
25	25	72	0.75	0	0	3/4	2	1	v(4){	a	i		v(4)		v			4			{	m	1	1	1, 0, 2		1	1
25	25	291/4	0.25	3/16	3/16	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
25	25	73	1.0	1/4	1/4	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
25	25	74	1.0	1/2	1/2	3/4	2	1	It64	a	i		It64	It	vii	o	64	b3	V			It	1	1	0, 6, -4		6	0
26	26	75	0.5	0	0	3/4	2	1	V/V	a	i		V/V		V				V			M	1	1	2, 6, 3		2	2
26	26	151/2	0.5	1/8	1/8	3/4	2	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
26	26	76	1.0	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
26	26	77	4.0	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	81	2.0	0	0	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
28	28	83	1.0	1/2	1/2	3/4	2	1	bVI+/III	a	i		bVI+/III		bVI	+			III			+	1	1	-7, -3, 1		-7	-7
29	29	84	2.0	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
29	29	86	1.0	1/2	1/2	3/4	2	1	vi2/III	a	i		vi2/III		vi		2		III			mm7	1	1	-2, 0, -3, 1		0	-2
30	30	87	1.0	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
30	30	88	3.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
31	31	91	1.0	1/4	1/4	3/4	2	1	V7(94)/III	a	i		V7(94)/III		V		7	94	III			Mm7	1	1	-2, -3, -1, -4	0	-2	-2
31	31	92	1.0	1/2	1/2	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
32	32	93	1.0	0	0	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
32	32	94	2.0	1/4	1/4	3/4	2	1	Fr6/V	a	i		Fr6/V	Fr	V		43	b5	V/V			Fr	1	1	-3, 1, 3, 7		3	-3
33	33	96	2.0	0	0	3/4	2	1	V(64)/V	a	i		V(64)/V		V			64	V			M	1	1	2, 1, 5		2	2
33	33	98	1.0	1/2	1/2	3/4	2	1	V7/V	a	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
34	34	99	2.0	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
34	34	101	1.0	1/2	1/2	3/4	2	1	V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
