mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1	Ab.I{	Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
2	2	3	3.0	0	0	3/4	2	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
3	3	6	3.0	0	0	3/4	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	9	1.0	0	0	3/4	2	1	I(6#4)	Ab	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
4	4	10	4.0	1/4	1/4	3/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
5	5	14	1.0	1/2	1/2	3/4	2	1	I+	Ab	I		I+		I	+						+	0	0	0, 4, 8		0	0
6	6	15	2.0	0	0	3/4	2	1	vi6	Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
6	6	17	1.0	1/2	1/2	3/4	2	1	vi65	Ab	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
7	7	18	3.0	0	0	3/4	2	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	21	1.0	0	0	3/4	2	1	V(6#4)	Ab	I		V(6#4)		V			6#4				M	0	0	1, 5, 7, 4		1	1
8	8	22	1.0	1/4	1/4	3/4	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
8	8	23	1.0	1/2	1/2	3/4	2	1	V7(9)	Ab	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
9	9	24	3.0	0	0	3/4	2	1	I}{	Ab	I		I		I						}{	M	0	0	0, 4, 1		0	0
10	10	27	2.0	0	0	3/4	2	1	vi6	Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
