mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
33	33	1/4	1/4	3/4	2	1		v	E	I		v		v							m	0	0	1, -2, 2		1	1
34	34	0	0	3/4	2	1		ii	E	I		ii		ii							m	0	0	2, -1, 3		2	2
34	34	1/2	1/2	3/4	2	1		ii(42)	E	I		ii(42)		ii			42				m	0	0	4, 1, 3		2	4
34	34	5/8	5/8	3/4	2	1		ii	E	I		ii		ii							m	0	0	2, -1, 3		2	2
35	35	0	0	3/4	2	1		vi	E	I		vi		vi							m	0	0	3, 0, 4		3	3
37	37	0	0	3/4	2	1		ii	E	I		ii		ii							m	0	0	2, -1, 3		2	2
38	38	0	0	3/4	2	1		V7(9)	E	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
38	38	1/2	1/2	3/4	2	1		V(6)	E	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
38	38	5/8	5/8	3/4	2	1		V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	3/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
40	40	0	0	3/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
41	41	0	0	3/4	2	1		I[V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	3/4	2	1		I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
43	43	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	0	0	3/4	2	1		I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
45	45	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	3/4	2	1		I]	E	I	I	I		I							M	0	0	0, 4, 1		0	0
46	46	1/4	1/4	3/4	2	1		iii	E	I		iii		iii							m	0	0	4, 1, 5		4	4
47	47	1/8	1/8	3/4	2	1		V/V	E	I		V/V		V				V			M	0	0	2, 6, 3		2	2
47	47	3/8	3/8	3/4	2	1		V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	47	1/2	1/2	3/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
48	48	0	0	3/4	2	1		V6	E	I		V6		V		6					M	0	0	5, 2, 1		1	5
48	48	1/4	1/4	3/4	2	1		IV6	E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
48	48	1/2	1/2	3/4	2	1		iv6	E	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
49	49	0	0	3/4	2	1		V\\	E	I		V		V						\\	M	0	0	1, 5, 2		1	1
49	49	1/4	1/4	3/4	2	1		IV.V7	E	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	0	3/4	2	1		I	E	IV		I		I							M	0	0	0, 4, 1		0	0
50	50	1/4	1/4	3/4	2	1		V6	E	IV		V6		V		6					M	0	0	5, 2, 1		1	5
50	50	1/2	1/2	3/4	2	1		v6	E	IV		v6		v		6					m	0	0	-2, 2, 1		1	-2
51	51	0	0	3/4	2	1		V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
51	51	1/4	1/4	3/4	2	1		ii	E	IV		ii		ii							m	0	0	2, -1, 3		2	2
51	51	1/2	1/2	3/4	2	1		iio64	E	IV		iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
52	52	0	0	3/4	2	1		V7	E	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	1/4	1/4	3/4	2	1		I	E	IV		I		I							M	0	0	0, 4, 1		0	0
53	53	0	0	3/4	2	1		V7	E	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	0	0	3/4	2	1		I	E	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	1/4	1/4	3/4	2	1		V6	E	IV		V6		V		6					M	0	0	5, 2, 1		1	5
54	54	1/2	1/2	3/4	2	1		v6	E	IV		v6		v		6					m	0	0	-2, 2, 1		1	-2
55	55	0	0	3/4	2	1		V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
55	55	1/4	1/4	3/4	2	1		ii	E	IV		ii		ii							m	0	0	2, -1, 3		2	2
55	55	1/2	1/2	3/4	2	1		V7(6)	E	IV		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
56	56	0	0	3/4	2	1		I\\	E	IV		I		I						\\	M	0	0	0, 4, 1		0	0
57	57	0	0	3/4	2	1		V7	E	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	3/4	2	1		I	E	IV		I		I							M	0	0	0, 4, 1		0	0
58	58	1/4	1/4	3/4	2	1		V6	E	IV		V6		V		6					M	0	0	5, 2, 1		1	5
58	58	1/2	1/2	3/4	2	1		v6	E	IV		v6		v		6					m	0	0	-2, 2, 1		1	-2
59	59	0	0	3/4	2	1		V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
59	59	1/4	1/4	3/4	2	1		V43/V	E	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
59	59	1/2	1/2	3/4	2	1		iv6	E	IV		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
60	60	0	0	3/4	2	1		V7	E	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	1/4	1/4	3/4	2	1		V43/IV	E	IV		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
60	60	1/2	1/2	3/4	2	1		It6/bVII	E	IV		It6/bVII	It	vii	o	6	b3	V/bVII			It	0	0	-6, -2, 4		4	-6
61	61	0	0	3/4	2	1		ii6	E	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
61	61	1/4	1/4	3/4	2	1		V2	E	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
62	62	0	0	3/4	2	1		I6	E	IV		I6		I		6					M	0	0	4, 1, 0		0	4
62	62	1/2	1/2	3/4	2	1		i6	E	IV		i6		i		6					m	0	0	-3, 1, 0		0	-3
63	63	0	0	3/4	2	1		V7/V	E	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
63	63	1/4	1/4	3/4	2	1		V	E	IV		V		V							M	0	0	1, 5, 2		1	1
63	63	1/2	1/2	3/4	2	1		V7(6)	E	IV		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
64	64	0	0	3/4	2	1		I\\	E	IV		I		I						\\	M	0	0	0, 4, 1		0	0
65	65	0	0	3/4	2	1		I.IV64	E	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
65	65	1/4	1/4	3/4	2	1		IV6(9)	E	I		IV6(9)		IV		6	9				M	0	0	3, 0, -1	1	-1	3
65	65	1/2	1/2	3/4	2	1		IV6	E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
66	66	0	0	3/4	2	1		IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	67	0	0	3/4	2	1		IV64	E	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
67	67	1/4	1/4	3/4	2	1		IV6(9)	E	I		IV6(9)		IV		6	9				M	0	0	3, 0, -1	1	-1	3
67	67	1/2	1/2	3/4	2	1		IV6	E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
68	68	0	0	3/4	2	1		IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
69	69	0	0	3/4	2	1		I[I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
71	71	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	3/4	2	1		I(64)	E	I	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
72	72	3/16	3/16	3/4	2	1		I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
73	73	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	3/4	2	1		I(64)	E	I	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
74	74	3/16	3/16	3/4	2	1		I]	E	I	I	I		I							M	0	0	0, 4, 1		0	0
75	75	0	0	3/4	2	1		V(6)/V	E	I		V(6)/V		V			6	V			M	0	0	2, 6, 5		2	2
75	75	1/8	1/8	3/4	2	1		V7/V	E	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
76	76	0	0	3/4	2	1		V\\	E	I		V		V						\\	M	0	0	1, 5, 2		1	1
77	77	0	0	3/4	2	1		V64	E	I		V64		V		64					M	0	0	2, 1, 5		1	2
77	77	1/4	1/4	3/4	2	1		V(9)	E	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
77	77	1/2	1/2	3/4	2	1		V6	E	I		V6		V		6					M	0	0	5, 2, 1		1	5
78	78	0	0	3/4	2	1		V	E	I		V		V							M	0	0	1, 5, 2		1	1
79	79	0	0	3/4	2	1		V64	E	I		V64		V		64					M	0	0	2, 1, 5		1	2
79	79	1/4	1/4	3/4	2	1		V(9)	E	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
79	79	1/2	1/2	3/4	2	1		V6	E	I		V6		V		6					M	0	0	5, 2, 1		1	5
80	80	0	0	3/4	2	1		V	E	I		V		V							M	0	0	1, 5, 2		1	1
81	81	0	0	3/4	2	1		I[I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
83	83	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	0	0	3/4	2	1		I(64)	E	I	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
84	84	3/16	3/16	3/4	2	1		I	E	I	I	I		I							M	0	0	0, 4, 1		0	0
85	85	0	0	3/4	2	1		V7	E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	3/4	2	1		I(64)	E	I	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
86	86	3/16	3/16	3/4	2	1		I]	E	I	I	I		I							M	0	0	0, 4, 1		0	0
87	87	0	0	3/4	2	1		ii65	E	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
87	87	1/8	1/8	3/4	2	1		ii%65	E	I		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
87	87	1/4	1/4	3/4	2	1		V	E	I		V		V							M	0	0	1, 5, 2		1	1
87	87	1/2	1/2	3/4	2	1		V7(6)	E	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
88	88	0	0	3/4	2	1		I	E	I		I		I							M	0	0	0, 4, 1		0	0
88	88	1/2	1/2	3/4	2	1		I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
89	89	0	0	3/4	2	1		ii65	E	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
89	89	1/4	1/4	3/4	2	1		ii%65	E	I		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
89	89	1/2	1/2	3/4	2	1		V7(6)	E	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
90	90	0	0	3/4	2	1		I\\	E	I		I		I						\\	M	0	0	0, 4, 1		0	0
