mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	15	0	0	3/4	1	1	V7/III	c#	i		V7/III		V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
17	16	0	0	3/4	1	1	III\\	c#	i		III		III					\\	M	1	1	-3, 1, -2		-3	-3
17	16	1/2	1/2	3/4	1	1	@none	c#	i		@none		@none						m	1	1				
18	17	0	0	3/4	1	1	V65	c#	i		V65		V		65				Mm7	1	1	5, 2, -1, 1		1	5
18	17	1/2	1/2	3/4	1	1	@none	c#	i		@none		@none						m	1	1				
19	18	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
19	18	1/4	1/4	3/4	1	1	i(9)	c#	i		i(9)		i			9			m	1	1	0, -3, 1	2	0	0
19	18	1/2	1/2	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
20	19	0	0	3/4	1	1	i[Ger6	c#	i	i	Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
21	20	0	0	3/4	1	1	i]	c#	i	i	i		i						m	1	1	0, -3, 1		0	0
22	21	0	0	3/4	1	1	V6	c#	i		V6		V		6				M	1	1	5, 2, 1		1	5
23	22	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
23	22	1/4	1/4	3/4	1	1	i(9)	c#	i		i(9)		i			9			m	1	1	0, -3, 1	2	0	0
23	22	1/2	1/2	3/4	1	1	ii%2/v	c#	i		ii%2/v		ii	%	2		v		%7	1	1	1, 3, 0, -3		3	1
24	23	0	0	3/4	1	1	v64	c#	i		v64		v		64				m	1	1	2, 1, -2		1	2
24	23	1/2	1/2	3/4	1	1	V7/v	c#	i		V7/v		V		7		v		Mm7	1	1	2, 6, 3, 0		2	2
24	23	5/8	5/8	3/4	1	1	V7(6)/v	c#	i		V7(6)/v		V		7	6	v		Mm7	1	1	2, 6, -2, 0		2	2
25	24	0	0	3/4	1	1	v\\	c#	i		v		v					\\	m	1	1	1, -2, 2		1	1
25	24	1/4	1/4	3/4	1	1	.Ger6/v	c#	i		Ger6/v	Ger	vii	o	65	b3	V/v		Ger	1	1	-3, 1, -2, 7		7	-3
25	24	1/2	1/2	3/4	1	1	v64	c#	i		v64		v		64				m	1	1	2, 1, -2		1	2
26	25	0	0	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
27	26	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
27	26	1/4	1/4	3/4	1	1	i(9)	c#	i		i(9)		i			9			m	1	1	0, -3, 1	2	0	0
27	26	1/2	1/2	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
28	27	0	0	3/4	1	1	i[Ger6	c#	i	i	Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
29	28	0	0	3/4	1	1	i]	c#	i	i	i		i						m	1	1	0, -3, 1		0	0
30	29	0	0	3/4	1	1	V6	c#	i		V6		V		6				M	1	1	5, 2, 1		1	5
30	29	1/2	1/2	3/4	1	1	v6	c#	i		v6		v		6				m	1	1	-2, 2, 1		1	-2
31	30	0	0	3/4	1	1	ii%7/v	c#	i		ii%7/v		ii	%	7		v		%7	1	1	3, 0, -3, 1		3	3
31	30	1/4	1/4	3/4	1	1	ii%7(4#2)/v	c#	i		ii%7(4#2)/v		ii	%	7	4#2	v		%7	1	1	3, 5, 2, -3, 1		3	3
31	30	1/2	1/2	3/4	1	1	It6	c#	i		It6	It	vii	o	6	b3	V		It	1	1	-4, 0, 6		6	-4
32	31	0	0	3/4	1	1	i64	c#	i		i64		i		64				m	1	1	1, 0, -3		0	1
32	31	1/2	1/2	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
32	31	5/8	5/8	3/4	1	1	V7(6)	c#	i		V7(6)		V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
33	32	0	0	3/4	1	1	i\\	c#	i		i		i					\\	m	1	1	0, -3, 1		0	0
34	33	0	0	3/4	1	1	.I.V(4)	c#	I		V(4)		V			4			M	1	0	1, 0, 2		1	1
34	33	1/4	1/4	3/4	1	1	viio64	c#	I		viio64		vii	o	64				o	1	0	-1, 5, 2		5	-1
34	33	1/2	1/2	3/4	1	1	I6	c#	I		I6		I		6				M	1	0	4, 1, 0		0	4
35	34	0	0	3/4	1	1	V64	c#	I		V64		V		64				M	1	0	2, 1, 5		1	2
35	34	1/4	1/4	3/4	1	1	V7	c#	I		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
35	34	1/2	1/2	3/4	1	1	I	c#	I		I		I						M	1	0	0, 4, 1		0	0
36	35	0	0	3/4	1	1	ii6(9)	c#	I		ii6(9)		ii		6	9			m	1	0	-1, 3, 2	4	2	-1
36	35	1/4	1/4	3/4	1	1	ii6	c#	I		ii6		ii		6				m	1	0	-1, 3, 2		2	-1
36	35	1/2	1/2	3/4	1	1	V7(6)	c#	I		V7(6)		V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
37	36	0	0	3/4	1	1	ii64	c#	I		ii64		ii		64				m	1	0	3, 2, -1		2	3
37	36	1/4	1/4	3/4	1	1	V6	c#	I		V6		V		6				M	1	0	5, 2, 1		1	5
37	36	1/2	1/2	3/4	1	1	I\\	c#	I		I		I					\\	M	1	0	0, 4, 1		0	0
38	37	0	0	3/4	1	1	V(4)	c#	I		V(4)		V			4			M	1	0	1, 0, 2		1	1
38	37	1/4	1/4	3/4	1	1	V2	c#	I		V2		V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
38	37	1/2	1/2	3/4	1	1	I6	c#	I		I6		I		6				M	1	0	4, 1, 0		0	4
39	38	0	0	3/4	1	1	V64	c#	I		V64		V		64				M	1	0	2, 1, 5		1	2
39	38	1/4	1/4	3/4	1	1	V7	c#	I		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
39	38	1/2	1/2	3/4	1	1	I	c#	I		I		I						M	1	0	0, 4, 1		0	0
40	39	0	0	3/4	1	1	ii65(9)	c#	I		ii65(9)		ii		65	9			mm7	1	0	-1, 3, 0, 2	4	2	-1
40	39	1/4	1/4	3/4	1	1	ii6	c#	I		ii6		ii		6				m	1	0	-1, 3, 2		2	-1
40	39	1/2	1/2	3/4	1	1	iii6	c#	I		iii6		iii		6				m	1	0	1, 5, 4		4	1
41	40	0	0	3/4	1	1	ii64	c#	I		ii64		ii		64				m	1	0	3, 2, -1		2	3
41	40	1/4	1/4	3/4	1	1	V6	c#	I		V6		V		6				M	1	0	5, 2, 1		1	5
41	40	1/2	1/2	3/4	1	1	I\\	c#	I		I		I					\\	M	1	0	0, 4, 1		0	0
42	41	0	0	3/4	1	1	I	c#	I		I		I						M	1	0	0, 4, 1		0	0
42	41	1/4	1/4	3/4	1	1	iii%43	c#	I		iii%43		iii	%	43				%7	1	0	-2, 2, 4, 1		4	-2
42	41	1/2	1/2	3/4	1	1	IV6	c#	I		IV6		IV		6				M	1	0	3, 0, -1		-1	3
43	42	0	0	3/4	1	1	V7/IV	c#	I		V7/IV		V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
43	42	1/4	1/4	3/4	1	1	V(9)/IV	c#	I		V(9)/IV		V			9	IV		M	1	0	0, 4, 1	2	0	0
43	42	1/2	1/2	3/4	1	1	IV64	c#	I		IV64		IV		64				M	1	0	0, -1, 3		-1	0
44	43	0	0	3/4	1	1	V7(4)/IV	c#	I		V7(4)/IV		V		7	4	IV		Mm7	1	0	0, -1, 1, -2		0	0
44	43	1/4	1/4	3/4	1	1	V(9)/IV	c#	I		V(9)/IV		V			9	IV		M	1	0	0, 4, 1	2	0	0
44	43	1/2	1/2	3/4	1	1	IV64	c#	I		IV64		IV		64				M	1	0	0, -1, 3		-1	0
45	44	0	0	3/4	1	1	ii7/IV	c#	I		ii7/IV		ii		7		IV		mm7	1	0	1, -2, 2, -1		1	1
45	44	1/4	1/4	3/4	1	1	V7/IV	c#	I		V7/IV		V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
45	44	1/2	1/2	3/4	1	1	IV\\	c#	I		IV		IV					\\	M	1	0	-1, 3, 0		-1	-1
46	45	0	0	3/4	1	1	V/IV	c#	I		V/IV		V				IV		M	1	0	0, 4, 1		0	0
46	45	1/4	1/4	3/4	1	1	vii%43/IV	c#	I		vii%43/IV		vii	%	43		IV		%7	1	0	-2, 2, 4, 1		4	-2
46	45	1/2	1/2	3/4	1	1	IV6	c#	I		IV6		IV		6				M	1	0	3, 0, -1		-1	3
47	46	0	0	3/4	1	1	V7/IV	c#	I		V7/IV		V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
47	46	1/4	1/4	3/4	1	1	IV	c#	I		IV		IV						M	1	0	-1, 3, 0		-1	-1
48	47	0	0	3/4	1	1	ii	c#	I		ii		ii						m	1	0	2, -1, 3		2	2
48	47	1/4	1/4	3/4	1	1	V7/v	c#	I		V7/v		V		7		v		Mm7	1	0	2, 6, 3, 0		2	2
48	47	1/2	1/2	3/4	1	1	v	c#	I		v		v						m	1	0	1, -2, 2		1	1
49	48	0	0	3/4	1	1	V7/bVI	c#	I		V7/bVI		V		7		bVI		Mm7	1	0	-3, 1, -2, -5		-3	-3
50	49	0	0	3/4	1	1	.i.Ger6(4)	c#	i		Ger6(4)	Ger	vii	o	65	4b3	V		Ger	1	1	5, 0, -3, 6		6	5
50	49	1/4	1/4	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
50	49	1/2	1/2	3/4	1	1	.Fr6	c#	i		Fr6	Fr	V		7	b5	V		Fr	1	1	2, 6, -4, 0		2	2
51	50	0	0	3/4	1	1	V[V(4)	c#	i	V	V(4)		V			4			M	1	1	1, 0, 2		1	1
51	50	3/16	3/16	3/4	1	1	V	c#	i	V	V		V						M	1	1	1, 5, 2		1	1
51	50	1/4	1/4	3/4	1	1	V7	c#	i	V	V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
51	50	1/2	1/2	3/4	1	1	iv64(4)	c#	i	V	iv64(4)		iv		64	4			m	1	1	0, -1, -2		-1	0
51	50	5/8	5/8	3/4	1	1	iv64	c#	i	V	iv64		iv		64				m	1	1	0, -1, -4		-1	0
52	51	0	0	3/4	1	1	V7]	c#	i	V	V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
53	52	0	0	3/4	1	1	i(9)	c#	i		i(9)		i			9			m	1	1	0, -3, 1	2	0	0
53	52	1/8	1/8	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
54	53	0	0	3/4	1	1	i6	c#	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
55	54	0	0	3/4	1	1	V7(4)/V	c#	i		V7(4)/V		V		7	4	V		Mm7	1	1	2, 1, 3, 0		2	2
55	54	1/8	1/8	3/4	1	1	V7/V	c#	i		V7/V		V		7		V		Mm7	1	1	2, 6, 3, 0		2	2
56	55	0	0	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
57	56	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
57	56	1/2	1/2	3/4	1	1	.Ger6(9)	c#	i		Ger6(9)	Ger	vii	o	65	9b3	V		Ger	1	1	-4, 0, -3, 6	1	6	-4
57	56	5/8	5/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
58	57	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
59	58	0	0	3/4	1	1	V43(4)	c#	i		V43(4)		V		43	4			Mm7	1	1	2, -1, 1, 0		1	2
59	58	1/8	1/8	3/4	1	1	V43	c#	i		V43		V		43				Mm7	1	1	2, -1, 1, 5		1	2
60	59	0	0	3/4	1	1	V65	c#	i		V65		V		65				Mm7	1	1	5, 2, -1, 1		1	5
61	60	0	0	3/4	1	1	V2(2)/iv	c#	i		V2(2)/iv		V		2	2	iv		Mm7	1	1	-2, -5, 4, 1		0	-2
61	60	1/8	1/8	3/4	1	1	V2/iv	c#	i		V2/iv		V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
62	61	0	0	3/4	1	1	IV6(4)	c#	i		IV6(4)		IV		6	4			M	1	1	-2, 0, -1		-1	-2
62	61	1/8	1/8	3/4	1	1	IV6	c#	i		IV6		IV		6				M	1	1	3, 0, -1		-1	3
62	61	1/2	1/2	3/4	1	1	.Ger6(4)	c#	i		Ger6(4)	Ger	vii	o	65	4b3	V		Ger	1	1	5, 0, -3, 6		6	5
62	61	5/8	5/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
64	63	0	0	3/4	1	1	i64	c#	i		i64		i		64				m	1	1	1, 0, -3		0	1
64	63	1/2	1/2	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
64	63	5/8	5/8	3/4	1	1	V7(6)	c#	i		V7(6)		V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
65	64	0	0	3/4	1	1	i\\	c#	i		i		i					\\	m	1	1	0, -3, 1		0	0
66	65	0	0	3/4	1	1	i6	c#	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
67	66	0	0	3/4	1	1	V7(4)/V	c#	i		V7(4)/V		V		7	4	V		Mm7	1	1	2, 1, 3, 0		2	2
67	66	1/8	1/8	3/4	1	1	V7/V	c#	i		V7/V		V		7		V		Mm7	1	1	2, 6, 3, 0		2	2
67	66	1/4	1/4	3/4	1	1	V7(4)/V	c#	i		V7(4)/V		V		7	4	V		Mm7	1	1	2, 1, 3, 0		2	2
67	66	3/8	3/8	3/4	1	1	V7/V	c#	i		V7/V		V		7		V		Mm7	1	1	2, 6, 3, 0		2	2
68	67	0	0	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
69	68	0	0	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
69	68	1/2	1/2	3/4	1	1	.Ger6(9)	c#	i		Ger6(9)	Ger	vii	o	65	9b3	V		Ger	1	1	-4, 0, -3, 6	1	6	-4
69	68	5/8	5/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
70	69	0	0	3/4	1	1	i(7)	c#	i		i(7)		i			7			m	1	1	0, -3, 1	-2	0	0
70	69	1/4	1/4	3/4	1	1	i	c#	i		i		i						m	1	1	0, -3, 1		0	0
71	70	0	0	3/4	1	1	V43(4)	c#	i		V43(4)		V		43	4			Mm7	1	1	2, -1, 1, 0		1	2
71	70	1/8	1/8	3/4	1	1	V43	c#	i		V43		V		43				Mm7	1	1	2, -1, 1, 5		1	2
71	70	1/4	1/4	3/4	1	1	V43(4)	c#	i		V43(4)		V		43	4			Mm7	1	1	2, -1, 1, 0		1	2
71	70	3/8	3/8	3/4	1	1	V43	c#	i		V43		V		43				Mm7	1	1	2, -1, 1, 5		1	2
71	70	1/2	1/2	3/4	1	1	V(9)	c#	i		V(9)		V			9			M	1	1	1, 5, 2	-4	1	1
72	71	0	0	3/4	1	1	V65	c#	i		V65		V		65				Mm7	1	1	5, 2, -1, 1		1	5
73	72	0	0	3/4	1	1	V2(2)/iv	c#	i		V2(2)/iv		V		2	2	iv		Mm7	1	1	-2, -5, 4, 1		0	-2
73	72	1/8	1/8	3/4	1	1	V2/iv	c#	i		V2/iv		V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
73	72	1/4	1/4	3/4	1	1	V2(9)/iv	c#	i		V2(9)/iv		V		2	9	iv		Mm7	1	1	-2, 0, 4, 1	-5	0	-2
73	72	3/8	3/8	3/4	1	1	V2/iv	c#	i		V2/iv		V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
74	73	0	0	3/4	1	1	IV6(4)	c#	i		IV6(4)		IV		6	4			M	1	1	-2, 0, -1		-1	-2
74	73	1/8	1/8	3/4	1	1	IV6	c#	i		IV6		IV		6				M	1	1	3, 0, -1		-1	3
74	73	1/4	1/4	3/4	1	1	IV6(4)	c#	i		IV6(4)		IV		6	4			M	1	1	-2, 0, -1		-1	-2
74	73	3/8	3/8	3/4	1	1	IV6	c#	i		IV6		IV		6				M	1	1	3, 0, -1		-1	3
74	73	1/2	1/2	3/4	1	1	.Ger6(4)	c#	i		Ger6(4)	Ger	vii	o	65	4b3	V		Ger	1	1	5, 0, -3, 6		6	5
74	73	5/8	5/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
75	74	0	0	3/4	1	1	.Ger6(4)	c#	i		Ger6(4)	Ger	vii	o	65	4b3	V		Ger	1	1	5, 0, -3, 6		6	5
75	74	1/8	1/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
75	74	1/4	1/4	3/4	1	1	.Ger6(4)	c#	i		Ger6(4)	Ger	vii	o	65	4b3	V		Ger	1	1	5, 0, -3, 6		6	5
75	74	3/8	3/8	3/4	1	1	.Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
76	75	0	0	3/4	1	1	v64	c#	i		v64		v		64				m	1	1	2, 1, -2		1	2
76	75	1/2	1/2	3/4	1	1	V7	c#	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
76	75	5/8	5/8	3/4	1	1	V7(6)	c#	i		V7(6)		V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
77	76	0	0	3/4	1	1	i\\	c#	i		i		i					\\	m	1	1	0, -3, 1		0	0
