mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	2	1		C.V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	0	0	3/4	2	1		I[I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
3	2	0	0	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
3	2	1/4	1/4	3/4	2	1		V2(9)/V	C	I	I	V2(9)/V	V		2	9	V			Mm7	0	0	0, 2, 6, 3	4	2	0
3	2	1/2	1/2	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
4	3	0	0	3/4	2	1		viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
5	4	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
5	4	1/4	1/4	3/4	2	1		I(9)	C	I	I	I(9)	I			9				M	0	0	0, 4, 1	2	0	0
5	4	1/2	1/2	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
6	5	0	0	3/4	2	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
7	6	0	0	3/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	0	0	3/4	2	1		I[I(6#4#2)}	C	I	I	I(6#4#2)	I			6#4#2			}	M	0	0	0, 9, 6, 3		0	0
9	8	1/2	1/2	3/4	2	1		I|IAC	C	I	I	I	I					IAC		M	0	0	0, 4, 1		0	0
10	9	0	0	3/4	2	1		{	C	I	I								{		0	0				
11	10	0	0	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
11	10	1/4	1/4	3/4	2	1		V2(119)/V	C	I	I	V2(119)/V	V		2	119	V			Mm7	0	0	0, 2, 6, 3	1, 4	2	0
11	10	1/2	1/2	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
12	11	0	0	3/4	2	1		viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
13	12	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
13	12	1/4	1/4	3/4	2	1		I(119)	C	I	I	I(119)	I			119				M	0	0	0, 4, 1	-1, 2	0	0
13	12	1/2	1/2	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
14	13	0	0	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	14	0	0	3/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	15	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	15	1/2	1/2	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
17	16	0	0	3/4	2	1		I[I(94)}	C	I	I	I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
17	16	1/4	1/4	3/4	2	1		I|PAC	C	I	I	I	I					PAC		M	0	0	0, 4, 1		0	0
17	16	1/2	1/2	3/4	2	1		{	C	I	I								{		0	0				
19	18	0	0	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
19	18	1/4	1/4	3/4	2	1		V2(9)/V	C	I	I	V2(9)/V	V		2	9	V			Mm7	0	0	0, 2, 6, 3	4	2	0
19	18	1/2	1/2	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
20	19	0	0	3/4	2	1		viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
21	20	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
21	20	1/4	1/4	3/4	2	1		I(9)	C	I	I	I(9)	I			9				M	0	0	0, 4, 1	2	0	0
21	20	1/2	1/2	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
22	21	0	0	3/4	2	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
23	22	0	0	3/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	23	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	0	3/4	2	1		I[I(6#4#2)}	C	I	I	I(6#4#2)	I			6#4#2			}	M	0	0	0, 9, 6, 3		0	0
25	24	1/2	1/2	3/4	2	1		I|IAC	C	I	I	I	I					IAC		M	0	0	0, 4, 1		0	0
26	25	0	0	3/4	2	1		{	C	I	I								{		0	0				
27	26	0	0	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
27	26	1/4	1/4	3/4	2	1		V2(119)/V	C	I	I	V2(119)/V	V		2	119	V			Mm7	0	0	0, 2, 6, 3	1, 4	2	0
27	26	1/2	1/2	3/4	2	1		V2/V	C	I	I	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
28	27	0	0	3/4	2	1		viio43	C	I	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
29	28	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
29	28	1/4	1/4	3/4	2	1		I(119)	C	I	I	I(119)	I			119				M	0	0	0, 4, 1	-1, 2	0	0
29	28	1/2	1/2	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
30	29	0	0	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	30	0	0	3/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
