mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
40	38	1/2	1/2	3/4	1	1	V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
41	39	0	0	3/4	1	1	V[V(64)	c#	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
42	40	0	0	3/4	1	1	viio7/V	c#	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
42	40	1/4	1/4	3/4	1	1	V/V	c#	i	V	V/V		V				V			M	1	1	2, 6, 3		2	2
42	40	5/8	5/8	3/4	1	1	viio6/V	c#	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
43	41	0	0	3/4	1	1	V]}	c#	i	V	V		V						}	M	1	1	1, 5, 2		1	1
47	45	0	0	3/4	1	1	VII.I{	c#	VII		I		I						{	M	1	0	0, 4, 1		0	0
47	45	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
48	46	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
49	47	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
50	48	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
51	49	0	0	3/4	1	1	V7/V	c#	VII		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
52	50	0	0	3/4	1	1	V	c#	VII		V		V							M	1	0	1, 5, 2		1	1
53	51	0	0	3/4	1	1	V7/V	c#	VII		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
54	52	0	0	3/4	1	1	V}	c#	VII		V		V						}	M	1	0	1, 5, 2		1	1
54	52	1/4	1/4	3/4	1	1	V7	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
55	53	0	0	3/4	1	1	I{	c#	VII		I		I						{	M	1	0	0, 4, 1		0	0
55	53	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
56	54	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
57	55	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
58	56	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
59	57	0	0	3/4	1	1	vi	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
59	57	1/2	1/2	3/4	1	1	iv6/vi	c#	VII		iv6/vi		iv		6		vi			m	1	0	-1, 3, 2		2	-1
60	58	0	0	3/4	1	1	vi	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
61	59	1/2	1/2	3/4	1	1	iv6/vi	c#	VII		iv6/vi		iv		6		vi			m	1	0	-1, 3, 2		2	-1
62	60	0	0	3/4	1	1	vi	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
63	61	0	0	3/4	1	1	V7	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	62	0	0	3/4	1	1	V7/IV	c#	VII		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
65	63	1/4	1/4	3/4	1	1	V7(6)/IV	c#	VII		V7(6)/IV		V		7	6	IV			Mm7	1	0	0, 4, 3, -2		0	0
65	63	5/8	5/8	3/4	1	1	V7/IV	c#	VII		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
66	64	0	0	3/4	1	1	IV(9)	c#	VII		IV(9)		IV			9				M	1	0	-1, 3, 0	1	-1	-1
66	64	1/4	1/4	3/4	1	1	IV	c#	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
67	65	0	0	3/4	1	1	V7/ii	c#	VII		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
68	66	0	0	3/4	1	1	ii64	c#	VII		ii64		ii		64					m	1	0	3, 2, -1		2	3
68	66	1/2	1/2	3/4	1	1	ii	c#	VII		ii		ii							m	1	0	2, -1, 3		2	2
69	67	0	0	3/4	1	1	V7/ii	c#	VII		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
70	68	0	0	3/4	1	1	ii(11)	c#	VII		ii(11)		ii			11				m	1	0	2, -1, 3	1	2	2
70	68	1/2	1/2	3/4	1	1	ii	c#	VII		ii		ii							m	1	0	2, -1, 3		2	2
71	69	0	0	3/4	1	1	ii43	c#	VII		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
71	69	1/2	1/2	3/4	1	1	ii%43	c#	VII		ii%43		ii	%	43					%7	1	0	-4, 0, 2, -1		2	-4
72	70	1/4	1/4	3/4	1	1	V[V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
72	70	1/2	1/2	3/4	1	1	IV64	c#	VII	V	IV64		IV		64					M	1	0	0, -1, 3		-1	0
73	71	0	0	3/4	1	1	V7(4)	c#	VII	V	V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
73	71	1/4	1/4	3/4	1	1	V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
73	71	1/2	1/2	3/4	1	1	IV6	c#	VII	V	IV6		IV		6					M	1	0	3, 0, -1		-1	3
74	72	1/4	1/4	3/4	1	1	V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
74	72	1/2	1/2	3/4	1	1	IV64	c#	VII	V	IV64		IV		64					M	1	0	0, -1, 3		-1	0
75	73	0	0	3/4	1	1	V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
75	73	1/2	1/2	3/4	1	1	IV64	c#	VII	V	IV64		IV		64					M	1	0	0, -1, 3		-1	0
76	74	0	0	3/4	1	1	V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
76	74	1/2	1/2	3/4	1	1	IV64	c#	VII	V	IV64		IV		64					M	1	0	0, -1, 3		-1	0
77	75	0	0	3/4	1	1	V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
78	76	0	0	3/4	1	1	V7(9)	c#	VII	V	V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
78	76	3/8	3/8	3/4	1	1	V7]}	c#	VII	V	V7		V		7				}	Mm7	1	0	1, 5, 2, -1		1	1
79	77	0	0	3/4	1	1	I{	c#	VII		I		I						{	M	1	0	0, 4, 1		0	0
79	77	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
80	78	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
81	79	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
82	80	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
83	81	0	0	3/4	1	1	V7/V	c#	VII		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
84	82	0	0	3/4	1	1	V	c#	VII		V		V							M	1	0	1, 5, 2		1	1
85	83	0	0	3/4	1	1	V7/V	c#	VII		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
86	84	0	0	3/4	1	1	V}	c#	VII		V		V						}	M	1	0	1, 5, 2		1	1
86	84	1/4	1/4	3/4	1	1	V7	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
87	85	0	0	3/4	1	1	I{	c#	VII		I		I						{	M	1	0	0, 4, 1		0	0
87	85	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
88	86	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
89	87	1/2	1/2	3/4	1	1	IV6	c#	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
90	88	0	0	3/4	1	1	I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
91	89	0	0	3/4	1	1	i.V	c#	i		V		V							M	1	1	1, 5, 2		1	1
94	92	0	0	3/4	1	1	V(#13)	c#	i		V(#13)		V			#13				M	1	1	1, 5, 2	4	1	1
94	92	3/16	3/16	3/4	1	1	V}	c#	i		V		V						}	M	1	1	1, 5, 2		1	1
95	93	1/4	1/4	3/4	1	1	v{	c#	i		v		v						{	m	1	1	1, -2, 2		1	1
96	94	0	0	3/4	1	1	V/V	c#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
96	94	1/4	1/4	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
96	94	5/8	5/8	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
97	95	0	0	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
98	96	0	0	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
98	96	1/4	1/4	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
98	96	5/8	5/8	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
99	97	0	0	3/4	1	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
99	97	1/4	1/4	3/4	1	1	iio	c#	i		iio		ii	o						o	1	1	2, -1, -4		2	2
100	98	0	0	3/4	1	1	iio/v	c#	i		iio/v		ii	o			v			o	1	1	3, 0, -3		3	3
100	98	1/4	1/4	3/4	1	1	V/v	c#	i		V/v		V				v			M	1	1	2, 6, 3		2	2
100	98	5/8	5/8	3/4	1	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
101	99	0	0	3/4	1	1	V(64)/v	c#	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
102	100	0	0	3/4	1	1	ii%7/v	c#	i		ii%7/v		ii	%	7		v			%7	1	1	3, 0, -3, 1		3	3
102	100	1/4	1/4	3/4	1	1	V/v	c#	i		V/v		V				v			M	1	1	2, 6, 3		2	2
102	100	5/8	5/8	3/4	1	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
103	101	0	0	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
104	102	1/2	1/2	3/4	1	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
105	103	0	0	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
106	104	1/2	1/2	3/4	1	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
107	105	0	0	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
110	108	0	0	3/4	1	1	i(9)}	c#	i		i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
110	108	1/4	1/4	3/4	1	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
111	109	0	0	3/4	1	1	VI{	c#	i		VI		VI						{	M	1	1	-4, 0, -3		-4	-4
114	112	0	0	3/4	1	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
115	113	0	0	3/4	1	1	iv	c#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
118	116	0	0	3/4	1	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
119	117	0	0	3/4	1	1	V7(6)/V	c#	i		V7(6)/V		V		7	6	V			Mm7	1	1	2, 6, 5, 0		2	2
119	117	1/2	1/2	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
120	118	0	0	3/4	1	1	V(64)/V	c#	i		V(64)/V		V			64	V			M	1	1	2, 1, 5		2	2
121	119	0	0	3/4	1	1	V7(6)/V	c#	i		V7(6)/V		V		7	6	V			Mm7	1	1	2, 6, 5, 0		2	2
121	119	1/2	1/2	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
122	120	0	0	3/4	1	1	V(64)/V	c#	i		V(64)/V		V			64	V			M	1	1	2, 1, 5		2	2
122	120	1/2	1/2	3/4	1	1	V7(94)	c#	i		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
123	121	0	0	3/4	1	1	V(6)/V	c#	i		V(6)/V		V			6	V			M	1	1	2, 6, 5		2	2
123	121	1/2	1/2	3/4	1	1	V7(9)/V	c#	i		V7(9)/V		V		7	9	V			Mm7	1	1	2, 6, 3, 0	4	2	2
124	122	0	0	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
124	122	1/2	1/2	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
125	123	0	0	3/4	1	1	V65/V	c#	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
125	123	1/4	1/4	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
125	123	1/2	1/2	3/4	1	1	V/V	c#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
126	124	0	0	3/4	1	1	V6	c#	i		V6		V		6					M	1	1	5, 2, 1		1	5
126	124	1/4	1/4	3/4	1	1	V}	c#	i		V		V						}	M	1	1	1, 5, 2		1	1
127	125	0	0	3/4	1	1	V(64){	c#	i		V(64)		V			64			{	M	1	1	1, 0, -3		1	1
128	126	0	0	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
128	126	1/4	1/4	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
128	126	5/8	5/8	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
129	127	0	0	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
129	127	1/4	1/4	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
129	127	1/2	1/2	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
129	127	5/8	5/8	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
130	128	0	0	3/4	1	1	ii%2/V	c#	i		ii%2/V		ii	%	2		V			%7	1	1	1, 3, 0, -3		3	1
130	128	1/4	1/4	3/4	1	1	V/V	c#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
130	128	1/2	1/2	3/4	1	1	V7(6)/V	c#	i		V7(6)/V		V		7	6	V			Mm7	1	1	2, 6, 5, 0		2	2
131	129	0	0	3/4	1	1	V}	c#	i		V		V						}	M	1	1	1, 5, 2		1	1
131	129	1/4	1/4	3/4	1	1	v{	c#	i		v		v						{	m	1	1	1, -2, 2		1	1
132	130	0	0	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
132	130	1/4	1/4	3/4	1	1	V(4#2)	c#	i		V(4#2)		V			4#2				M	1	1	1, 3, 0, 2		1	1
132	130	1/2	1/2	3/4	1	1	V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
133	131	0	0	3/4	1	1	V[V(64)	c#	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
134	132	0	0	3/4	1	1	viio7/V	c#	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
134	132	1/4	1/4	3/4	1	1	V/V	c#	i	V	V/V		V				V			M	1	1	2, 6, 3		2	2
134	132	5/8	5/8	3/4	1	1	viio6/V	c#	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
135	133	0	0	3/4	1	1	V}	c#	i	V	V		V						}	M	1	1	1, 5, 2		1	1
136	134	0	0	3/4	1	1	V7(9){	c#	i	V	V7(9)		V		7	9			{	Mm7	1	1	1, 5, 2, -1	-4	1	1
136	134	1/4	1/4	3/4	1	1	V7	c#	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
136	134	1/2	1/2	3/4	1	1	ii%43	c#	i	V	ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
137	135	0	0	3/4	1	1	V7	c#	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
138	136	1/2	1/2	3/4	1	1	ii%43	c#	i	V	ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
139	137	0	0	3/4	1	1	V7	c#	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
140	138	1/2	1/2	3/4	1	1	V(64)	c#	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
141	139	1/2	1/2	3/4	1	1	VI64	c#	i	V	VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
142	140	1/4	1/4	3/4	1	1	VI64(11)	c#	i	V	VI64(11)		VI		64	11				M	1	1	-3, -4, 0	2	-4	-3
142	140	1/2	1/2	3/4	1	1	VI64	c#	i	V	VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
143	141	0	0	3/4	1	1	V(94)	c#	i	V	V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
143	141	1/4	1/4	3/4	1	1	V	c#	i	V	V		V							M	1	1	1, 5, 2		1	1
144	142	1/4	1/4	3/4	1	1	V(13)	c#	i	V	V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
144	142	5/8	5/8	3/4	1	1	V]	c#	i	V	V		V							M	1	1	1, 5, 2		1	1
145	143	0	0	3/4	1	1	viio64(2)/bII	c#	i		viio64(2)/bII		vii	o	64	2	bII			o	1	1	-6, -5, -3		0	-6
145	143	1/4	1/4	3/4	1	1	viio64/bII	c#	i		viio64/bII		vii	o	64		bII			o	1	1	-6, 0, -3		0	-6
146	144	1/4	1/4	3/4	1	1	V2/bII	c#	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
148	146	1/4	1/4	3/4	1	1	viio64(11)/bII	c#	i		viio64(11)/bII		vii	o	64	11	bII			o	1	1	-6, 0, -3	-1	0	-6
148	146	5/8	5/8	3/4	1	1	viio64/bII	c#	i		viio64/bII		vii	o	64		bII			o	1	1	-6, 0, -3		0	-6
149	147	0	0	3/4	1	1	iv7	c#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
149	147	1/4	1/4	3/4	1	1	#viio43	c#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
150	148	0	0	3/4	1	1	VI64	c#	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
151	149	0	0	3/4	1	1	#viio65	c#	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
152	150	0	0	3/4	1	1	#viio43	c#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
153	151	0	0	3/4	1	1	#viio7	c#	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
154	152	0	0	3/4	1	1	iio6	c#	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
155	153	0	0	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
155	153	1/4	1/4	3/4	1	1	#viio65	c#	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
156	154	1/4	1/4	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
156	154	5/8	5/8	3/4	1	1	iio6	c#	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
157	155	0	0	3/4	1	1	i6	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
157	155	1/2	1/2	3/4	1	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
157	155	5/8	5/8	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
158	156	0	0	3/4	1	1	#viio6	c#	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
158	156	1/2	1/2	3/4	1	1	VI6	c#	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
159	157	0	0	3/4	1	1	i}	c#	i		i		i						}	m	1	1	0, -3, 1		0	0
159	157	1/4	1/4	3/4	1	1	i64{	c#	i		i64		i		64				{	m	1	1	1, 0, -3		0	1
160	158	0	0	3/4	1	1	.Ger6/VII	c#	i		Ger6/VII	Ger	vii	o	65	b3	V/VII			Ger	1	1	-6, -2, -5, 4		4	-6
160	158	1/4	1/4	3/4	1	1	V(64)/VII	c#	i		V(64)/VII		V			64	VII			M	1	1	-1, -2, 2		-1	-1
160	158	1/2	1/2	3/4	1	1	V7/VII	c#	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
161	159	0	0	3/4	1	1	VII	c#	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
