mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	10.0	0	0	3/4	2	1	c#.i{	c#	i		i		i						{	m	1	1	0, -3, 1		0	0
4	4	10	1.0	1/4	1/4	3/4	2	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
4	4	11	1.0	1/2	1/2	3/4	2	1	bII6	c#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
5	5	12	1.0	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
5	5	13	1.0	1/4	1/4	3/4	2	1	i7	c#	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
5	5	14	1.0	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
6	6	15	2.0	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
6	6	17	1.0	1/2	1/2	3/4	2	1	bII6	c#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
7	7	18	2.0	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
7	7	20	1.0	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	21	3.0	0	0	3/4	2	1	i}	c#	i		i		i						}	m	1	1	0, -3, 1		0	0
9	9	24	1.0	0	0	3/4	2	1	III{	c#	i		III		III						{	M	1	1	-3, 1, -2		-3	-3
9	9	25	1.0	1/4	1/4	3/4	2	1	IIIM7	c#	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
9	9	26	1.0	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
10	10	27	2.0	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
10	10	29	1.0	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3
11	11	30	2.0	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
11	11	32	1.0	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
12	12	33	2.0	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
12	12	35	1.0	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3
13	13	36	1.0	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
13	13	37	1.0	1/4	1/4	3/4	2	1	IIIM7	c#	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
13	13	38	1.0	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
14	14	39	2.0	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	-3, 1, -2		-3	-3
14	14	41	1.0	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3
15	15	42	6.0	0	0	3/4	2	1	III}	c#	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
17	17	48	3.0	0	0	3/4	2	1	V65{	c#	i		V65		V		65				{	Mm7	1	1	5, 2, -1, 1		1	5
18	18	51	3.0	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	0, 4, 1		0	0
19	19	54	3.0	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	57	3.0	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	0, 4, 1		0	0
21	21	60	3.0	0	0	3/4	2	1	V65/#vi	c#	i		V65/#vi		V		65		#vi			Mm7	1	1	8, 5, 2, 4		4	8
22	22	63	2.0	0	0	3/4	2	1	#vi	c#	i		#vi		#vi							m	1	1	3, 0, 4		3	3
22	22	65	1.0	1/2	1/2	3/4	2	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
23	23	66	3.0	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	24	69	1.0	0	0	3/4	2	1	I(9)}	c#	i		I(9)		I			9			}	M	1	1	0, 4, 1	2	0	0
24	24	70	2.0	1/4	1/4	3/4	2	1	I|PAC	c#	i		I		I					PAC		M	1	1	0, 4, 1		0	0
25	25	72	3.0	0	0	3/4	2	1	V65{	c#	i		V65		V		65				{	Mm7	1	1	5, 2, -1, 1		1	5
26	26	75	3.0	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	0, 4, 1		0	0
27	27	78	3.0	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	81	3.0	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	0, 4, 1		0	0
29	29	84	3.0	0	0	3/4	2	1	V65/#vi	c#	i		V65/#vi		V		65		#vi			Mm7	1	1	8, 5, 2, 4		4	8
30	30	87	2.0	0	0	3/4	2	1	#vi	c#	i		#vi		#vi							m	1	1	3, 0, 4		3	3
30	30	89	1.0	1/2	1/2	3/4	2	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
31	31	90	3.0	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	32	93	1.0	0	0	3/4	2	1	I(9)}	c#	i		I(9)		I			9			}	M	1	1	0, 4, 1	2	0	0
32	32	94	2.0	1/4	1/4	3/4	2	1	I|PAC	c#	i		I		I					PAC		M	1	1	0, 4, 1		0	0
33	33	96	6.0	0	0	3/4	2	1	IV.V7{	c#	IV		V7		V		7				{	Mm7	1	0	1, 5, 2, -1		1	1
35	35	102	0.75	0	0	3/4	2	1	I(4)	c#	IV		I(4)		I			4				M	1	0	0, -1, 1		0	0
35	35	411/4	1.25	3/16	3/16	3/4	2	1	I(#4)	c#	IV		I(#4)		I			#4				M	1	0	0, 4, 6		0	0
35	35	104	1.0	1/2	1/2	3/4	2	1	I	c#	IV		I		I							M	1	0	0, 4, 1		0	0
36	36	105	0.75	0	0	3/4	2	1	I(#7)	c#	IV		I(#7)		I			#7				M	1	0	0, 4, 1	12	0	0
36	36	423/4	1.25	3/16	3/16	3/4	2	1	I	c#	IV		I		I							M	1	0	0, 4, 1		0	0
36	36	107	1.0	1/2	1/2	3/4	2	1	v6	c#	IV		v6		v		6					m	1	0	-2, 2, 1		1	-2
37	37	108	1.0	0	0	3/4	2	1	V7(4)/ii	c#	IV		V7(4)/ii		V		7	4	ii			Mm7	1	0	3, 2, 4, 1		3	3
37	37	109	3.0	1/4	1/4	3/4	2	1	V7/ii	c#	IV		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
38	38	112	1.5	1/4	1/4	3/4	2	1	V7(9)/ii	c#	IV		V7(9)/ii		V		7	9	ii			Mm7	1	0	3, 7, 4, 1	-2	3	3
38	38	227/2	0.5	5/8	5/8	3/4	2	1	V7/ii	c#	IV		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
39	39	114	2.0	0	0	3/4	2	1	ii(#4)	c#	IV		ii(#4)		ii			#4				m	1	0	2, -1, 8		2	2
39	39	116	1.0	1/2	1/2	3/4	2	1	ii	c#	IV		ii		ii							m	1	0	2, -1, 3		2	2
40	40	117	0.75	0	0	3/4	2	1	ii(#7)	c#	IV		ii(#7)		ii			#7				m	1	0	2, -1, 3	7	2	2
40	40	471/4	1.25	3/16	3/16	3/4	2	1	ii	c#	IV		ii		ii							m	1	0	2, -1, 3		2	2
40	40	119	1.0	1/2	1/2	3/4	2	1	ii7	c#	IV		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
41	41	120	0.5	0	0	3/4	2	1	V(9)	c#	IV		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
41	41	241/2	0.5	1/8	1/8	3/4	2	1	V	c#	IV		V		V							M	1	0	1, 5, 2		1	1
41	41	121	7.0	1/4	1/4	3/4	2	1	V7	c#	IV		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
43	43	128	1.0	1/2	1/2	3/4	2	1	V7(6)	c#	IV		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
44	44	129	0.5	0	0	3/4	2	1	I6(2)	c#	IV		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
44	44	259/2	2.5	1/8	1/8	3/4	2	1	I6	c#	IV		I6		I		6					M	1	0	4, 1, 0		0	4
45	45	132	12.0	0	0	3/4	2	1	V7}	c#	IV		V7		V		7				}	Mm7	1	0	1, 5, 2, -1		1	1
49	49	144	3.0	0	0	3/4	2	1	i.IV{	c#	i		IV		IV						{	M	1	1	-1, 3, 0		-1	-1
50	50	147	0.5	0	0	3/4	2	1	I6(#6)	c#	i		I6(#6)		I		6	#6				M	1	1	4, 1, 0	3	0	4
50	50	295/2	2.5	1/8	1/8	3/4	2	1	I6	c#	i		I6		I		6					M	1	1	4, 1, 0		0	4
51	51	150	3.0	0	0	3/4	2	1	V43	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
52	52	153	0.5	0	0	3/4	2	1	I(4)	c#	i		I(4)		I			4				M	1	1	0, -1, 1		0	0
52	52	307/2	2.5	1/8	1/8	3/4	2	1	I	c#	i		I		I							M	1	1	0, 4, 1		0	0
53	53	156	3.0	0	0	3/4	2	1	ii%65	c#	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
54	54	159	0.75	0	0	3/4	2	1	V(4)	c#	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
