mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	26	77	1.0	1/2	1/2	3/4	2	1		I(64)/V	Bb	I		I(64)/V		I			64	V			M	0	0	1, 0, 4		1	1
28	27	78	3.0	0	0	3/4	2	1		I/V	Bb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
29	28	81	1.0	0	0	3/4	2	1		I(964)/V	Bb	I		I(964)/V		I			964	V			M	0	0	1, 0, 4	3	1	1
29	28	82	2.0	1/4	1/4	3/4	2	1		I(64)/V	Bb	I		I(64)/V		I			64	V			M	0	0	1, 0, 4		1	1
30	29	84	3.0	0	0	3/4	2	1		I/V	Bb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
31	30	87	2.0	0	0	3/4	2	1		I(964)/V	Bb	I		I(964)/V		I			964	V			M	0	0	1, 0, 4	3	1	1
31	30	89	1.0	1/2	1/2	3/4	2	1		I(64)/V	Bb	I		I(64)/V		I			64	V			M	0	0	1, 0, 4		1	1
32	31	90	3.0	0	0	3/4	2	1		I/V	Bb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
33	32	93	1.0	0	0	3/4	2	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
33	32	94	1.0	1/4	1/4	3/4	2	1		I/V|PAC}	Bb	I		I/V		I				V	PAC	}	M	0	0	1, 5, 2		1	1
33	32	95	1.0	1/2	1/2	3/4	2	1		V(b2)	Bb	I		V(b2)		V			b2				M	0	0	-4, 5, 2		1	-4
34	33	96	3.0	0	0	3/4	2	1		V7{	Bb	I		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
35	34	99	3.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
36	35	102	3.0	0	0	3/4	2	1		IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	36	105	3.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
38	37	108	1.0	0	0	3/4	2	1		V7(9)	Bb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
38	37	109	2.0	1/4	1/4	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	38	111	1.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
39	38	112	2.0	1/4	1/4	3/4	2	1		I(#11)	Bb	I		I(#11)		I			#11				M	0	0	0, 4, 1	6	0	0
40	39	114	2.0	0	0	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	116	1.0	1/2	1/2	3/4	2	1		V7(9)	Bb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
41	40	117	4.0	0	0	3/4	2	1		I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
42	41	121	2.0	1/4	1/4	3/4	2	1		V7	Bb	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	42	123	1.0	0	0	3/4	2	1		I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
43	42	124	2.0	1/4	1/4	3/4	2	1		I(#11)]	Bb	I	I	I(#11)		I			#11				M	0	0	0, 4, 1	6	0	0
44	43	126	3.0	0	0	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	44	129	1.0	0	0	3/4	2	1		I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
45	44	130	2.0	1/4	1/4	3/4	2	1		I|PAC	Bb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
46	44	131	0.0	0	1/2	3/4	2	1		{	Bb	I										{		0	0				
47	45	132	1.0	0	0	3/4	2	1		bVIM7	Bb	I		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4
47	45	133	1.0	1/4	1/4	3/4	2	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
47	45	134	2.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
48	46	136	1.0	1/4	1/4	3/4	2	1		bVI(#4)	Bb	I		bVI(#4)		bVI			#4				M	0	0	-4, 0, 9		-4	-4
48	46	137	1.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
49	47	138	1.0	0	0	3/4	2	1		bVIM7	Bb	I		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4
49	47	139	1.0	1/4	1/4	3/4	2	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
49	47	140	2.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
50	48	142	2.0	1/4	1/4	3/4	2	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
51	49	144	1.0	0	0	3/4	2	1		bVIM7	Bb	I		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4
51	49	145	1.0	1/4	1/4	3/4	2	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
51	49	146	2.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
52	50	148	1.0	1/4	1/4	3/4	2	1		bVI(#4)	Bb	I		bVI(#4)		bVI			#4				M	0	0	-4, 0, 9		-4	-4
52	50	149	1.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
53	51	150	1.0	0	0	3/4	2	1		bVIM7	Bb	I		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4
53	51	151	1.0	1/4	1/4	3/4	2	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
53	51	152	1.0	1/2	1/2	3/4	2	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
54	52	153	1.0	0	0	3/4	2	1		V(b64)}	Bb	I		V(b64)		V			b64			}	M	0	0	1, 0, -3		1	1
54	52	154	2.0	1/4	1/4	3/4	2	1		V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
55	53	156	3.0	0	0	3/4	2	1		V7{	Bb	I		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
56	54	159	3.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
57	55	162	3.0	0	0	3/4	2	1		IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
58	56	165	3.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
59	57	168	1.0	0	0	3/4	2	1		V7(9)	Bb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
59	57	169	2.0	1/4	1/4	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	58	171	1.0	0	0	3/4	2	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
60	58	172	2.0	1/4	1/4	3/4	2	1		I(#11)	Bb	I		I(#11)		I			#11				M	0	0	0, 4, 1	6	0	0
61	59	174	2.0	0	0	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	59	176	1.0	1/2	1/2	3/4	2	1		V7(9)	Bb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
62	60	177	4.0	0	0	3/4	2	1		I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
63	61	181	2.0	1/4	1/4	3/4	2	1		V7	Bb	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	62	183	1.0	0	0	3/4	2	1		I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
64	62	184	2.0	1/4	1/4	3/4	2	1		I(#11)]	Bb	I	I	I(#11)		I			#11				M	0	0	0, 4, 1	6	0	0
65	63	186	3.0	0	0	3/4	2	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	64			0	0	3/4	2	1	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
66	64			1/4	1/4	3/4	2	1	1	I|PAC	Bb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
67	64	189	1.0	0	0	3/4	2	1	2	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
67	64	190	2.0	1/4	1/4	3/4	2	1	2	I|PAC	Bb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
