mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1		.C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
1	1	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	2	1/4	1/4	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/2	1/2	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1/4	1/4	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	3/4	2	1		V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
5	5	0	0	3/4	2	1		IV6{	C	I		IV6	IV		6				{	M	0	0	3, 0, -1		-1	3
6	6	0	0	3/4	2	1		viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	3/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	1/4	1/4	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	0	0	3/4	2	1		V7/vi	C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
8	8	1/2	1/2	3/4	2	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
9	9	1/4	1/4	3/4	2	1		IV6(11)	C	I		IV6(11)	IV		6	11				M	0	0	3, 0, -1	5	-1	3
9	9	1/2	1/2	3/4	2	1		IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
10	10	0	0	3/4	2	1		viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
10	10	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	3/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
11	11	1/4	1/4	3/4	2	1		ii6(11)	C	I		ii6(11)	ii		6	11				m	0	0	-1, 3, 2	1	2	-1
11	11	1/2	1/2	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	0	0	3/4	2	1		V7/vi	C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
12	12	1/2	1/2	3/4	2	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
13	13	0	0	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	3/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
14	14	0	0	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
14	14	1/2	1/2	3/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	5/8	5/8	3/4	2	1		V7(6)	C	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
16	16	0	0	3/4	2	1		I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
17	17	0	0	3/4	2	1		V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
17	17	1/2	1/2	3/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	0	0	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
