mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1		.B.I(94){	B	I		I(94)	I			94			{	M	0	0	0, -1, 1	2	0	0
1	1	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
2	2	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
3	3	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
4	4	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	3/4	2	1		IV	B	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	1/2	1/2	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/4	1/4	3/4	2	1		V7/V	B	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	0	0	3/4	2	1		V7	B	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	3/4	2	1		I(94)}{	B	I		I(94)	I			94			}{	M	0	0	0, -1, 1	2	0	0
9	9	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
10	10	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
11	11	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
12	12	0	0	3/4	2	1		I(94)	B	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
12	12	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
14	14	0	0	3/4	2	1		IV	B	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	1/2	1/2	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
15	15	1/4	1/4	3/4	2	1		V(64)/bIV	B	I		V(64)/bIV	V			64	bIV			M	0	0	-7, -8, -4		-7	-7
16	16	0	0	3/4	2	1		V7/bIV	B	I		V7/bIV	V		7		bIV			Mm7	0	0	-7, -3, -6, -9		-7	-7
17	17	0	0	3/4	2	1		.bIV	B	I		bIV	bIV							M	0	0	-8, -4, -7		-8	-8
18	18	0	0	3/4	2	1		V7/bIV	B	I		V7/bIV	V		7		bIV			Mm7	0	0	-7, -3, -6, -9		-7	-7
19	19	0	0	3/4	2	1		.bIV	B	I		bIV	bIV							M	0	0	-8, -4, -7		-8	-8
20	20	0	0	3/4	2	1		V7	B	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	3/4	2	1		I(94)}{	B	I		I(94)	I			94			}{	M	0	0	0, -1, 1	2	0	0
21	21	1/8	1/8	3/4	2	1		I	B	I		I	I							M	0	0	0, 4, 1		0	0
