mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/4	1/4	3/4	1	1	.a.ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
1	1	1/2	1/2	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
2	2	0	0	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
2	2	1/4	1/4	3/4	1	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
2	2	1/2	1/2	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	0	0	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
3	3	1/4	1/4	3/4	1	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
3	3	1/2	1/2	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
4	4	0	0	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	4	1/4	1/4	3/4	1	1	VI6}	a	i		VI6		VI		6				}	M	1	1	0, -3, -4		-4	0
5	5	0	0	3/4	1	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
5	5	1/4	1/4	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
6	6	0	0	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
7	7	0	0	3/4	1	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
7	7	1/4	1/4	3/4	1	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	0	0	3/4	1	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
9	9	0	0	3/4	1	1	V7/ii	a	i		V7/ii		V		7		ii			Mm7	1	1	3, 7, 4, 1		3	3
9	9	1/4	1/4	3/4	1	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
10	10	0	0	3/4	1	1	V7/bII	a	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
10	10	1/4	1/4	3/4	1	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	0	0	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	0	0	3/4	1	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	1, 0, -3, -1		1	1
12	12	1/4	1/4	3/4	1	1	V7}	a	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
13	13	0	0	3/4	1	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
13	13	1/4	1/4	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
13	13	1/2	1/2	3/4	1	1	iv64(9)	a	i		iv64(9)		iv		64	9				m	1	1	0, -1, -4	1	-1	0
13	13	5/8	5/8	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
14	14	0	0	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
15	15	0	0	3/4	1	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
15	15	1/4	1/4	3/4	1	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	16	0	0	3/4	1	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
17	17	0	0	3/4	1	1	V7/ii	a	i		V7/ii		V		7		ii			Mm7	1	1	3, 7, 4, 1		3	3
17	17	1/4	1/4	3/4	1	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
18	18	0	0	3/4	1	1	V7/bII	a	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
18	18	1/4	1/4	3/4	1	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	0	0	3/4	1	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
19	19	3/16	3/16	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
19	19	1/4	1/4	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	0	0	3/4	1	1	i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
21	21	0	0	3/4	1	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
21	21	1/4	1/4	3/4	1	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
22	22	0	0	3/4	1	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
23	23	0	0	3/4	1	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
23	23	1/4	1/4	3/4	1	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	0	0	3/4	1	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
25	25	0	0	3/4	1	1	V7/ii	a	i		V7/ii		V		7		ii			Mm7	1	1	3, 7, 4, 1		3	3
25	25	1/4	1/4	3/4	1	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
26	26	0	0	3/4	1	1	V7/bII	a	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
26	26	1/4	1/4	3/4	1	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
27	27	0	0	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	0	0	3/4	1	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	1, 0, -3, -1		1	1
28	28	1/4	1/4	3/4	1	1	V7}	a	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
29	29	0	0	3/4	1	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
