mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.5	0	5/8	3/4	2	1		G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
3	2	7/2	7/2	1.0	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	9/2	9/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
4	3	13/2	13/2	1.0	0	0	3/4	2	1		V(9)	G	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
4	3	15/2	15/2	2.0	1/4	1/4	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	19/2	19/2	1.0	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
5	4	21/2	21/2	1.0	1/4	1/4	3/4	2	1		I(6#4#2)	G	I		I(6#4#2)	I			6#4#2				M	0	0	0, 9, 6, 3		0	0
5	4	23/2	23/2	4.0	1/2	1/2	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
7	6	31/2	31/2	1.0	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	33/2	33/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	37/2	37/2	1.0	0	0	3/4	2	1		V(9)	G	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
8	7	39/2	39/2	2.0	1/4	1/4	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	43/2	43/2	2.5	0	0	3/4	2	1		I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	8	24	24	3.5	0	5/8	3/4	2	1		vi.V{	G	vi		V	V						{	M	0	1	1, 5, 2		1	1
12	10	55/2	55/2	1.0	0	0	3/4	2	1		viio2/V	G	vi		viio2/V	vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
12	10	57/2	57/2	2.0	1/4	1/4	3/4	2	1		V64	G	vi		V64	V		64					M	0	1	2, 1, 5		1	2
13	11	61/2	61/2	3.0	0	0	3/4	2	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
14	12	67/2	67/2	1.0	0	0	3/4	2	1		viio2/V	G	vi		viio2/V	vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
14	12	69/2	69/2	2.0	1/4	1/4	3/4	2	1		V64	G	vi		V64	V		64					M	0	1	2, 1, 5		1	2
15	13	73/2	73/2	3.0	0	0	3/4	2	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
16	14	79/2	79/2	1.0	0	0	3/4	2	1		viio2/V	G	vi		viio2/V	vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
16	14	81/2	81/2	2.0	1/4	1/4	3/4	2	1		V64	G	vi		V64	V		64					M	0	1	2, 1, 5		1	2
17	15	85/2	85/2	3.0	0	0	3/4	2	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
18	16	91/2	91/2	1.0	0	0	3/4	2	1		viio2/V	G	vi		viio2/V	vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
18	16	93/2	93/2	2.0	1/4	1/4	3/4	2	1		V64|HC}	G	vi		V64	V		64			HC	}	M	0	1	2, 1, 5		1	2
19	17	97/2	97/2	3.0	0	0	3/4	2	1		I.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
20	18	103/2	103/2	1.0	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	18	105/2	105/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	19	109/2	109/2	1.0	0	0	3/4	2	1		V(9)	G	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
21	19	111/2	111/2	2.0	1/4	1/4	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	20	115/2	115/2	1.0	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
22	20	117/2	117/2	1.0	1/4	1/4	3/4	2	1		I(6#4#2)	G	I		I(6#4#2)	I			6#4#2				M	0	0	0, 9, 6, 3		0	0
22	20	119/2	119/2	4.0	1/2	1/2	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
24	22	127/2	127/2	1.0	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	22	129/2	129/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
25	23	133/2	133/2	1.0	0	0	3/4	2	1		V(9)	G	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
25	23	135/2	135/2	2.0	1/4	1/4	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	24	139/2	139/2	2.5	0	0	3/4	2	1		I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
27	24	72	72	3.5	0	5/8	3/4	2	1		IV.I{	G	IV		I	I						{	M	0	0	0, 4, 1		0	0
29	26	151/2	151/2	1.0	0	0	3/4	2	1		IV6	G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	26	153/2	153/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	27	157/2	157/2	2.0	0	0	3/4	2	1		V7(9)	G	IV		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
30	27	161/2	161/2	1.0	1/2	1/2	3/4	2	1		V7	G	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	28	163/2	163/2	6.0	0	0	3/4	2	1		I	G	IV		I	I							M	0	0	0, 4, 1		0	0
33	30	175/2	175/2	1.0	0	0	3/4	2	1		IV6	G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
33	30	177/2	177/2	2.0	1/4	1/4	3/4	2	1		V(64)	G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
34	31	181/2	181/2	2.0	0	0	3/4	2	1		V7(9)	G	IV		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
34	31	185/2	185/2	1.0	1/2	1/2	3/4	2	1		V7	G	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	32		187/2		0	0	3/4	2	1	1	I|PAC}	G	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
36	32	187/2	193/2	2.5	0	0	3/4	2	1	2	I|PAC}	G	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
