mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1		C.I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1		IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	3	3	2.0	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
2	2	5	5	1.0	1/2	1/2	3/4	2	1		V	C	I	I	V	V							M	0	0	1, 5, 2		1	1
3	3	6	6	2.0	0	0	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	8	8	1.0	1/2	1/2	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	9	9	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	10	10	0.0	1/4	1/4	3/4	2	1		}	C	I									}		0	0				
4	4	11	11	0.0	1/2	1/2	3/4	2	1		{	C	I									{		0	0				
5	5	12	12	1.0	0	0	3/4	2	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
5	5	13	13	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	15	15	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	18	18	2.0	0	0	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
7	7	20	20	1.0	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	21	2.0	0	0	3/4	2	1		I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
8	8	23	23	1.0	1/2	1/2	3/4	2	1		I|IAC}	C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
9	9	24	24	1.0	0	0	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
9	9	25	25	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	27	27	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	30	30	3.0	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	33	33	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
12	12	34	34	0.0	1/4	1/4	3/4	2	1		|PAC}	C	I								PAC	}		0	0				
12	12	35	35	0.0	1/2	1/2	3/4	2	1		{	C	I									{		0	0				
13	13	36	36	1.0	0	0	3/4	2	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
13	13	37	37	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	39	39	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	42	42	2.0	0	0	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
15	15	44	44	1.0	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	45	45	2.0	0	0	3/4	2	1		I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
16	16	47	47	1.0	1/2	1/2	3/4	2	1		I|IAC}	C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
17	17	48	48	1.0	0	0	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
17	17	49	49	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	51	51	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	54	54	3.0	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	57	57	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
20	20	58	58	0.0	1/4	1/4	3/4	2	1		|PAC}	C	I								PAC	}		0	0				
20	20	59	59	0.0	1/2	1/2	3/4	2	1		{	C	I									{		0	0				
21	21	60	60	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
21	21	61	61	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
22	22	63	63	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
22	22	64	64	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
23	23	66	66	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	67	67	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
24	24	69	69	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	24	70	70	1.0	1/4	1/4	3/4	2	1		V|HC}	C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
24	24	71	71	1.0	1/2	1/2	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
25	25	72	72	0.5	0	0	3/4	2	1		viio43(4)	C	I		viio43(4)	vii	o	43	4				o7	0	0	-1, -4, 5, 4		5	-1
25	25	145/2	145/2	0.5	1/8	1/8	3/4	2	1		viio43	C	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
25	25	73	73	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	75	75	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	78	78	2.0	0	0	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
27	27	80	80	1.0	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	81	81	2.0	0	0	3/4	2	1		I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
28	28	83	83	1.0	1/2	1/2	3/4	2	1		I|IAC}	C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
29	29	84	84	1.0	0	0	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
29	29	85	85	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	87	87	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	90	90	3.0	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32		93		0	0	3/4	2	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
32	32		94	0.0	1/4	1/4	3/4	2	1	1	|PAC}	C	I								PAC	}		0	0				
32	32		95	0.0	1/2	1/2	3/4	2	1	1	{	C	I									{		0	0				
33	32	93	96	3.0	0	0	3/4	2	1	2	I	C	I		I	I							M	0	0	0, 4, 1		0	0
33	32	94	97	0.0	1/4	1/4	3/4	2	1	2	|PAC}	C	I								PAC	}		0	0				
33	32	191/2	197/2	0.0	5/8	5/8	3/4	2	1	2	{	C	I									{		0	0				
34	33	96	99	3.0	0	0	3/4	2	1		IV.V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	34	99	102	3.0	0	0	3/4	2	1		I	C	IV		I	I							M	0	0	0, 4, 1		0	0
36	35	102	105	1.0	0	0	3/4	2	1		V	C	IV		V	V							M	0	0	1, 5, 2		1	1
36	35	103	106	2.0	1/4	1/4	3/4	2	1		V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	36	105	108	1.0	0	0	3/4	2	1		I(6^#2)	C	IV		I(6^#2)	I			6^#2				M	0	0	0, 9, 3		0	0
37	36	106	109	2.0	1/4	1/4	3/4	2	1		I|PAC}	C	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
37	36	107	110	0.0	1/2	1/2	3/4	2	1		{	C	IV									{		0	0				
38	37	108	111	3.0	0	0	3/4	2	1		V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	38	111	114	2.0	0	0	3/4	2	1		I	C	IV		I	I							M	0	0	0, 4, 1		0	0
39	38	113	116	1.0	1/2	1/2	3/4	2	1		ii6/V	C	IV		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
40	39	114	117	1.0	0	0	3/4	2	1		V7(4)/V	C	IV		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
40	39	115	118	2.0	1/4	1/4	3/4	2	1		V7/V	C	IV		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
41	40	117	120	1.0	0	0	3/4	2	1		V7(6)	C	IV		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
41	40	118	121	2.0	1/4	1/4	3/4	2	1		V7|HC	C	IV		V7	V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
41	40	119	122	0.0	1/2	1/2	3/4	2	1		}	C	IV									}		0	0				
42	41	120	123	3.0	0	0	3/4	2	1		V7{	C	IV		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
43	42	123	126	3.0	0	0	3/4	2	1		I	C	IV		I	I							M	0	0	0, 4, 1		0	0
44	43	126	129	1.0	0	0	3/4	2	1		V	C	IV		V	V							M	0	0	1, 5, 2		1	1
44	43	127	130	2.0	1/4	1/4	3/4	2	1		V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	44	129	132	1.0	0	0	3/4	2	1		I(6)	C	IV		I(6)	I			6				M	0	0	0, 4, 3		0	0
45	44	130	133	2.0	1/4	1/4	3/4	2	1		I|PAC}	C	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
45	44	131	134	0.0	1/2	1/2	3/4	2	1		{	C	IV									{		0	0				
46	45	132	135	3.0	0	0	3/4	2	1		V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	46	135	138	1.0	0	0	3/4	2	1		I	C	IV		I	I							M	0	0	0, 4, 1		0	0
47	46	136	139	1.5	1/4	1/4	3/4	2	1		ii6(9)	C	IV		ii6(9)	ii		6	9				m	0	0	-1, 3, 2	4	2	-1
47	46	275/2	281/2	0.5	5/8	5/8	3/4	2	1		ii6	C	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
48	47	138	141	3.0	0	0	3/4	2	1		V7	C	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	48	141	144	3.0	0	0	3/4	2	1		I|PAC	C	IV		I	I					PAC		M	0	0	0, 4, 1		0	0
49	48	142	145	0.0	1/4	1/4	3/4	2	1		}	C	IV									}		0	0				
50	49	144	147	2.0	0	0	3/4	2	1		I.I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
50	49	146	149	1.0	1/2	1/2	3/4	2	1		IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
51	50	147	150	2.0	0	0	3/4	2	1		I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
51	50	149	152	1.0	1/2	1/2	3/4	2	1		V	C	I	I	V	V							M	0	0	1, 5, 2		1	1
52	51	150	153	2.0	0	0	3/4	2	1		I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
52	51	152	155	1.0	1/2	1/2	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
53	52	153	156	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
53	52	154	157	0.0	1/4	1/4	3/4	2	1		}	C	I									}		0	0				
53	52	155	158	0.0	1/2	1/2	3/4	2	1		{	C	I									{		0	0				
54	53	156	159	1.0	0	0	3/4	2	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
54	53	157	160	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
55	54	159	162	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
56	55	162	165	2.0	0	0	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
56	55	164	167	1.0	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	56	165	168	2.0	0	0	3/4	2	1		I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
57	56	167	170	1.0	1/2	1/2	3/4	2	1		I|IAC}	C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
58	57	168	171	1.0	0	0	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
58	57	169	172	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	58	171	174	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
60	59	174	177	3.0	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	60	177	180	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
61	60	178	181	0.0	1/4	1/4	3/4	2	1		|PAC}	C	I								PAC	}		0	0				
61	60	179	182	0.0	1/2	1/2	3/4	2	1		{	C	I									{		0	0				
62	61	180	183	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
62	61	181	184	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
63	62	183	186	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
63	62	184	187	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
64	63	186	189	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
64	63	187	190	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
65	64	189	192	1.0	0	0	3/4	2	1		V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
65	64	190	193	1.0	1/4	1/4	3/4	2	1		V|HC}	C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
65	64	191	194	1.0	1/2	1/2	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
66	65	192	195	0.5	0	0	3/4	2	1		viio43(4)	C	I		viio43(4)	vii	o	43	4				o7	0	0	-1, -4, 5, 4		5	-1
66	65	385/2	391/2	0.5	1/8	1/8	3/4	2	1		viio43	C	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
66	65	193	196	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	66	195	198	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
68	67	198	201	2.0	0	0	3/4	2	1		V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
68	67	200	203	1.0	1/2	1/2	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
69	68	201	204	2.0	0	0	3/4	2	1		I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
69	68	203	206	1.0	1/2	1/2	3/4	2	1		I|IAC}	C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
70	69	204	207	1.0	0	0	3/4	2	1		V65/V{	C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
70	69	205	208	2.0	1/4	1/4	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	70	207	210	3.0	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
72	71	210	213	3.0	0	0	3/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	72	213	216	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
73	72	214	217	0.0	1/4	1/4	3/4	2	1		|PAC}	C	I								PAC	}		0	0				
