mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	4.0	0	1/2	3/4	2	1		bb.V{	bb	i		V		V						{	M	1	1	1, 5, 2		1	1
3	2	4	4	1.5	0	0	3/4	2	1		VM7	bb	i		VM7		V	M	7					MM7	1	1	1, 5, 2, 6		1	1
3	2	11/2	11/2	1.5	3/8	3/8	3/4	2	1		#v%7	bb	i		#v%7		#v	%	7					%7	1	1	8, 5, 2, 6		8	8
4	3	7	7	1.5	0	0	3/4	2	1		#vo7	bb	i		#vo7		#v	o	7					o7	1	1	8, 5, 2, -1		8	8
4	3	17/2	17/2	1.5	3/8	3/8	3/4	2	1		ii64	bb	i		ii64		ii		64					m	1	1	3, 2, -1		2	3
5	4	10	10	1.5	0	0	3/4	2	1		#vi	bb	i		#vi		#vi							m	1	1	3, 0, 4		3	3
5	4	23/2	23/2	1.5	3/8	3/8	3/4	2	1		##vio}	bb	i		##vio		##vi	o					}	o	1	1	10, 7, 4		10	10
6	5	13	13	1.5	0	0	3/4	2	1		V7(6#2){	bb	i		V7(6#2)		V		7	6#2			{	Mm7	1	1	1, 3, -3, -1		1	1
6	5	29/2	29/2	1.5	3/8	3/8	3/4	2	1		V7(6)	bb	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
7	6	16	16	0.75	0	0	3/4	2	1		i(#7)	bb	i		i(#7)		i			#7				m	1	1	0, -3, 1	5	0	0
7	6	67/4	67/4	1.25	3/16	3/16	3/4	2	1		i	bb	i		i		i							m	1	1	0, -3, 1		0	0
7	6	18	18	1.0	1/2	1/2	3/4	2	1		V7/V/III	bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
8	7	19	19	1.5	0	0	3/4	2	1		V7(6^2)/III	bb	i		V7(6^2)/III		V		7	6^2	III			Mm7	1	1	-2, 0, 1, -4		-2	-2
8	7	41/2	41/2	1.5	3/8	3/8	3/4	2	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
9	8	22	22	0.75	0	0	3/4	2	1		III(7)	bb	i		III(7)		III			7				M	1	1	-3, 1, -2	2	-3	-3
9	8	91/4	91/4	1.25	3/16	3/16	3/4	2	1		III	bb	i		III		III							M	1	1	-3, 1, -2		-3	-3
9	8	24	24	1.0	1/2	1/2	3/4	2	1		ii%7/v	bb	i		ii%7/v		ii	%	7		v			%7	1	1	3, 0, -3, 1		3	3
10	9	25	25	1.5	0	0	3/4	2	1		V7(64^2)/v	bb	i		V7(64^2)/v		V		7	64^2	v			Mm7	1	1	2, -3, 1, -2, 0		2	2
10	9	53/2	53/2	1.5	3/8	3/8	3/4	2	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
11	10	28	28	0.75	0	0	3/4	2	1		v(#7)	bb	i		v(#7)		v			#7				m	1	1	1, -2, 2	6	1	1
11	10	115/4	115/4	2.25	3/16	3/16	3/4	2	1		v	bb	i		v		v							m	1	1	1, -2, 2		1	1
12	11	31	31	0.75	0	0	3/4	2	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	127/4	127/4	1.25	3/16	3/16	3/4	2	1		V7(9)	bb	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
12	11	33	33	1.0	1/2	1/2	3/4	2	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	34	34	1.5	0	0	3/4	2	1		i[i(9)}	bb	i	i	i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
13	12	71/2	71/2	1.5	3/8	3/8	3/4	2	1		i	bb	i	i	i		i							m	1	1	0, -3, 1		0	0
14	13	37	37	1.5	0	0	3/4	2	1		V7(6){	bb	i	i	V7(6)		V		7	6			{	Mm7	1	1	1, 5, -3, -1		1	1
14	13	77/2	77/2	0.5	3/8	3/8	3/4	2	1		V7(96)	bb	i	i	V7(96)		V		7	96				Mm7	1	1	1, 5, -3, -1	-4	1	1
14	13	39	39	1.0	1/2	1/2	3/4	2	1		V7(6)	bb	i	i	V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
15	14	40	40	0.75	0	0	3/4	2	1		i(#74)	bb	i	i	i(#74)		i			#74				m	1	1	0, -1, 1	5	0	0
15	14	163/4	163/4	1.25	3/16	3/16	3/4	2	1		i]	bb	i	i	i		i							m	1	1	0, -3, 1		0	0
15	14	42	42	1.0	1/2	1/2	3/4	2	1		V7/V/III	bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
16	15	43	43	1.5	0	0	3/4	2	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
16	15	89/2	89/2	0.5	3/8	3/8	3/4	2	1		V7(b96)/III	bb	i		V7(b96)/III		V		7	b96	III			Mm7	1	1	-2, 2, 1, -4	-7	-2	-2
16	15	45	45	1.0	1/2	1/2	3/4	2	1		V7(6)/III	bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
17	16	46	46	0.75	0	0	3/4	2	1		III(74)	bb	i		III(74)		III			74				M	1	1	-3, -4, -2	2	-3	-3
17	16	187/4	187/4	1.25	3/16	3/16	3/4	2	1		III	bb	i		III		III							M	1	1	-3, 1, -2		-3	-3
17	16	48	48	1.0	1/2	1/2	3/4	2	1		.Fr7/v	bb	i		Fr7/v	Fr	V		7	b5	V/v			Fr	1	1	3, 7, -3, 1		3	3
18	17	49	49	1.5	0	0	3/4	2	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
18	17	101/2	101/2	0.5	3/8	3/8	3/4	2	1		V7(96)/v	bb	i		V7(96)/v		V		7	96	v			Mm7	1	1	2, 6, -2, 0	-3	2	2
18	17	51	51	1.0	1/2	1/2	3/4	2	1		V7(6)/v	bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
19	18	52	52	0.75	0	0	3/4	2	1		V(#74)	bb	i		V(#74)		V			#74				M	1	1	1, 0, 2	6	1	1
19	18	211/4	211/4	2.25	3/16	3/16	3/4	2	1		V	bb	i		V		V							M	1	1	1, 5, 2		1	1
20	19	55	55	0.75	0	0	3/4	2	1		V7(b3)	bb	i		V7(b3)		V		7	b3				Mm7	1	1	1, -2, 2, -1		1	1
20	19	223/4	223/4	1.25	3/16	3/16	3/4	2	1		V7(9)	bb	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
20	19	57	57	1.0	1/2	1/2	3/4	2	1		V7	bb	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	20	58	58	2.0	0	0	3/4	2	1		i}	bb	i		i		i						}	m	1	1	0, -3, 1		0	0
21	20	60	60	1.0	1/2	1/2	3/4	2	1		III.ii7	bb	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
22	21	61	61	1.0	0	0	3/4	2	1		V7(9){	bb	III		V7(9)		V		7	9			{	Mm7	1	0	1, 5, 2, -1	3	1	1
22	21	62	62	2.0	1/4	1/4	3/4	2	1		V7	bb	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	22	64	64	1.0	0	0	3/4	2	1		I(6)	bb	III		I(6)		I			6				M	1	0	0, 4, 3		0	0
23	22	65	65	2.0	1/4	1/4	3/4	2	1		I	bb	III		I		I							M	1	0	0, 4, 1		0	0
24	23	67	67	1.0	0	0	3/4	2	1		V7(9)	bb	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
24	23	68	68	2.0	1/4	1/4	3/4	2	1		V7	bb	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	24	70	70	1.75	0	0	3/4	2	1		V7(13)/IV	bb	III		V7(13)/IV		V		7	13	IV			Mm7	1	0	0, 4, 1, -2	3	0	0
25	24	287/4	287/4	0.25	7/16	7/16	3/4	2	1		V7/IV	bb	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
25	24	72	72	1.0	1/2	1/2	3/4	2	1		#viio7/ii	bb	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
26	25	73	73	2.0	0	0	3/4	2	1		ii(11)	bb	III		ii(11)		ii			11				m	1	0	2, -1, 3	1	2	2
