mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	4.0	0	1/2	3/4	2	1	c#.v{	c#	i		v		v						{	m	1	1	1, -2, 2		1	1
3	2	4	4	1.0	0	0	3/4	2	1	V/V	c#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
3	2	5	5	1.5	1/4	1/4	3/4	2	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
3	2	13/2	13/2	0.5	5/8	5/8	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	7	7	3.0	0	0	3/4	2	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	4	10	10	1.0	0	0	3/4	2	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
5	4	11	11	1.5	1/4	1/4	3/4	2	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
5	4	25/2	25/2	0.5	5/8	5/8	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	13	13	1.0	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
6	5	14	14	2.0	1/4	1/4	3/4	2	1	iio	c#	i		iio		ii	o						o	1	1	2, -1, -4		2	2
7	6	16	16	1.0	0	0	3/4	2	1	iio/v	c#	i		iio/v		ii	o			v			o	1	1	3, 0, -3		3	3
7	6	17	17	1.5	1/4	1/4	3/4	2	1	V/v	c#	i		V/v		V				v			M	1	1	2, 6, 3		2	2
7	6	37/2	37/2	0.5	5/8	5/8	3/4	2	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
8	7	19	19	3.0	0	0	3/4	2	1	V(64)/v	c#	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
9	8	22	22	1.0	0	0	3/4	2	1	ii%7/v	c#	i		ii%7/v		ii	%	7		v			%7	1	1	3, 0, -3, 1		3	3
9	8	23	23	1.5	1/4	1/4	3/4	2	1	V/v	c#	i		V/v		V				v			M	1	1	2, 6, 3		2	2
9	8	49/2	49/2	0.5	5/8	5/8	3/4	2	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
10	9	25	25	5.0	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
