mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	2	1	c#.V{		c#	i		V		V						{	M	1	1	1, 5, 2		1	1
1	1	1	1	1.0	1/4	1/4	3/4	2	1	V(#9)		c#	i		V(#9)		V			#9				M	1	1	1, 5, 2	3	1	1
1	1	2	2	2.0	1/2	1/2	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
2	2	4	4	2.0	1/4	1/4	3/4	2	1	V(4)		c#	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
3	3	6	6	1.0	0	0	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
3	3	7	7	1.0	1/4	1/4	3/4	2	1	V(#9)		c#	i		V(#9)		V			#9				M	1	1	1, 5, 2	3	1	1
3	3	8	8	5.0	1/2	1/2	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
5	5	13	13	1.0	1/4	1/4	3/4	2	1	V(#9)		c#	i		V(#9)		V			#9				M	1	1	1, 5, 2	3	1	1
5	5	14	14	2.0	1/2	1/2	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
6	6	16	16	0.5	1/4	1/4	3/4	2	1	V(4)		c#	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
6	6	33/2	33/2	0.5	3/8	3/8	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
6	6	17	17	1.0	1/2	1/2	3/4	2	1	V(4)		c#	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
7	7	18	18	1.0	0	0	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
7	7	19	19	1.0	1/4	1/4	3/4	2	1	V(#9)		c#	i		V(#9)		V			#9				M	1	1	1, 5, 2	3	1	1
7	7	20	20	4.0	1/2	1/2	3/4	2	1	V		c#	i		V		V							M	1	1	1, 5, 2		1	1
8	8	21	21	0.0	0	0	3/4	2	1	}		c#	i										}		1	1				
9	8	23	23	0.0	0	1/2	3/4	2	1	{		c#	i										{		1	1				
10	9	24	24	3.0	0	0	3/4	2	1	V65		c#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	10	27	27	3.0	0	0	3/4	2	1	i		c#	i		i		i							m	1	1	0, -3, 1		0	0
12	11	30	30	3.0	0	0	3/4	2	1	V65		c#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	33	33	3.0	0	0	3/4	2	1	i		c#	i		i		i							m	1	1	0, -3, 1		0	0
14	13	36	36	3.0	0	0	3/4	2	1	V65/V		c#	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
15	14	39	39	2.0	0	0	3/4	2	1	V7		c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	41	41	1.0	1/2	1/2	3/4	2	1	#viio65		c#	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
16	15	42	42	3.0	0	0	3/4	2	1	V7		c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	45	45	2.0	0	0	3/4	2	1	i|PAC}		c#	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
