mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
40	40	1/2	V65	e	V		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
41	41	0	I[I(9)	e	V	I	I(9)	I			9			M	1	0	0, 4, 1	2	0	0
41	41	1/4	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
41	41	1/2	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
42	42	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
43	43	1/4	ii(+4)	e	V	I	ii(+4)	ii			+4			m	1	0	2, -1, 3	1	2	2
43	43	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
44	44	1/4	ii(+4)	e	V	I	ii(+4)	ii			+4			m	1	0	2, -1, 3	1	2	2
44	44	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
45	45	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
45	45	3/8	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
46	46	0	I]	e	V	I	I	I						M	1	0	0, 4, 1		0	0
47	47	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
47	47	1/2	iii	e	V		iii	iii						m	1	0	4, 1, 5		4	4
48	48	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
48	48	1/2	iii\\	e	V		iii	iii					\\	m	1	0	4, 1, 5		4	4
49	49	0	I[I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
49	49	1/2	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
50	50	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
51	51	1/4	ii(+4)	e	V	I	ii(+4)	ii			+4			m	1	0	2, -1, 3	1	2	2
51	51	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
52	52	1/4	ii(+4)	e	V	I	ii(+4)	ii			+4			m	1	0	2, -1, 3	1	2	2
52	52	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
53	53	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
53	53	3/8	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
54	54	0	I]	e	V	I	I	I						M	1	0	0, 4, 1		0	0
55	55	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
55	55	1/2	iii	e	V		iii	iii						m	1	0	4, 1, 5		4	4
56	56	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
56	56	1/2	iii\\	e	V		iii	iii					\\	m	1	0	4, 1, 5		4	4
57	57	0	.i.V2/iv	e	i		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
57	57	1/2	V2(6)/iv	e	i		V2(6)/iv	V		2	6	iv		Mm7	1	1	-2, 0, 4, -4		0	-2
57	57	5/8	V2/iv	e	i		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
58	58	0	iv6(2)	e	i		iv6(2)	iv		6	2			m	1	1	-4, 0, 1		-1	-4
58	58	1/4	iv6	e	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
59	59	0	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
59	59	1/2	V7(6)	e	i		V7(6)	V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
59	59	5/8	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
60	60	0	i(94)	e	i		i(94)	i			94			m	1	1	0, -1, 1	2	0	0
60	60	1/8	i	e	i		i	i						m	1	1	0, -3, 1		0	0
61	61	0	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
61	61	1/2	V7(6)/iv	e	i		V7(6)/iv	V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
61	61	5/8	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
62	62	0	iv(9#74)	e	i		iv(9#74)	iv			9#74			m	1	1	-1, -2, 0	1, 4	-1	-1
62	62	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
63	63	0	VI	e	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
64	64	1/4	i	e	i		i	i						m	1	1	0, -3, 1		0	0
64	64	1/2	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
64	64	11/16	iv7	e	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
65	65	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
65	65	1/2	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
65	65	11/16	iv7	e	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
66	66	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
66	66	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
66	66	1/2	iv7	e	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
67	67	1/4	vii6	e	i		vii6	vii		6				m	1	1	-5, -1, -2		-2	-5
67	67	1/2	i	e	i		i	i						m	1	1	0, -3, 1		0	0
68	68	0	i\\	e	i		i	i					\\	m	1	1	0, -3, 1		0	0
