mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.e.V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
1	1	1/2	V7(6)/iv	e	i		V7(6)/iv	V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
1	1	5/8	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
2	2	0	iv(9)	e	i		iv(9)	iv			9			m	1	1	-1, -4, 0	1	-1	-1
2	2	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
3	3	0	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
3	3	1/2	V7(6)	e	i		V7(6)	V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
3	3	5/8	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
4	4	0	i(964)	e	i		i(964)	i			964			m	1	1	0, -1, -4	2	0	0
4	4	1/4	i	e	i		i	i						m	1	1	0, -3, 1		0	0
5	5	0	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
5	5	1/2	V7(6)/iv	e	i		V7(6)/iv	V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
5	5	5/8	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
6	6	0	iv(9#74)	e	i		iv(9#74)	iv			9#74			m	1	1	-1, -2, 0	1, 4	-1	-1
6	6	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
7	7	0	VI	e	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
8	8	1/4	i\\	e	i		i	i					\\	m	1	1	0, -3, 1		0	0
9	9	0	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
9	9	1/2	V7(6)/iv	e	i		V7(6)/iv	V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
9	9	5/8	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
10	10	0	iv(9)	e	i		iv(9)	iv			9			m	1	1	-1, -4, 0	1	-1	-1
10	10	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
11	11	0	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
11	11	1/2	V7(6)	e	i		V7(6)	V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
11	11	5/8	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
12	12	0	i(964)	e	i		i(964)	i			964			m	1	1	0, -1, -4	2	0	0
12	12	1/4	i	e	i		i	i						m	1	1	0, -3, 1		0	0
13	13	0	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
13	13	1/2	V7(6)/iv	e	i		V7(6)/iv	V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
13	13	5/8	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
14	14	0	iv(9#74)	e	i		iv(9#74)	iv			9#74			m	1	1	-1, -2, 0	1, 4	-1	-1
14	14	1/4	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
15	15	0	VI	e	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
16	16	1/4	i\\	e	i		i	i					\\	m	1	1	0, -3, 1		0	0
17	17	0	V.I[I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
17	17	1/2	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
18	18	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
19	19	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
20	20	1/4	ii(+4)	e	V	I	ii(+4)	ii			+4			m	1	0	2, -1, 3	1	2	2
20	20	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
21	21	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
21	21	3/8	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
22	22	0	I]	e	V	I	I	I						M	1	0	0, 4, 1		0	0
23	23	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
23	23	1/2	iii	e	V		iii	iii						m	1	0	4, 1, 5		4	4
24	24	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
24	24	1/2	iii\\	e	V		iii	iii					\\	m	1	0	4, 1, 5		4	4
25	25	0	I[I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
25	25	1/2	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
26	26	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
27	27	1/4	iii(94)	e	V	I	iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
27	27	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
28	28	1/4	iii(94)	e	V	I	iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
28	28	1/2	V7(6)	e	V	I	V7(6)	V		7	6			Mm7	1	0	1, 5, 4, -1		1	1
29	29	0	I	e	V	I	I	I						M	1	0	0, 4, 1		0	0
29	29	3/8	V7	e	V	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
30	30	0	I]	e	V	I	I	I						M	1	0	0, 4, 1		0	0
31	31	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
31	31	1/2	iii	e	V		iii	iii						m	1	0	4, 1, 5		4	4
32	32	1/4	iii(94)	e	V		iii(94)	iii			94			m	1	0	4, 3, 5	-1	4	4
32	32	1/2	iii\\	e	V		iii	iii					\\	m	1	0	4, 1, 5		4	4
33	33	0	V7/ii	e	V		V7/ii	V		7		ii		Mm7	1	0	3, 7, 4, 1		3	3
33	33	1/4	V7(6)/ii	e	V		V7(6)/ii	V		7	6	ii		Mm7	1	0	3, 7, -1, 1		3	3
33	33	5/8	V7/ii	e	V		V7/ii	V		7		ii		Mm7	1	0	3, 7, 4, 1		3	3
34	34	0	iv64/ii	e	V		iv64/ii	iv		64		ii		m	1	0	2, 1, -2		1	2
34	34	1/4	ii	e	V		ii	ii						m	1	0	2, -1, 3		2	2
34	34	1/2	ii%7	e	V		ii%7	ii	%	7				%7	1	0	2, 1, 8, 0		2	2
35	35	0	V[V(6)	e	V	V	V(6)	V			6			M	1	0	1, 5, 4		1	1
35	35	1/8	V	e	V	V	V	V						M	1	0	1, 5, 2		1	1
35	35	1/4	IV	e	V	V	IV	IV						M	1	0	-1, 3, 0		-1	-1
35	35	3/8	V7	e	V	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
35	35	1/2	IV	e	V	V	IV	IV						M	1	0	-1, 3, 0		-1	-1
35	35	5/8	V7]	e	V	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
36	36	0	I	e	V		I	I						M	1	0	0, 4, 1		0	0
36	36	1/2	iii64	e	V		iii64	iii		64				m	1	0	5, 4, 1		4	5
37	37	0	vi	e	V		vi	vi						m	1	0	3, 0, 4		3	3
37	37	1/4	ii%65(4)/iii	e	V		ii%65(4)/iii	ii	%	65	4	iii		%7	1	0	5, 12, 4, 6		6	5
37	37	5/8	ii%7/iii	e	V		ii%7/iii	ii	%	7		iii		%7	1	0	6, 5, 12, 4		6	6
38	38	0	V7/iii	e	V		V7/iii	V		7		iii		Mm7	1	0	5, 9, 6, 3		5	5
38	38	1/2	V43/iii	e	V		V43/iii	V		43		iii		Mm7	1	0	6, 3, 5, 9		5	6
39	39	0	#viio7/vi	e	V		#viio7/vi	#vii	o	7		vi		o7	1	0	8, 5, 2, -1		8	8
39	39	1/4	#viio7(4)/vi	e	V		#viio7(4)/vi	#vii	o	7	4	vi		o7	1	0	8, 0, 2, -1		8	8
39	39	1/2	V7/vi	e	V		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
40	40	0	vi(9)	e	V		vi(9)	vi			9			m	1	0	3, 0, 4	5	3	3
40	40	1/4	vi\\	e	V		vi	vi					\\	m	1	0	3, 0, 4		3	3
