mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	3/4	2	1	f#.V{	f#	i		V		V						{	M	1	1	1, 5, 2		1	1
2	1	1	1	3.0	0	0	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
3	2	4	4	1.0	0	0	3/4	2	1	i(6)	f#	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
3	2	5	5	3.0	1/4	1/4	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
4	3	8	8	2.0	1/4	1/4	3/4	2	1	iv64	f#	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
5	4	10	10	1.0	0	0	3/4	2	1	i(4)	f#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
5	4	11	11	2.0	1/4	1/4	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
6	5	13	13	1.0	0	0	3/4	2	1	V7(6)	f#	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
6	5	14	14	2.0	1/4	1/4	3/4	2	1	V7	f#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	16	16	1.0	0	0	3/4	2	1	i(9)	f#	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
7	6	17	17	1.0	1/4	1/4	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
7	6	18	18	1.0	1/2	1/2	3/4	2	1	ii%65/v	f#	i		ii%65/v		ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
8	7	19	19	1.0	0	0	3/4	2	1	V7/v	f#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
8	7	20	20	1.0	1/4	1/4	3/4	2	1	V(64)/v	f#	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
8	7	21	21	1.0	1/2	1/2	3/4	2	1	V7/v	f#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
9	8	22	22	1.0	0	0	3/4	2	1	v|PAC}	f#	i		v		v					PAC	}	m	1	1	1, -2, 2		1	1
9	8	23	23	2.0	1/4	1/4	3/4	2	1	V7	f#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	25	25	3.0	0	0	3/4	2	1	i{	f#	i		i		i						{	m	1	1	0, -3, 1		0	0
11	10	28	28	1.0	0	0	3/4	2	1	V7(6)/iv	f#	i		V7(6)/iv		V		7	6	iv			Mm7	1	1	0, 4, -4, -2		0	0
11	10	29	29	2.0	1/4	1/4	3/4	2	1	V7/iv	f#	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
12	11	31	31	1.0	0	0	3/4	2	1	iv(9)	f#	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
12	11	32	32	1.0	1/4	1/4	3/4	2	1	iv(4)	f#	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
12	11	33	33	1.0	1/2	1/2	3/4	2	1	iv	f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	12	34	34	1.0	0	0	3/4	2	1	i(4)	f#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
13	12	35	35	1.0	1/4	1/4	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
13	12	36	36	1.0	1/2	1/2	3/4	2	1	III.vii%7/V	f#	III		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
14	13	37	37	1.0	0	0	3/4	2	1	V(9)	f#	III		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
14	13	38	38	2.0	1/4	1/4	3/4	2	1	V(64)	f#	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
15	14	40	40	1.0	0	0	3/4	2	1	V	f#	III		V		V							M	1	0	1, 5, 2		1	1
15	14	41	41	2.0	1/4	1/4	3/4	2	1	vii%65/V	f#	III		vii%65/V		vii	%	65		V			%7	1	0	3, 0, 4, 6		6	3
16	15	43	43	3.0	0	0	3/4	2	1	V7	f#	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16	46	46	2.0	0	0	3/4	2	1	I|IAC}	f#	III		I		I					IAC	}	M	1	0	0, 4, 1		0	0
17	16	48	48	1.0	1/2	1/2	3/4	2	1	I64{	f#	III		I64		I		64				{	M	1	0	1, 0, 4		0	1
18	17	49	49	3.0	0	0	3/4	2	1	V7/IV	f#	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
19	18	52	52	1.0	0	0	3/4	2	1	viio6/V	f#	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
19	18	53	53	1.0	1/4	1/4	3/4	2	1	V43/V	f#	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
19	18	54	54	1.0	1/2	1/2	3/4	2	1	iv6	f#	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
20	19	55	55	3.0	0	0	3/4	2	1	I(974)	f#	III		I(974)		I			974				M	1	0	0, -1, 1	2, 5	0	0
21	20	58	58	2.0	0	0	3/4	2	1	I|IAC	f#	III		I		I					IAC		M	1	0	0, 4, 1		0	0
21	20	60	60	1.0	1/2	1/2	3/4	2	1	I64	f#	III		I64		I		64					M	1	0	1, 0, 4		0	1
22	21	61	61	2.0	0	0	3/4	2	1	V7/IV	f#	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
22	21	63	63	1.0	1/2	1/2	3/4	2	1	#viio2/ii	f#	III		#viio2/ii		#vii	o	2		ii			o7	1	0	-2, 7, 4, 1		7	-2
23	22	64	64	1.0	0	0	3/4	2	1	V64/V	f#	III		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
23	22	65	65	1.0	1/4	1/4	3/4	2	1	V43/V	f#	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
23	22	66	66	1.0	1/2	1/2	3/4	2	1	ii%43	f#	III		ii%43		ii	%	43					%7	1	0	-4, 0, 2, -1		2	-4
24	23	67	67	3.0	0	0	3/4	2	1	I(974)	f#	III		I(974)		I			974				M	1	0	0, -1, 1	2, 5	0	0
25	24	70	70	2.0	0	0	3/4	2	1	I|IAC}	f#	III		I		I					IAC	}	M	1	0	0, 4, 1		0	0
25	24	72	72	1.0	1/2	1/2	3/4	2	1	i.V7{	f#	i		V7		V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
26	25	73	73	3.0	0	0	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
27	26	76	76	1.0	0	0	3/4	2	1	i(6)	f#	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
27	26	77	77	2.0	1/4	1/4	3/4	2	1	i	f#	i		i		i							m	1	1	0, -3, 1		0	0
28	27	79	79	1.0	0	0	3/4	2	1	iv(9)	f#	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
28	27	80	80	1.0	1/4	1/4	3/4	2	1	iv(b94)	f#	i		iv(b94)		iv			b94				m	1	1	-1, -2, 0	-6	-1	-1
28	27	81	81	1.0	1/2	1/2	3/4	2	1	iv	f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
