mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	1/2	3/4	2	1	a.i6{	a	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
2	1	2	2	1.5	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
2	1	7/2	7/2	0.5	5/8	5/8	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
3	2	4	4	0.75	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
3	2	19/4	19/4	0.25	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
3	2	5	5	2.0	1/4	1/4	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
4	3	7	7	0.75	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	31/4	31/4	0.25	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
4	3	8	8	1.0	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
4	3	9	9	1.0	1/2	1/2	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
5	4	10	10	0.5	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
5	4	21/2	21/2	0.5	1/8	1/8	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	11	11	1.5	1/4	1/4	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
5	4	25/2	25/2	0.5	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
6	5	13	13	1.0	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
6	5	14	14	1.5	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
6	5	31/2	31/2	0.5	5/8	5/8	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
7	6	16	16	0.75	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
7	6	67/4	67/4	0.25	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
7	6	17	17	2.0	1/4	1/4	3/4	2	1	V(6)/III	a	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
8	7	19	19	0.75	0	0	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	7	79/4	79/4	0.25	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
8	7	20	20	1.0	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
8	7	21	21	1.0	1/2	1/2	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
9	8	22	22	0.75	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
9	8	91/4	91/4	0.25	3/16	3/16	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
9	8	23	23	1.0	1/4	1/4	3/4	2	1	III}	a	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
9	8	24	24	0.75	1/2	1/2	3/4	2	1	iio6{	a	i		iio6		ii	o	6				{	o	1	1	-1, -4, 2		2	-1
9	8	99/4	99/4	0.25	11/16	11/16	3/4	2	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
10	9	25	25	1.0	0	0	3/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
10	9	26	26	1.5	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
10	9	55/2	55/2	0.5	5/8	5/8	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
11	10	28	28	0.75	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
11	10	115/4	115/4	0.25	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
11	10	29	29	2.0	1/4	1/4	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
12	11	31	31	0.75	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	127/4	127/4	0.25	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
12	11	32	32	1.0	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
12	11	33	33	1.0	1/2	1/2	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
13	12	34	34	0.75	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
13	12	139/4	139/4	0.25	3/16	3/16	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	35	35	1.5	1/4	1/4	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
13	12	73/2	73/2	0.5	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
14	13	37	37	1.0	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
14	13	38	38	1.5	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
14	13	79/2	79/2	0.5	5/8	5/8	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
15	14	40	40	0.75	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
15	14	163/4	163/4	0.25	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
15	14	41	41	2.0	1/4	1/4	3/4	2	1	V(6)/III	a	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
16	15	43	43	0.75	0	0	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	15	175/4	175/4	0.25	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
16	15	44	44	1.0	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
16	15	45	45	1.0	1/2	1/2	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
17	16	46	46	0.75	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
17	16	187/4	187/4	0.25	3/16	3/16	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
17	16	47	47	3.0	1/4	1/4	3/4	2	1	III}	a	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
18	17	49	49	0.0	0	0	3/4	2	1	{	a	i										{		1	1				
18	17	50	50	1.5	1/4	1/4	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
18	17	103/2	103/2	0.5	5/8	5/8	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	18	52	52	0.75	0	0	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
19	18	211/4	211/4	0.25	3/16	3/16	3/4	2	1	V2	a	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
19	18	53	53	1.5	1/4	1/4	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
