mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1	1.0	1/4	1/4	3/4	2	1	.a.ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
2	2	3	3	1.0	0	0	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
2	2	4	4	1.0	1/4	1/4	3/4	2	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
2	2	5	5	1.0	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	6	6	1.0	0	0	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
3	3	7	7	1.0	1/4	1/4	3/4	2	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
3	3	8	8	1.0	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
4	4	9	9	1.0	0	0	3/4	2	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	4	10	10	2.0	1/4	1/4	3/4	2	1	VI6}	a	i		VI6		VI		6				}	M	1	1	0, -3, -4		-4	0
5	5	12	12	1.0	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
5	5	13	13	2.0	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
6	6	15	15	3.0	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
7	7	18	18	1.0	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
7	7	19	19	2.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	21	21	3.0	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
9	9	24	24	1.0	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	3, 7, 1		6	3
9	9	25	25	2.0	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
10	10	27	27	1.0	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-4, 0, -6		-1	-4
10	10	28	28	2.0	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	30	30	3.0	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	33	33	1.0	0	0	3/4	2	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	1, 0, -3, -1		1	1
12	12	34	34	2.0	1/4	1/4	3/4	2	1	V7}	a	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
13	13	36	36	1.0	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
13	13	37	37	1.0	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
13	13	38	38	0.5	1/2	1/2	3/4	2	1	iv64(9)	a	i		iv64(9)		iv		64	9				m	1	1	0, -1, -4	1	-1	0
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
14	14	39	39	3.0	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
15	15	42	42	1.0	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
15	15	43	43	2.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	16	45	45	3.0	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
17	17	48	48	1.0	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	3, 7, 1		6	3
17	17	49	49	2.0	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
18	18	51	51	1.0	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-4, 0, -6		-1	-4
18	18	52	52	2.0	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	54	54	0.75	0	0	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
19	19	219/4	219/4	0.25	3/16	3/16	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
19	19	55	55	2.0	1/4	1/4	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	57	57	3.0	0	0	3/4	2	1	i|PAC}	a	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
21	21	60	60	1.0	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
21	21	61	61	2.0	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
22	22	63	63	3.0	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
23	23	66	66	1.0	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
23	23	67	67	2.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	69	69	3.0	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
25	25	72	72	1.0	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	3, 7, 1		6	3
25	25	73	73	2.0	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
26	26	75	75	1.0	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-4, 0, -6		-1	-4
26	26	76	76	2.0	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
27	27	78	78	3.0	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	81	81	1.0	0	0	3/4	2	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	1, 0, -3, -1		1	1
28	28	82	82	2.0	1/4	1/4	3/4	2	1	V7}	a	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
29	29	84	84	1.0	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
29	29	85	85	1.0	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
29	29	86	86	0.3333333333333286	1/2	1/2	3/4	2	1	iv64(9)	a	i		iv64(9)		iv		64	9				m	1	1	0, -1, -4	1	-1	0
29	29	259/3	259/3	0.6666666666666714	7/12	7/12	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
30	30	87	87	2.0	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
30	30	89	89	1.0	1/2	1/2	3/4	2	1	vi6	a	i		vi6		vi		6					m	1	1	-7, -3, -4		-4	-7
31	31	90	90	1.0	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
31	31	91	91	2.0	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
32	32	93	93	3.0	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
33	33	96	96	1.0	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	3, 7, 1		6	3
33	33	97	97	2.0	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	3, 7, 6		6	3
