mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.f.i	f	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
1	1	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
2	2	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/4	iv64	f	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
2	2	1/2	io	f	i		io	i		o					o	1	1	0, -3, -6		0	0
3	3	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
3	3	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	iv64	f	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
4	4	1/2	io	f	i		io	i		o					o	1	1	0, -3, -6		0	0
5	5	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
5	5	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
5	5	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
6	6	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
6	6	3/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
6	6	1/2	V	f	i		V	V							M	1	1	1, 5, 2		1	1
7	7	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
7	7	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
7	7	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
8	8	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
8	8	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
8	8	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
8	8	3/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
8	8	1/2	V	f	i		V	V							M	1	1	1, 5, 2		1	1
9	9	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
10	10	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
10	10	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
11	11	0	iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
14	14	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
14	14	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
15	15	0	V(64)/v	f	i		V(64)/v	V				64	v		M	1	1	2, 1, -2		2	2
15	15	1/2	V/v	f	i		V/v	V					v		M	1	1	2, 6, 3		2	2
16	16	0	V\\	f	i		V	V						\\	M	1	1	1, 5, 2		1	1
17	17	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
18	18	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
18	18	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
19	19	0	iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	20	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
22	22	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
22	22	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
23	23	0	V(64)/v	f	i		V(64)/v	V				64	v		M	1	1	2, 1, -2		2	2
23	23	1/2	V/v	f	i		V/v	V					v		M	1	1	2, 6, 3		2	2
24	24	0	V\\	f	i		V	V						\\	M	1	1	1, 5, 2		1	1
25	25	0	V7	f	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
25	25	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
26	26	0	i[i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
27	27	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
28	28	0	i]	f	i	i	i	i							m	1	1	0, -3, 1		0	0
28	28	1/2	ii43/III	f	i		ii43/III	ii			43		III		mm7	1	1	0, -3, -1, -4		-1	0
29	29	0	V(9)/III	f	i		V(9)/III	V				9	III		M	1	1	-2, 2, -1	0	-2	-2
29	29	1/4	V7/III	f	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
30	30	0	III	f	i		III	III							M	1	1	-3, 1, -2		-3	-3
31	31	0	V(9)/III	f	i		V(9)/III	V				9	III		M	1	1	-2, 2, -1	0	-2	-2
31	31	1/4	V7/III	f	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
32	32	0	III	f	i		III	III							M	1	1	-3, 1, -2		-3	-3
32	32	1/2	i[i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
33	33	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
34	34	0	i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
35	35	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
36	36	0	i]	f	i	i	i	i							m	1	1	0, -3, 1		0	0
36	36	1/2	ii43/III	f	i		ii43/III	ii			43		III		mm7	1	1	0, -3, -1, -4		-1	0
37	37	0	V(9)/III	f	i		V(9)/III	V				9	III		M	1	1	-2, 2, -1	0	-2	-2
37	37	1/4	V7/III	f	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
38	38	0	III	f	i		III	III							M	1	1	-3, 1, -2		-3	-3
39	39	0	V(9)/III	f	i		V(9)/III	V				9	III		M	1	1	-2, 2, -1	0	-2	-2
39	39	1/4	V7/III	f	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
40	40	0	III\\	f	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
41	41	0	.VI.V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
41	41	1/4	V7(6)	f	VI		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1	1
41	41	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
42	42	0	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
43	43	0	IV	f	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
43	43	1/4	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
44	44	0	IV	f	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
44	44	1/4	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
45	45	0	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
45	45	1/4	V7(6)	f	VI		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1	1
45	45	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
46	46	0	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
47	47	0	V(6)/V	f	VI		V(6)/V	V				6	V		M	1	0	2, 6, 5		2	2
47	47	1/8	V7/V	f	VI		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2	2
47	47	1/4	V	f	VI		V	V							M	1	0	1, 5, 2		1	1
48	48	0	V(6)/V	f	VI		V(6)/V	V				6	V		M	1	0	2, 6, 5		2	2
48	48	1/8	V7/V	f	VI		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2	2
48	48	1/4	V\\	f	VI		V	V						\\	M	1	0	1, 5, 2		1	1
49	49	0	.VI.V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
49	49	1/4	V7(6)	f	VI		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1	1
49	49	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
50	50	0	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
51	51	0	IV	f	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
51	51	1/4	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
52	52	0	IV	f	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
52	52	1/4	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
53	53	0	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
53	53	1/4	V7(6)	f	VI		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1	1
53	53	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
54	54	0	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
55	55	0	V(6)/V	f	VI		V(6)/V	V				6	V		M	1	0	2, 6, 5		2	2
55	55	1/8	V7/V	f	VI		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2	2
55	55	1/4	V	f	VI		V	V							M	1	0	1, 5, 2		1	1
56	56	0	V(6)/V	f	VI		V(6)/V	V				6	V		M	1	0	2, 6, 5		2	2
56	56	1/8	V7/V	f	VI		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2	2
56	56	1/4	V\\	f	VI		V	V						\\	M	1	0	1, 5, 2		1	1
56	56	1/2	V2	f	VI		V2	V			2				Mm7	1	0	-1, 1, 5, 2		1	-1
57	57	0	V43/ii	f	VI		V43/ii	V			43		ii		Mm7	1	0	4, 1, 3, 7		3	4
57	57	1/2	V65/ii	f	VI		V65/ii	V			65		ii		Mm7	1	0	7, 4, 1, 3		3	7
58	58	0	ii	f	VI		ii	ii							m	1	0	2, -1, 3		2	2
