mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
58	58	1/4	ii6	f	VI		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
59	59	0	V43/ii	f	VI		V43/ii	V			43		ii		Mm7	1	0	4, 1, 3, 7		3	4
59	59	1/2	V7/ii	f	VI		V7/ii	V			7		ii		Mm7	1	0	3, 7, 4, 1		3	3
60	60	0	ii	f	VI		ii	ii							m	1	0	2, -1, 3		2	2
60	60	1/4	ii6	f	VI		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
60	60	1/2	ii%65	f	VI		ii%65	ii		%	65				%7	1	0	1, 8, 0, 2		2	1
61	61	0	V2	f	VI		V2	V			2				Mm7	1	0	-1, 1, 5, 2		1	-1
61	61	1/2	V65	f	VI		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
62	62	0	I	f	VI		I	I							M	1	0	0, 4, 1		0	0
62	62	1/4	I6	f	VI		I6	I			6				M	1	0	4, 1, 0		0	4
63	63	0	V43	f	VI		V43	V			43				Mm7	1	0	2, -1, 1, 5		1	2
63	63	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
64	64	0	I6	f	VI		I6	I			6				M	1	0	4, 1, 0		0	4
64	64	1/4	I\\	f	VI		I	I						\\	M	1	0	0, 4, 1		0	0
64	64	1/2	V43/vi	f	VI		V43/vi	V			43		vi		Mm7	1	0	5, 2, 4, 8		4	5
64	64	5/8	.Fr6/ii	f	VI		Fr6/ii	V	Fr		7	b5	V/ii		M	1	0	4, 8, -2, 2		4	4
65	65	0	V7(4)/ii	f	VI		V7(4)/ii	V			7	4	ii		Mm7	1	0	3, 2, 4, 1		3	3
65	65	1/4	V7/ii	f	VI		V7/ii	V			7		ii		Mm7	1	0	3, 7, 4, 1		3	3
65	65	1/2	V65/ii	f	VI		V65/ii	V			65		ii		Mm7	1	0	7, 4, 1, 3		3	7
66	66	0	ii(9)	f	VI		ii(9)	ii				9			m	1	0	2, -1, 3	4	2	2
66	66	1/4	ii6	f	VI		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
67	67	0	V43(4)/ii	f	VI		V43(4)/ii	V			43	4	ii		Mm7	1	0	4, 1, 3, 2		3	4
67	67	1/4	V43/ii	f	VI		V43/ii	V			43		ii		Mm7	1	0	4, 1, 3, 7		3	4
67	67	1/2	V7/ii	f	VI		V7/ii	V			7		ii		Mm7	1	0	3, 7, 4, 1		3	3
68	68	0	ii	f	VI		ii	ii							m	1	0	2, -1, 3		2	2
68	68	1/4	ii6	f	VI		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
68	68	1/2	ii%65	f	VI		ii%65	ii		%	65				%7	1	0	1, 8, 0, 2		2	1
69	69	0	V2(4)	f	VI		V2(4)	V			2	4			Mm7	1	0	-1, 1, 0, 2		1	-1
69	69	1/4	V2	f	VI		V2	V			2				Mm7	1	0	-1, 1, 5, 2		1	-1
69	69	1/2	V65	f	VI		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
70	70	0	I(9)	f	VI		I(9)	I				9			M	1	0	0, 4, 1	2	0	0
70	70	1/4	I6	f	VI		I6	I			6				M	1	0	4, 1, 0		0	4
71	71	0	V43(4)	f	VI		V43(4)	V			43	4			Mm7	1	0	2, -1, 1, 0		1	2
71	71	1/4	V43	f	VI		V43	V			43				Mm7	1	0	2, -1, 1, 5		1	2
71	71	1/2	V7	f	VI		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
72	72	0	I6	f	VI		I6	I			6				M	1	0	4, 1, 0		0	4
72	72	1/4	I\\	f	VI		I	I						\\	M	1	0	0, 4, 1		0	0
73	73	0	.i.VI6	f	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
73	73	1/4	VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
74	74	0	vi	f	i		vi	vi							m	1	1	-4, -7, -3		-4	-4
75	75	0	III+6	f	i		III+6	III		+	6				+	1	1	1, 5, -3		-3	1
76	76	0	V\\	f	i		V	V						\\	M	1	1	1, 5, 2		1	1
77	77	0	V6(4)	f	i		V6(4)	V			6	4			M	1	1	0, 2, 1		1	0
77	77	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
77	77	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
78	78	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
78	78	1/4	VI6	f	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
78	78	1/2	viio7(b3)/V	f	i		viio7(b3)/V	vii		o	7	b3	V		o7	1	1	6, -4, 0, -3		6	6
79	79	0	V6(4)	f	i		V6(4)	V			6	4			M	1	1	0, 2, 1		1	0
79	79	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
79	79	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
80	80	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
80	80	1/4	VI6	f	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
80	80	1/2	viio7(b3)/V	f	i		viio7(b3)/V	vii		o	7	b3	V		o7	1	1	6, -4, 0, -3		6	6
81	81	0	V6(4)	f	i		V6(4)	V			6	4			M	1	1	0, 2, 1		1	0
81	81	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
81	81	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
82	82	0	V6(4)	f	i		V6(4)	V			6	4			M	1	1	0, 2, 1		1	0
82	82	3/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
82	82	1/2	V	f	i		V	V							M	1	1	1, 5, 2		1	1
83	83	0	V6(4)	f	i		V6(4)	V			6	4			M	1	1	0, 2, 1		1	0
83	83	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
83	83	1/4	V	f	i		V	V							M	1	1	1, 5, 2		1	1
84	84	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
84	84	1/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
84	84	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
84	84	3/8	V6	f	i		V6	V			6				M	1	1	5, 2, 1		1	5
84	84	1/2	V	f	i		V	V							M	1	1	1, 5, 2		1	1
85	85	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
86	86	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
86	86	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
87	87	0	iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
88	88	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
90	90	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
90	90	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
91	91	0	V(64)/v	f	i		V(64)/v	V				64	v		M	1	1	2, 1, -2		2	2
91	91	1/2	V/v	f	i		V/v	V					v		M	1	1	2, 6, 3		2	2
92	92	0	V\\	f	i		V	V						\\	M	1	1	1, 5, 2		1	1
93	93	0	i	f	i		i	i							m	1	1	0, -3, 1		0	0
94	94	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
94	94	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
95	95	0	iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
96	96	1/4	i	f	i		i	i							m	1	1	0, -3, 1		0	0
98	98	0	i(9)	f	i		i(9)	i				9			m	1	1	0, -3, 1	2	0	0
98	98	1/4	i[i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
99	99	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
99	99	1/2	V(9)	f	i	i	V(9)	V				9			M	1	1	1, 5, 2	-4	1	1
100	100	0	i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
101	101	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
101	101	1/2	V(9)	f	i	i	V(9)	V				9			M	1	1	1, 5, 2	-4	1	1
102	102	0	i	f	i	i	i	i							m	1	1	0, -3, 1		0	0
103	103	0	V7	f	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
103	103	1/2	V(9)	f	i	i	V(9)	V				9			M	1	1	1, 5, 2	-4	1	1
104	104	0	i]	f	i	i	i	i							m	1	1	0, -3, 1		0	0
104	104	1/2	iv6	f	i		iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
105	105	0	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
