mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
51	50	5/8	V(479)/VI	c	i		V(479)/VI	V				479	VI		M	1	1	-3, -4, -2	-5, -1	-3.0	-3.0
52	51	0	V7/VI	c	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0
52	51	1/4	V7(9)/VI	c	i		V7(9)/VI	V			7	9	VI		Mm7	1	1	-3, 1, -2, -5	-1	-3.0	-3.0
52	51	1/2	iii6/VI	c	i		iii6/VI	iii			6		VI		m	1	1	-3, 1, 0		0.0	-3.0
53	52	0	V(974)/VI	c	i		V(974)/VI	V				974	VI		M	1	1	-3, -4, -2	-1, -5	-3.0	-3.0
53	52	1/8	V7(9)/VI	c	i		V7(9)/VI	V			7	9	VI		Mm7	1	1	-3, 1, -2, -5	-1	-3.0	-3.0
53	52	1/4	VI(74)	c	i		VI(74)	VI				74			M	1	1	-4, 2, -3	1	-4.0	-4.0
53	52	1/2	VI\\	c	i		VI	VI						\\	M	1	1	-4, 0, -3		-4.0	-4.0
54	53	0	V/VII	c	i		V/VII	V					VII		M	1	1	-1, 3, 0		-1.0	-1.0
54	53	1/4	V7/VII	c	i		V7/VII	V			7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
54	53	1/2	V(479)/VII	c	i		V(479)/VII	V				479	VII		M	1	1	-1, -2, 0	-3, 1	-1.0	-1.0
55	54	0	V7/VII	c	i		V7/VII	V			7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
55	54	5/8	V(49)/VII	c	i		V(49)/VII	V				49	VII		M	1	1	-1, -2, 0	1	-1.0	-1.0
56	55	0	V7/VII	c	i		V7/VII	V			7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
56	55	1/4	V(49)/VII	c	i		V(49)/VII	V				49	VII		M	1	1	-1, -2, 0	1	-1.0	-1.0
56	55	1/2	iii6/VII	c	i		iii6/VII	iii			6		VII		m	1	1	-1, 3, 2		2.0	-1.0
57	56	0	V7(94)/VII	c	i		V7(94)/VII	V			7	94	VII		Mm7	1	1	-1, -2, 0, -3	1	-1.0	-1.0
57	56	1/8	V7(9)/VII	c	i		V7(9)/VII	V			7	9	VII		Mm7	1	1	-1, 3, 0, -3	1	-1.0	-1.0
57	56	1/4	VII\\	c	i		VII	VII						\\	M	1	1	-2, 2, -1		-2.0	-2.0
58	57	0	#VII.V7	c	#VII		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
59	58	0	V7(9)	c	#VII		V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1.0	1.0
59	58	1/4	V[V	c	#VII	V	V	V							M	1	0	1, 5, 2		1.0	1.0
60	59	0	ii	c	#VII	V	ii	ii							m	1	0	2, -1, 3		2.0	2.0
60	59	1/4	I64	c	#VII	V	I64	I			64				M	1	0	1, 0, 4		0.0	1.0
60	59	1/2	IV	c	#VII	V	IV	IV							M	1	0	-1, 3, 0		-1.0	-1.0
61	60	0	#ivo7	c	#VII	V	#ivo7	#iv		o	7				o7	1	0	6, 3, 0, -3		6.0	6.0
61	60	1/4	V	c	#VII	V	V	V							M	1	0	1, 5, 2		1.0	1.0
62	61	0	V7	c	#VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
63	62	0	V7(9)	c	#VII	V	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1.0	1.0
63	62	1/4	V	c	#VII	V	V	V							M	1	0	1, 5, 2		1.0	1.0
64	63	0	ii	c	#VII	V	ii	ii							m	1	0	2, -1, 3		2.0	2.0
64	63	1/4	I64	c	#VII	V	I64	I			64				M	1	0	1, 0, 4		0.0	1.0
64	63	1/2	IV	c	#VII	V	IV	IV							M	1	0	-1, 3, 0		-1.0	-1.0
65	64	0	#ivo7	c	#VII	V	#ivo7	#iv		o	7				o7	1	0	6, 3, 0, -3		6.0	6.0
65	64	1/4	V	c	#VII	V	V	V							M	1	0	1, 5, 2		1.0	1.0
66	65	0	V7	c	#VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
67	66	0	V7(9)	c	#VII	V	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1.0	1.0
67	66	1/2	V7]	c	#VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
68	67	0	.VII.iii6	c	VII		iii6	iii			6				m	1	0	1, 5, 4		4.0	1.0
68	67	1/8	I64	c	VII		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
68	67	1/4	V	c	VII		V	V							M	1	0	1, 5, 2		1.0	1.0
69	68	0	V/V	c	VII		V/V	V					V		M	1	0	2, 6, 3		2.0	2.0
69	68	1/2	V65/V	c	VII		V65/V	V			65		V		Mm7	1	0	6, 3, 0, 2		2.0	6.0
70	69	0	V(94)	c	VII		V(94)	V				94			M	1	0	1, 0, 2	3	1.0	1.0
70	69	1/4	V	c	VII		V	V							M	1	0	1, 5, 2		1.0	1.0
70	69	1/2	V7	c	VII		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
71	70	0	I(4)	c	VII		I(4)	I				4			M	1	0	0, -1, 1		0.0	0.0
71	70	1/8	I	c	VII		I	I							M	1	0	0, 4, 1		0.0	0.0
71	70	1/2	@none	c	VII		@none	@none							m	1	0				
72	71	0	V[V7	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
72	71	1/4	#iv%7	c	VII	V	#iv%7	#iv		%	7				%7	1	0	6, 5, 12, 4		6.0	6.0
72	71	1/2	V7(6)	c	VII	V	V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1.0	1.0
72	71	5/8	V7]	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
73	72	0	I[I\\	c	VII	I	I	I						\\	M	1	0	0, 4, 1		0.0	0.0
73	72	1/2	I6	c	VII	I	I6	I			6				M	1	0	4, 1, 0		0.0	4.0
74	73	0	I	c	VII	I	I	I							M	1	0	0, 4, 1		0.0	0.0
74	73	1/4	I64	c	VII	I	I64	I			64				M	1	0	1, 0, 4		0.0	1.0
74	73	1/2	I(4)	c	VII	I	I(4)	I				4			M	1	0	0, -1, 1		0.0	0.0
75	74	0	V7(4)	c	VII	I	V7(4)	V			7	4			Mm7	1	0	1, 0, 2, -1		1.0	1.0
75	74	1/8	V7	c	VII	I	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
75	74	1/4	V43(9)	c	VII	I	V43(9)	V			43	9			Mm7	1	0	2, -1, 1, 5	3	1.0	2.0
75	74	1/2	V43	c	VII	I	V43	V			43				Mm7	1	0	2, -1, 1, 5		1.0	2.0
76	75	0	I]	c	VII	I	I	I							M	1	0	0, 4, 1		0.0	0.0
76	75	1/4	I64	c	VII		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
76	75	1/2	V65/V	c	VII		V65/V	V			65		V		Mm7	1	0	6, 3, 0, 2		2.0	6.0
77	76	0	V(4)	c	VII		V(4)	V				4			M	1	0	1, 0, 2		1.0	1.0
77	76	1/8	V64	c	VII		V64	V			64				M	1	0	2, 1, 5		1.0	2.0
77	76	1/4	V(9)	c	VII		V(9)	V				9			M	1	0	1, 5, 2	3	1.0	1.0
77	76	1/2	V64	c	VII		V64	V			64				M	1	0	2, 1, 5		1.0	2.0
78	77	0	v	c	VII		v	v							m	1	0	1, -2, 2		1.0	1.0
78	77	1/4	v64	c	VII		v64	v			64				m	1	0	2, 1, -2		1.0	2.0
78	77	1/2	ii%65/ii	c	VII		ii%65/ii	ii		%	65		ii		%7	1	0	3, 10, 2, 4		4.0	3.0
79	78	0	ii	c	VII		ii	ii							m	1	0	2, -1, 3		2.0	2.0
79	78	1/4	ii7	c	VII		ii7	ii			7				mm7	1	0	2, -1, 3, 0		2.0	2.0
80	79	0	V[V7(4)	c	VII	V	V7(4)	V			7	4			Mm7	1	0	1, 0, 2, -1		1.0	1.0
80	79	1/4	V7	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
80	79	1/2	#viio7/ii	c	VII	V	#viio7/ii	#vii		o	7		ii		o7	1	0	7, 4, 1, -2		7.0	7.0
81	80	0	ii	c	VII	V	ii	ii							m	1	0	2, -1, 3		2.0	2.0
81	80	1/8	It6	c	VII	V	It6	vii	It	o	6	b3	V		M	1	0	-4, 0, 6		6.0	-4.0
81	80	1/4	V\\	c	VII	V	V	V						\\	M	1	0	1, 5, 2		1.0	1.0
81	80	1/2	V7(#5)]	c	VII	V	V7(#5)	V			7	#5			Mm7	1	0	1, 5, 9, -1		1.0	1.0
82	81	0	I[I	c	VII	I	I	I							M	1	0	0, 4, 1		0.0	0.0
82	81	1/4	I64	c	VII	I	I64	I			64				M	1	0	1, 0, 4		0.0	1.0
82	81	1/2	I(4)	c	VII	I	I(4)	I				4			M	1	0	0, -1, 1		0.0	0.0
83	82	0	V7(4)	c	VII	I	V7(4)	V			7	4			Mm7	1	0	1, 0, 2, -1		1.0	1.0
83	82	1/8	V7	c	VII	I	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
83	82	1/4	V43(9)	c	VII	I	V43(9)	V			43	9			Mm7	1	0	2, -1, 1, 5	3	1.0	2.0
83	82	1/2	V43	c	VII	I	V43	V			43				Mm7	1	0	2, -1, 1, 5		1.0	2.0
84	83	0	I]	c	VII	I	I	I							M	1	0	0, 4, 1		0.0	0.0
84	83	1/4	I64	c	VII		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
84	83	1/2	V65/V	c	VII		V65/V	V			65		V		Mm7	1	0	6, 3, 0, 2		2.0	6.0
85	84	0	V(4)	c	VII		V(4)	V				4			M	1	0	1, 0, 2		1.0	1.0
85	84	1/8	V64	c	VII		V64	V			64				M	1	0	2, 1, 5		1.0	2.0
85	84	1/4	V(9)	c	VII		V(9)	V				9			M	1	0	1, 5, 2	3	1.0	1.0
85	84	1/2	V64	c	VII		V64	V			64				M	1	0	2, 1, 5		1.0	2.0
86	85	0	v	c	VII		v	v							m	1	0	1, -2, 2		1.0	1.0
86	85	1/4	v64	c	VII		v64	v			64				m	1	0	2, 1, -2		1.0	2.0
86	85	1/2	ii%65/ii	c	VII		ii%65/ii	ii		%	65		ii		%7	1	0	3, 10, 2, 4		4.0	3.0
87	86	0	ii	c	VII		ii	ii							m	1	0	2, -1, 3		2.0	2.0
87	86	1/4	ii7	c	VII		ii7	ii			7				mm7	1	0	2, -1, 3, 0		2.0	2.0
88	87	0	V7	c	VII		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
88	87	1/2	V7(6)	c	VII		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1.0	1.0
89	88	0	I\\	c	VII		I	I						\\	M	1	0	0, 4, 1		0.0	0.0
89	88	1/4	@none	c	VII		@none	@none							m	1	0				
90	89	0	iv6/iv	c	VII		iv6/iv	iv			6		iv		m	1	0	-5, -1, -2		-2.0	-5.0
90	89	1/4	iv(9)/iv	c	VII		iv(9)/iv	iv				9	iv		m	1	0	-2, -5, -1	0	-2.0	-2.0
90	89	1/2	iv/iv	c	VII		iv/iv	iv					iv		m	1	0	-2, -5, -1		-2.0	-2.0
91	90	0	@none	c	VII		@none	@none							m	1	0				
91	90	1/4	iv(4)/iv	c	VII		iv(4)/iv	iv				4	iv		m	1	0	-2, -3, -1		-2.0	-2.0
91	90	1/2	iio6(4)/iv	c	VII		iio6(4)/iv	ii		o	6	4	iv		o	1	0	0, -5, 1		1.0	0.0
91	90	5/8	iio6/iv	c	VII		iio6/iv	ii		o	6		iv		o	1	0	-2, -5, 1		1.0	-2.0
92	91	0	@none	c	VII		@none	@none							m	1	0				
92	91	1/4	iv	c	VII		iv	iv							m	1	0	-1, -4, 0		-1.0	-1.0
93	92	0	@none	c	VII		@none	@none							m	1	0				
93	92	1/4	iv	c	VII		iv	iv							m	1	0	-1, -4, 0		-1.0	-1.0
93	92	1/2	iio6	c	VII		iio6	ii		o	6				o	1	0	-1, -4, 2		2.0	-1.0
94	93	0	@none	c	VII		@none	@none							m	1	0				
94	93	1/4	I64	c	VII		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
95	94	0	V	c	VII		V	V							M	1	0	1, 5, 2		1.0	1.0
95	94	1/4	V7	c	VII		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
96	95	0	i	c	VII		i	i							m	1	0	0, -3, 1		0.0	0.0
96	95	1/4	i\\	c	VII		i	i						\\	m	1	0	0, -3, 1		0.0	0.0
97	96	0	@none	c	VII		@none	@none							m	1	0				
97	96	1/4	i	c	VII		i	i							m	1	0	0, -3, 1		0.0	0.0
98	97	0	@none	c	VII		@none	@none							m	1	0				
98	97	1/4	i(9)	c	VII		i(9)	i				9			m	1	0	0, -3, 1	2	0.0	0.0
98	97	1/2	i	c	VII		i	i							m	1	0	0, -3, 1		0.0	0.0
99	98	0	@none	c	VII		@none	@none							m	1	0				
99	98	1/4	i(4)	c	VII		i(4)	i				4			m	1	0	0, -1, 1		0.0	0.0
99	98	1/2	iio6/v	c	VII		iio6/v	ii		o	6		v		o	1	0	0, -3, 3		3.0	0.0
100	99	0	@none	c	VII		@none	@none							m	1	0				
100	99	1/4	v64	c	VII		v64	v			64				m	1	0	2, 1, -2		1.0	2.0
101	100	0	@none	c	VII		@none	@none							m	1	0				
101	100	1/4	V/bVI	c	VII		V/bVI	V					bVI		M	1	0	-3, 1, -2		-3.0	-3.0
101	100	1/2	.Ger6/v	c	VII		Ger6/v	vii	Ger	o	65	b3	V/v		M	1	0	-3, 1, -2, 7		7.0	-3.0
102	101	0	@none	c	VII		@none	@none							m	1	0				
102	101	1/4	v64	c	VII		v64	v			64				m	1	0	2, 1, -2		1.0	2.0
103	102	0	@none	c	VII		@none	@none							m	1	0				
103	102	1/4	V7/v	c	VII		V7/v	V			7		v		Mm7	1	0	2, 6, 3, 0		2.0	2.0
104	103	0	@none	c	VII		@none	@none							m	1	0				
104	103	1/4	v64	c	VII		v64	v			64				m	1	0	2, 1, -2		1.0	2.0
104	103	1/2	.bVII6	c	VII		bVII6	bVII			6				M	1	0	2, -1, -2		-2.0	2.0
105	104	0	@none	c	VII		@none	@none							m	1	0				
105	104	1/4	V7/v	c	VII		V7/v	V			7		v		Mm7	1	0	2, 6, 3, 0		2.0	2.0
106	105	0	@none	c	VII		@none	@none							m	1	0				
106	105	1/4	V[V\\	c	VII	V	V	V						\\	M	1	0	1, 5, 2		1.0	1.0
107	106	0	@none	c	VII	V	@none	@none							m	1	0				
107	106	1/4	V7	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
108	107	0	@none	c	VII	V	@none	@none							m	1	0				
108	107	1/4	i64	c	VII	V	i64	i			64				m	1	0	1, 0, -3		0.0	1.0
109	108	0	@none	c	VII	V	@none	@none							m	1	0				
109	108	1/4	.Ger6	c	VII	V	Ger6	vii	Ger	o	65	b3	V		M	1	0	-4, 0, -3, 6		6.0	-4.0
110	109	0	@none	c	VII	V	@none	@none							m	1	0				
110	109	1/4	V\\	c	VII	V	V	V						\\	M	1	0	1, 5, 2		1.0	1.0
111	110	0	@none	c	VII	V	@none	@none							m	1	0				
111	110	1/4	V7	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
112	111	0	@none	c	VII	V	@none	@none							m	1	0				
112	111	1/4	i64	c	VII	V	i64	i			64				m	1	0	1, 0, -3		0.0	1.0
113	112	0	@none	c	VII	V	@none	@none							m	1	0				
113	112	1/4	.Ger6	c	VII	V	Ger6	vii	Ger	o	65	b3	V		M	1	0	-4, 0, -3, 6		6.0	-4.0
114	113	0	@none	c	VII	V	@none	@none							m	1	0				
114	113	1/4	V\\	c	VII	V	V	V						\\	M	1	0	1, 5, 2		1.0	1.0
115	114	0	@none	c	VII	V	@none	@none							m	1	0				
115	114	1/4	iv7	c	VII	V	iv7	iv			7				mm7	1	0	-1, -4, 0, -3		-1.0	-1.0
116	115	0	@none	c	VII	V	@none	@none							m	1	0				
116	115	1/4	V	c	VII	V	V	V							M	1	0	1, 5, 2		1.0	1.0
117	116	0	@none	c	VII	V	@none	@none							m	1	0				
117	116	1/4	iv7	c	VII	V	iv7	iv			7				mm7	1	0	-1, -4, 0, -3		-1.0	-1.0
118	117	0	V7]	c	VII	V	V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
