mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.25	0	7/16	3/4	2	1		a.i[i{	a	i	i	i	i						{	m	1	1	0, -3, 1		0	0
2	1	13/4	13/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
3	2	17/4	17/4	3.0	0	0	3/4	2	1		i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
4	3	29/4	29/4	1.0	0	0	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	33/4	33/4	1.0	1/4	1/4	3/4	2	1		V7(#2)	a	i	i	V7(#2)	V		7	#2				Mm7	1	1	1, 3, 2, -1		1	1
4	3	37/4	37/4	1.0	1/2	1/2	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	41/4	41/4	5.0	0	0	3/4	2	1		i|PAC}	a	i	i	i	i					PAC	}	m	1	1	0, -3, 1		0	0
5	4	11	11	0.0	3/16	3/16	3/4	2	1		{	a	i	i								{		1	1				
6	5	61/4	61/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
7	6	65/4	65/4	3.0	0	0	3/4	2	1		i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
8	7	77/4	77/4	1.0	0	0	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	81/4	81/4	1.0	1/4	1/4	3/4	2	1		V7(#2)	a	i	i	V7(#2)	V		7	#2				Mm7	1	1	1, 3, 2, -1		1	1
8	7	85/4	85/4	1.0	1/2	1/2	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	89/4	89/4	5.0	0	0	3/4	2	1		i|PAC	a	i	i	i	i					PAC		m	1	1	0, -3, 1		0	0
9	8	93/4	93/4	0.0	1/4	1/4	3/4	2	1		}	a	i	i								}		1	1				
9	8	24	24	0.0	7/16	7/16	3/4	2	1		{	a	i	i								{		1	1				
10	9	109/4	109/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
11	10	113/4	113/4	3.0	0	0	3/4	2	1		i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
12	11	125/4	125/4	1.0	0	0	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	129/4	129/4	1.0	1/4	1/4	3/4	2	1		V7(#2)	a	i	i	V7(#2)	V		7	#2				Mm7	1	1	1, 3, 2, -1		1	1
12	11	133/4	133/4	1.0	1/2	1/2	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	137/4	137/4	5.0	0	0	3/4	2	1		i|PAC}	a	i	i	i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	12	35	35	0.0	3/16	3/16	3/4	2	1		{	a	i	i								{		1	1				
14	13	157/4	157/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
15	14	161/4	161/4	3.0	0	0	3/4	2	1		i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
16	15	173/4	173/4	1.0	0	0	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	15	177/4	177/4	1.0	1/4	1/4	3/4	2	1		V7(#2)	a	i	i	V7(#2)	V		7	#2				Mm7	1	1	1, 3, 2, -1		1	1
16	15	181/4	181/4	1.0	1/2	1/2	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	185/4	185/4	2.0	0	0	3/4	2	1		i]|PAC}	a	i	i	i	i					PAC	}	m	1	1	0, -3, 1		0	0
17	16	193/4	193/4	3.0	1/2	1/2	3/4	2	1		III[I/III	a	i	III	I/III	I				III			M	1	1	-3, 1, -2		-3	-3
18	17	197/4	197/4	0.0	0	0	3/4	2	1		{	a	i	III								{		1	1				
18	17	205/4	205/4	1.0	1/2	1/2	3/4	2	1		VM7(#5)/III	a	i	III	VM7(#5)/III	V	M	7	#5	III			MM7	1	1	-2, 2, 6, 3		-2	-2
19	18	209/4	209/4	2.0	0	0	3/4	2	1		I/III	a	i	III	I/III	I				III			M	1	1	-3, 1, -2		-3	-3
19	18	217/4	217/4	1.0	1/2	1/2	3/4	2	1		VM7(#5)/III	a	i	III	VM7(#5)/III	V	M	7	#5	III			MM7	1	1	-2, 2, 6, 3		-2	-2
20	19	221/4	221/4	2.0	0	0	3/4	2	1		I/III	a	i	III	I/III	I				III			M	1	1	-3, 1, -2		-3	-3
20	19	229/4	229/4	1.0	1/2	1/2	3/4	2	1		V7/III	a	i	III	V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
21	20	233/4	233/4	2.0	0	0	3/4	2	1		I/III]|IAC	a	i	III	I/III	I				III	IAC		M	1	1	-3, 1, -2		-3	-3
21	20	237/4	237/4	0.0	1/4	1/4	3/4	2	1		}	a	i									}		1	1				
21	20	241/4	241/4	1.0	1/2	1/2	3/4	2	1		V7{	a	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
22	21	245/4	245/4	2.0	0	0	3/4	2	1		i[i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
22	21	253/4	253/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
23	22	257/4	257/4	3.0	0	0	3/4	2	1		i	a	i	i	i	i							m	1	1	0, -3, 1		0	0
24	23	269/4	269/4	1.0	0	0	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	23	273/4	273/4	1.0	1/4	1/4	3/4	2	1		V7(#2)	a	i	i	V7(#2)	V		7	#2				Mm7	1	1	1, 3, 2, -1		1	1
24	23	277/4	277/4	1.0	1/2	1/2	3/4	2	1		V7	a	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24	281/4	281/4	5.0	0	0	3/4	2	1		i|PAC}	a	i	i	i	i					PAC	}	m	1	1	0, -3, 1		0	0
25	24	71	71	0.0	3/16	3/16	3/4	2	1		{	a	i	i								{		1	1				
26	25	301/4	301/4	1.0	1/2	1/2	3/4	2	1		VM7	a	i	i	VM7	V	M	7					MM7	1	1	1, 5, 2, 6		1	1
