mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	3/4	2	1		Ab.I6{	Ab	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
2	1	1	1	0.75	0	0	3/4	2	1		viio7(4)	Ab	I		viio7(4)	vii	o	7	4				o7	0	0	5, 4, -1, -4		5	5
2	1	7/4	7/4	0.25	3/16	3/16	3/4	2	1		viio7	Ab	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
2	1	2	2	1.0	1/4	1/4	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
2	1	3	3	1.0	1/2	1/2	3/4	2	1		I64	Ab	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	2	4	4	0.75	0	0	3/4	2	1		viio7(4)	Ab	I		viio7(4)	vii	o	7	4				o7	0	0	5, 4, -1, -4		5	5
3	2	19/4	19/4	0.25	3/16	3/16	3/4	2	1		viio7	Ab	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
3	2	5	5	1.0	1/4	1/4	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
3	2	6	6	1.0	1/2	1/2	3/4	2	1		I64	Ab	I		I64	I		64					M	0	0	1, 0, 4		0	1
4	3	7	7	0.75	0	0	3/4	2	1		viio7(4)	Ab	I		viio7(4)	vii	o	7	4				o7	0	0	5, 4, -1, -4		5	5
4	3	31/4	31/4	0.25	3/16	3/16	3/4	2	1		viio7	Ab	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
4	3	8	8	1.0	1/4	1/4	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
4	3	9	9	1.0	1/2	1/2	3/4	2	1		I64	Ab	I		I64	I		64					M	0	0	1, 0, 4		0	1
5	4	10	10	0.75	0	0	3/4	2	1		V65(4)	Ab	I		V65(4)	V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
5	4	43/4	43/4	1.25	3/16	3/16	3/4	2	1		V65	Ab	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	12	12	1.0	1/2	1/2	3/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	13	13	0.75	0	0	3/4	2	1		viio7(4)	Ab	I		viio7(4)	vii	o	7	4				o7	0	0	5, 4, -1, -4		5	5
6	5	55/4	55/4	0.25	3/16	3/16	3/4	2	1		viio7	Ab	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
6	5	14	14	1.0	1/4	1/4	3/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
6	5	15	15	1.0	1/2	1/2	3/4	2	1		I64	Ab	I		I64	I		64					M	0	0	1, 0, 4		0	1
