mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	12.0	0	0	3/4	2	1		Bb.V{	Bb	I		V	V						{	M	0	0	1, 5, 2		1	1
5	5	12	11.0	0	0	3/4	2	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
8	8	23	1.0	1/2	1/2	3/4	2	1		I(13)	Bb	I		I(13)	I			13				M	0	0	0, 4, 1	3	0	0
9	9	24	2.0	0	0	3/4	2	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	26	1.0	1/2	1/2	3/4	2	1		V7(6)	Bb	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
10	10	27	2.0	0	0	3/4	2	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
10	10	29	1.0	1/2	1/2	3/4	2	1		I(13)	Bb	I		I(13)	I			13				M	0	0	0, 4, 1	3	0	0
11	11	30	2.0	0	0	3/4	2	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	32	1.0	1/2	1/2	3/4	2	1		V7(6)	Bb	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
12	12			0	0	3/4	2	1	1	I|PAC}	Bb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
14	12	33	3.0	0	0	3/4	2	1	2	I|PAC}	Bb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
15	13	36	1.0	0	0	3/4	2	1		V.I{	Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
15	13	37	1.0	1/4	1/4	3/4	2	1		I(7)	Bb	V		I(7)	I			7				M	0	0	0, 4, 1	5	0	0
15	13	38	3.0	1/2	1/2	3/4	2	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
16	14	41	1.0	1/2	1/2	3/4	2	1		I(13)	Bb	V		I(13)	I			13				M	0	0	0, 4, 1	3	0	0
17	15	42	1.0	0	0	3/4	2	1		V2/V	Bb	V		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
17	15	43	1.0	1/4	1/4	3/4	2	1		V2(9)/V	Bb	V		V2(9)/V	V		2	9	V			Mm7	0	0	0, 2, 6, 3	4	2	0
17	15	44	1.0	1/2	1/2	3/4	2	1		V2/V	Bb	V		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
18	16	45	2.0	0	0	3/4	2	1		I(974)	Bb	V		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
18	16	47	1.0	1/2	1/2	3/4	2	1		I}	Bb	V		I	I						}	M	0	0	0, 4, 1		0	0
19	17	48	11.0	0	0	3/4	2	1		I.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
22	20	59	1.0	1/2	1/2	3/4	2	1		I(13)	Bb	I		I(13)	I			13				M	0	0	0, 4, 1	3	0	0
23	21	60	2.0	0	0	3/4	2	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	21	62	1.0	1/2	1/2	3/4	2	1		V7(6)	Bb	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
24	22	63	2.0	0	0	3/4	2	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
24	22	65	1.0	1/2	1/2	3/4	2	1		I(13)	Bb	I		I(13)	I			13				M	0	0	0, 4, 1	3	0	0
25	23	66	2.0	0	0	3/4	2	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	23	68	1.0	1/2	1/2	3/4	2	1		V7(6)	Bb	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
26	24			0	0	3/4	2	1	1	I|PAC}	Bb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
