mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	22.0	0	0	3/4	2	1	Db.V{	Db	I		V		V						{	M	0	0	1, 5, 2		1	1
8	8	22	22	2.0	1/4	1/4	3/4	2	1	V7}	Db	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
9	9	24	24	1.0	0	0	3/4	2	1	I{	Db	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	25	25	1.0	1/4	1/4	3/4	2	1	I(#9#4)	Db	I		I(#9#4)		I			#9#4				M	0	0	0, 4, 6	9	0	0
9	9	26	26	1.0	1/2	1/2	3/4	2	1	I	Db	I		I		I							M	0	0	0, 4, 1		0	0
10	10	27	27	0.75	0	0	3/4	2	1	I(64)	Db	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
10	10	111/4	111/4	2.25	3/16	3/16	3/4	2	1	I	Db	I		I		I							M	0	0	0, 4, 1		0	0
11	11	30	30	0.75	0	0	3/4	2	1	IV(64)	Db	I		IV(64)		IV			64				M	0	0	-1, 5, 2		-1	-1
11	11	123/4	123/4	2.25	3/16	3/16	3/4	2	1	IV	Db	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	12	33	33	3.0	0	0	3/4	2	1	I	Db	I		I		I							M	0	0	0, 4, 1		0	0
13	13	36	36	0.75	0	0	3/4	2	1	iv(64)	Db	I		iv(64)		iv			64				m	0	0	-1, 5, 2		-1	-1
13	13	147/4	147/4	2.25	3/16	3/16	3/4	2	1	iv	Db	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
14	14	39	39	9.0	0	0	3/4	2	1	I}	Db	I		I		I						}	M	0	0	0, 4, 1		0	0
17	17	48	48	0.75	0	0	3/4	2	1	V7(9){	Db	I		V7(9)		V		7	9			{	Mm7	0	0	1, 5, 2, -1	3	1	1
17	17	195/4	195/4	0.25	3/16	3/16	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	49	49	1.0	1/4	1/4	3/4	2	1	V7(94)	Db	I		V7(94)		V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
17	17	50	50	1.0	1/2	1/2	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	51	51	1.0	0	0	3/4	2	1	I	Db	I		I		I							M	0	0	0, 4, 1		0	0
18	18	52	52	1.0	1/4	1/4	3/4	2	1	I(#9#4)	Db	I		I(#9#4)		I			#9#4				M	0	0	0, 4, 6	9	0	0
18	18	53	53	1.0	1/2	1/2	3/4	2	1	I	Db	I		I		I							M	0	0	0, 4, 1		0	0
19	19	54	54	1.0	0	0	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	55	55	1.0	1/4	1/4	3/4	2	1	V7(6)	Db	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
19	19	56	56	1.0	1/2	1/2	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	57	57	3.0	0	0	3/4	2	1	I|IAC}	Db	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
21	21	60	60	0.5	0	0	3/4	2	1	V7(b9){	Db	I		V7(b9)		V		7	b9			{	Mm7	0	0	1, 5, 2, -1	-4	1	1
21	21	121/2	121/2	0.5	1/8	1/8	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	61	61	1.0	1/4	1/4	3/4	2	1	V7(b94)	Db	I		V7(b94)		V		7	b94				Mm7	0	0	1, 0, 2, -1	-4	1	1
21	21	62	62	1.0	1/2	1/2	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	63	63	2.0	0	0	3/4	2	1	i	Db	I		i		i							m	0	0	0, -3, 1		0	0
22	22	65	65	2.0	1/2	1/2	3/4	2	1	V7(b9)	Db	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
23	23	67	67	1.0	1/4	1/4	3/4	2	1	V7(b6)	Db	I		V7(b6)		V		7	b6				Mm7	0	0	1, 5, -3, -1		1	1
23	23	68	68	1.0	1/2	1/2	3/4	2	1	V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	69	69	3.0	0	0	3/4	2	1	i|IAC}	Db	I		i		i					IAC	}	m	0	0	0, -3, 1		0	0
25	25	72	72	3.0	0	0	3/4	2	1	V7/bVII{	Db	I		V7/bVII		V		7		bVII		{	Mm7	0	0	-1, 3, 0, -3		-1	-1
26	26	75	75	3.0	0	0	3/4	2	1	V(64)/bVII	Db	I		V(64)/bVII		V			64	bVII			M	0	0	-1, -2, 2		-1	-1
