mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
30	30	0	0	3/4	1	1	i64	Ab	vi		i64	i		64				m	0	1	1, 0, -3		0	1
30	30	1/2	1/2	3/4	1	1	VI6	Ab	vi		VI6	VI		6				M	0	1	0, -3, -4		-4	0
31	31	1/4	1/4	3/4	1	1	ii6	Ab	vi		ii6	ii		6				m	0	1	-1, 3, 2		2	-1
31	31	1/2	1/2	3/4	1	1	V(9)	Ab	vi		V(9)	V			9			M	0	1	1, 5, 2	-4	1	1
32	32	0	0	3/4	1	1	VI	Ab	vi		VI	VI						M	0	1	-4, 0, -3		-4	-4
32	32	1/4	1/4	3/4	1	1	#ivo2	Ab	vi		#ivo2	#iv	o	2				o7	0	1	-3, 6, 3, 0		6	-3
32	32	1/2	1/2	3/4	1	1	V(#9#76)	Ab	vi		V(#9#76)	V			#9#76			M	0	1	1, 5, -3	3, 6	1	1
33	33	0	0	3/4	1	1	V	Ab	vi		V	V						M	0	1	1, 5, 2		1	1
33	33	5/8	5/8	3/4	1	1	V7	Ab	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
34	34	0	0	3/4	1	1	i	Ab	vi		i	i						m	0	1	0, -3, 1		0	0
34	34	1/2	1/2	3/4	1	1	#vio64	Ab	vi		#vio64	#vi	o	64				o	0	1	-3, 3, 0		3	-3
35	35	0	0	3/4	1	1	V64	Ab	vi		V64	V		64				M	0	1	2, 1, 5		1	2
35	35	1/2	1/2	3/4	1	1	V7(6)/V	Ab	vi		V7(6)/V	V		7	6	V		Mm7	0	1	2, 6, 5, 0		2	2
35	35	5/8	5/8	3/4	1	1	V7/V	Ab	vi		V7/V	V		7		V		Mm7	0	1	2, 6, 3, 0		2	2
36	36	0	0	3/4	1	1	V	Ab	vi		V	V						M	0	1	1, 5, 2		1	1
36	36	1/2	1/2	3/4	1	1	iv6/V	Ab	vi		iv6/V	iv		6		V		m	0	1	-3, 1, 0		0	-3
37	37	1/4	1/4	3/4	1	1	V64	Ab	vi		V64	V		64				M	0	1	2, 1, 5		1	2
37	37	1/2	1/2	3/4	1	1	iv6/V	Ab	vi		iv6/V	iv		6		V		m	0	1	-3, 1, 0		0	-3
38	38	0	0	3/4	1	1	V\\	Ab	vi		V	V					\\	M	0	1	1, 5, 2		1	1
40	40	0	0	3/4	1	1	.I.I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
41	41	0	0	3/4	1	1	V7	Ab	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
44	44	0	0	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
45	45	0	0	3/4	1	1	V7/vi	Ab	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
47	47	0	0	3/4	1	1	vi\\	Ab	I		vi	vi					\\	m	0	0	3, 0, 4		3	3
47	47	1/4	1/4	3/4	1	1	IV6(9)	Ab	I		IV6(9)	IV		6	9			M	0	0	3, 0, -1	1	-1	3
47	47	1/2	1/2	3/4	1	1	V6	Ab	I		V6	V		6				M	0	0	5, 2, 1		1	5
47	47	5/8	5/8	3/4	1	1	V65	Ab	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
48	48	0	0	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
49	49	0	0	3/4	1	1	V7	Ab	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
50	50	1/2	1/2	3/4	1	1	#viio7/vi	Ab	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
51	51	0	0	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
51	51	1/2	1/2	3/4	1	1	vi(#7)	Ab	I		vi(#7)	vi			#7			m	0	0	3, 0, 4	8	3	3
52	52	0	0	3/4	1	1	ii%43/vi	Ab	I		ii%43/vi	ii	%	43		vi		%7	0	0	-1, 3, 5, 2		5	-1
53	53	0	0	3/4	1	1	V7/vi	Ab	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
54	54	0	0	3/4	1	1	ii%43/vi	Ab	I		ii%43/vi	ii	%	43		vi		%7	0	0	-1, 3, 5, 2		5	-1
55	55	0	0	3/4	1	1	V/vi	Ab	I		V/vi	V				vi		M	0	0	4, 8, 5		4	4
56	56	0	0	3/4	1	1	V2	Ab	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
57	57	0	0	3/4	1	1	I6	Ab	I		I6	I		6				M	0	0	4, 1, 0		0	4
57	57	1/2	1/2	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
58	58	0	0	3/4	1	1	V(#4)	Ab	I		V(#4)	V			#4			M	0	0	1, 5, 7		1	1
58	58	1/8	1/8	3/4	1	1	V[V	Ab	I	V	V	V						M	0	0	1, 5, 2		1	1
58	58	1/4	1/4	3/4	1	1	V7/V	Ab	I	V	V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
58	58	1/2	1/2	3/4	1	1	V7]	Ab	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
59	59	0	0	3/4	1	1	I(4)	Ab	I		I(4)	I			4			M	0	0	0, -1, 1		0	0
59	59	1/8	1/8	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
59	59	1/4	1/4	3/4	1	1	I\\	Ab	I		I	I					\\	M	0	0	0, 4, 1		0	0
59	59	1/2	1/2	3/4	1	1	V7/IV	Ab	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
60	60	0	0	3/4	1	1	.IV.I	Ab	IV		I	I						M	0	0	0, 4, 1		0	0
60	60	1/2	1/2	3/4	1	1	IV	Ab	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
61	61	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
61	61	1/2	1/2	3/4	1	1	#vii%43/iii	Ab	IV		#vii%43/iii	#vii	%	43		iii		%7	0	0	3, 7, 9, 6		9	3
62	62	0	0	3/4	1	1	V[V7	Ab	IV	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
62	62	1/2	1/2	3/4	1	1	#viio/iii]	Ab	IV	V	#viio/iii	#vii	o			iii		o	0	0	9, 6, 3		9	9
63	63	0	0	3/4	1	1	I(6#4#2)	Ab	IV		I(6#4#2)	I			6#4#2			M	0	0	0, 9, 6, 3		0	0
63	63	1/2	1/2	3/4	1	1	I	Ab	IV		I	I						M	0	0	0, 4, 1		0	0
64	64	1/2	1/2	3/4	1	1	IV	Ab	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
65	65	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
65	65	1/2	1/2	3/4	1	1	#vii%43/iii	Ab	IV		#vii%43/iii	#vii	%	43		iii		%7	0	0	3, 7, 9, 6		9	3
66	66	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
66	66	1/4	1/4	3/4	1	1	V7(9)	Ab	IV		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
66	66	1/2	1/2	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	3/4	1	1	I(974)	Ab	IV		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
67	67	1/2	1/2	3/4	1	1	I\\	Ab	IV		I	I					\\	M	0	0	0, 4, 1		0	0
68	68	0	0	3/4	1	1	vi[vi	Ab	IV	vi	vi	vi						m	0	0	3, 0, 4		3	3
68	68	1/2	1/2	3/4	1	1	vi(+4)	Ab	IV	vi	vi(+4)	vi			+4			m	0	0	3, 0, 4	2	3	3
69	69	0	0	3/4	1	1	V7/vi	Ab	IV	vi	V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
70	70	0	0	3/4	1	1	vi	Ab	IV	vi	vi	vi						m	0	0	3, 0, 4		3	3
70	70	1/2	1/2	3/4	1	1	vi(9)]	Ab	IV	vi	vi(9)	vi			9			m	0	0	3, 0, 4	5	3	3
71	71	0	0	3/4	1	1	V/vi	Ab	IV		V/vi	V				vi		M	0	0	4, 8, 5		4	4
71	71	1/2	1/2	3/4	1	1	V7/vi	Ab	IV		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
72	72	0	0	3/4	1	1	vi[vi	Ab	IV	vi	vi	vi						m	0	0	3, 0, 4		3	3
72	72	1/2	1/2	3/4	1	1	vi(+4)	Ab	IV	vi	vi(+4)	vi			+4			m	0	0	3, 0, 4	2	3	3
73	73	0	0	3/4	1	1	V7/vi	Ab	IV	vi	V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
74	74	0	0	3/4	1	1	vi]	Ab	IV	vi	vi	vi						m	0	0	3, 0, 4		3	3
74	74	1/8	1/8	3/4	1	1	ii7	Ab	IV		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
74	74	1/2	1/2	3/4	1	1	ii7(6)	Ab	IV		ii7(6)	ii		7	6			mm7	0	0	2, -1, 5, 0		2	2
75	75	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	3/4	1	1	I	Ab	IV		I	I						M	0	0	0, 4, 1		0	0
76	76	1/2	1/2	3/4	1	1	IV	Ab	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
77	77	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
77	77	1/2	1/2	3/4	1	1	#vii%43/iii	Ab	IV		#vii%43/iii	#vii	%	43		iii		%7	0	0	3, 7, 9, 6		9	3
78	78	0	0	3/4	1	1	V[V7	Ab	IV	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
78	78	1/2	1/2	3/4	1	1	#viio/iii]	Ab	IV	V	#viio/iii	#vii	o			iii		o	0	0	9, 6, 3		9	9
79	79	0	0	3/4	1	1	I(6#4#2)	Ab	IV		I(6#4#2)	I			6#4#2			M	0	0	0, 9, 6, 3		0	0
79	79	1/2	1/2	3/4	1	1	I	Ab	IV		I	I						M	0	0	0, 4, 1		0	0
80	80	1/2	1/2	3/4	1	1	IV	Ab	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
81	81	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
81	81	1/2	1/2	3/4	1	1	#vii%43/iii	Ab	IV		#vii%43/iii	#vii	%	43		iii		%7	0	0	3, 7, 9, 6		9	3
82	82	0	0	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
82	82	1/4	1/4	3/4	1	1	V7(9)	Ab	IV		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
82	82	1/2	1/2	3/4	1	1	V7	Ab	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	83	0	0	3/4	1	1	I(974)	Ab	IV		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
83	83	1/2	1/2	3/4	1	1	I\\	Ab	IV		I	I					\\	M	0	0	0, 4, 1		0	0
84	84	0	0	3/4	1	1	I.I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
85	85	0	0	3/4	1	1	V7	Ab	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
88	88	0	0	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
89	89	0	0	3/4	1	1	V7/vi	Ab	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
91	91	0	0	3/4	1	1	vi\\	Ab	I		vi	vi					\\	m	0	0	3, 0, 4		3	3
91	91	1/4	1/4	3/4	1	1	IV6(9)	Ab	I		IV6(9)	IV		6	9			M	0	0	3, 0, -1	1	-1	3
91	91	1/2	1/2	3/4	1	1	V6	Ab	I		V6	V		6				M	0	0	5, 2, 1		1	5
91	91	5/8	5/8	3/4	1	1	V65	Ab	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
92	92	0	0	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
93	93	0	0	3/4	1	1	V7	Ab	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
94	94	1/2	1/2	3/4	1	1	#viio7/vi	Ab	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
95	95	0	0	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
95	95	1/2	1/2	3/4	1	1	vi(#7)	Ab	I		vi(#7)	vi			#7			m	0	0	3, 0, 4	8	3	3
96	96	0	0	3/4	1	1	ii%43/vi	Ab	I		ii%43/vi	ii	%	43		vi		%7	0	0	-1, 3, 5, 2		5	-1
97	97	0	0	3/4	1	1	V7/vi	Ab	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
98	98	0	0	3/4	1	1	ii%43/vi	Ab	I		ii%43/vi	ii	%	43		vi		%7	0	0	-1, 3, 5, 2		5	-1
99	99	0	0	3/4	1	1	V/vi	Ab	I		V/vi	V				vi		M	0	0	4, 8, 5		4	4
100	100	0	0	3/4	1	1	V2	Ab	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
101	101	0	0	3/4	1	1	I6	Ab	I		I6	I		6				M	0	0	4, 1, 0		0	4
101	101	1/2	1/2	3/4	1	1	vi	Ab	I		vi	vi						m	0	0	3, 0, 4		3	3
102	102	0	0	3/4	1	1	V(#4)	Ab	I		V(#4)	V			#4			M	0	0	1, 5, 7		1	1
102	102	1/8	1/8	3/4	1	1	V[V	Ab	I	V	V	V						M	0	0	1, 5, 2		1	1
102	102	1/4	1/4	3/4	1	1	V7/V	Ab	I	V	V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
102	102	1/2	1/2	3/4	1	1	V7]	Ab	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
103	103	0	0	3/4	1	1	I(4)	Ab	I		I(4)	I			4			M	0	0	0, -1, 1		0	0
103	103	1/8	1/8	3/4	1	1	I	Ab	I		I	I						M	0	0	0, 4, 1		0	0
103	103	1/4	1/4	3/4	1	1	I\\	Ab	I		I	I					\\	M	0	0	0, 4, 1		0	0
