mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	0.5	0	0	3/4	2	1	B.ii6{	B	I		ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1
1	1	1/2	1/2	0.5	1/8	1/8	3/4	2	1	ii	B	I		ii		ii							m	0	0	2, -1, 3		2	2
1	1	1	1	1.0	1/4	1/4	3/4	2	1	ii64	B	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
1	1	2	2	1.0	1/2	1/2	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	3	3	3.0	0	0	3/4	2	1	I	B	I		I		I							M	0	0	0, 4, 1		0	0
3	3	6	6	0.5	0	0	3/4	2	1	ii6/bVII	B	I		ii6/bVII		ii		6		bVII			m	0	0	-3, 1, 0		0	-3
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	ii/bVII	B	I		ii/bVII		ii				bVII			m	0	0	0, -3, 1		0	0
3	3	7	7	1.0	1/4	1/4	3/4	2	1	ii64/bVII	B	I		ii64/bVII		ii		64		bVII			m	0	0	1, 0, -3		0	1
3	3	8	8	1.0	1/2	1/2	3/4	2	1	V65/bVII	B	I		V65/bVII		V		65		bVII			Mm7	0	0	3, 0, -3, -1		-1	3
4	4	9	9	3.0	0	0	3/4	2	1	.bVII	B	I		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
5	5	12	12	0.5	0	0	3/4	2	1	ii6/bVI	B	I		ii6/bVI		ii		6		bVI			m	0	0	-5, -1, -2		-2	-5
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	ii/bVI	B	I		ii/bVI		ii				bVI			m	0	0	-2, -5, -1		-2	-2
5	5	13	13	1.0	1/4	1/4	3/4	2	1	ii64/bVI	B	I		ii64/bVI		ii		64		bVI			m	0	0	-1, -2, -5		-2	-1
