mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	4.0	0	1/2	3/4	2	1	b.i{		b	i		i		i						{	m	1	1	0, -3, 1		0	0
3	2	4	3.0	0	0	3/4	2	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	7	3.0	0	0	3/4	2	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
5	4	10	3.0	0	0	3/4	2	1	v		b	i		v		v							m	1	1	1, -2, 2		1	1
6	5	13	3.0	0	0	3/4	2	1	VI		b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
7	6	16	3.0	0	0	3/4	2	1	III		b	i		III		III							M	1	1	-3, 1, -2		-3	-3
8	7	19	1.0	0	0	3/4	2	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
8	7	20	1.0	1/4	1/4	3/4	2	1	ii%65(11)		b	i		ii%65(11)		ii	%	65	11				%7	1	1	-1, -4, 0, 2	1	2	-1
8	7	21	1.0	1/2	1/2	3/4	2	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	22	1.0	0	0	3/4	2	1	i}		b	i		i		i						}	m	1	1	0, -3, 1		0	0
9	8	23	5.0	1/4	1/4	3/4	2	1	i|PAC		b	i		i		i					PAC		m	1	1	0, -3, 1		0	0
9	8	49/2	0.0	5/8	5/8	3/4	2	1	{		b	i										{		1	1				
11	10	28	3.0	0	0	3/4	2	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	31	3.0	0	0	3/4	2	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
13	12	34	3.0	0	0	3/4	2	1	v		b	i		v		v							m	1	1	1, -2, 2		1	1
14	13	37	3.0	0	0	3/4	2	1	VI		b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
15	14	40	3.0	0	0	3/4	2	1	III		b	i		III		III							M	1	1	-3, 1, -2		-3	-3
16	15	43	1.0	0	0	3/4	2	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	15	44	1.0	1/4	1/4	3/4	2	1	ii%65(11)		b	i		ii%65(11)		ii	%	65	11				%7	1	1	-1, -4, 0, 2	1	2	-1
16	15	45	1.0	1/2	1/2	3/4	2	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	46	1.0	0	0	3/4	2	1	i}		b	i		i		i						}	m	1	1	0, -3, 1		0	0
