mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	2	1		g.V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	2	0	0	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	2	1/4	1/4	3/4	2	1		VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	0	0	3/4	2	1		V65/III	g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	0	0	3/4	2	1		III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	5	0	0	3/4	2	1		@none	g	i		@none	@none							m	1	1				
6	5	1/4	1/4	3/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	0	0	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
7	6	1/2	1/2	3/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	7	1/4	1/4	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	7	1/2	1/2	3/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	8	1/4	1/4	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	8	1/2	1/2	3/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	9	0	0	3/4	2	1		V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	10	0	0	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
11	10	1/4	1/4	3/4	2	1		VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
12	11	0	0	3/4	2	1		V65/III	g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
13	12	0	0	3/4	2	1		III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	13	0	0	3/4	2	1		@none	g	i		@none	@none							m	1	1				
14	13	1/4	1/4	3/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	0	0	3/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
15	14	1/2	1/2	3/4	2	1		ii65	g	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
16	15	0	0	3/4	2	1		V7(4)	g	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
16	15	1/4	1/4	3/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	0	0	3/4	2	1		i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
18	17	0	0	3/4	2	1		III.V7(94)	g	III		V7(94)	V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
19	18	0	0	3/4	2	1		V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
