mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	1/2	3/4	2	1	g#.V{		g#	i		V	V						{	M	1	1	1, 5, 2		1	1
2	1	2	2	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
2	1	3	3	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	2	4	4	5.0	0	0	3/4	2	1	i|PAC}		g#	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
3	2	6	6	0.0	1/2	1/2	3/4	2	1	{		g#	i									{		1	1				
4	3	9	9	1.0	1/2	1/2	3/4	2	1	i(6)	iv	g#	i		i(6)	i			6				m	1	1	0, -3, -4		0	0
5	4	10	10	4.0	0	0	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
6	5	14	14	1.0	1/4	1/4	3/4	2	1	ii%65		g#	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
6	5	15	15	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
7	6	17	17	1.0	1/4	1/4	3/4	2	1	iv		g#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	6	18	18	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
8	7	20	20	1.0	1/4	1/4	3/4	2	1	viio7/V		g#	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
8	7	21	21	1.0	1/2	1/2	3/4	2	1	V7		g#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	22	22	4.0	0	0	3/4	2	1	i|PAC		g#	i		i	i					PAC		m	1	1	0, -3, 1		0	0
10	9	26	26	1.0	1/4	1/4	3/4	2	1	ii%65		g#	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	9	27	27	2.0	1/2	1/2	3/4	2	1	i		g#	i		i	i							m	1	1	0, -3, 1		0	0
