mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
33	32	0	0	3/4	2	1	I|PAC}		D	V		I	I					PAC	}	M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.75	0.0
33	32	1/2	1/2	3/4	2	1	I.V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
34	33	0	0	3/4	2	1	I{		D	I		I	I						{	M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.375	2.875	0.11538461538461539
35	34	0	0	3/4	2	1	V7(6)		D	I		V7(6)	V		7	6				Mm7	0	0	3, 7, 6, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
35	34	1/4	1/4	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	10	0.16666666666666666	0.25	2.25	0.1
36	35	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
37	36	0	0	3/4	2	1	V|HC		D	I		V	V					HC		M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.5	0.0
37	36	1/2	1/2	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
38	37	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	11	0.21428571428571427	0.375	2.375	0.13636363636363635
39	38	0	0	3/4	2	1	ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	0.5	0.0
39	38	1/4	1/4	3/4	2	1	ii6		D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
40	39	0	0	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
41	40	0	0	3/4	2	1	I|PAC}		D	I		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	3	25	0.10714285714285714	0.375	6.375	0.05555555555555555
43	42	0	0	3/4	2	1	V7(6)		D	I		V7(6)	V		7	6				Mm7	0	0	3, 7, 6, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
43	42	1/4	1/4	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	10	0.16666666666666666	0.25	2.25	0.1
44	43	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
45	44	0	0	3/4	2	1	V|HC		D	I		V	V					HC		M	0	0	3, 7, 4		3.0	3.0	0	6	0.0	0.0	1.75	0.0
45	44	1/2	1/2	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
46	45	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	12	0.2	0.375	2.625	0.125
47	46	0	0	3/4	2	1	ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	0.5	0.0
47	46	1/4	1/4	3/4	2	1	ii6		D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
48	47	0	0	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
49	48	0	0	3/4	2	1	I|PAC}		D	I		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	3.0	0.0
50	49	0	0	3/4	2	1	bVI.I{		D	bVI		I	I						{	M	0	0	-2, 2, -1		-2.0	-2.0	1	7	0.125	0.25	1.75	0.125
50	49	1/2	1/2	3/4	2	1	I(#11)		D	bVI		I(#11)	I			#11				M	0	0	-2, 2, -1	4	-2.0	-2.0	0	5	0.0	0.0	1.25	0.0
51	50	0	0	3/4	2	1	V(94)		D	bVI		V(94)	V			94				M	0	0	-1, -2, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
51	50	1/4	1/4	3/4	2	1	V7		D	bVI		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	1	10	0.09090909090909091	0.125	2.375	0.05
52	51	0	0	3/4	2	1	I		D	bVI		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	1	9	0.1	0.25	2.0	0.1111111111111111
52	51	1/2	1/2	3/4	2	1	I(#11)		D	bVI		I(#11)	I			#11				M	0	0	-2, 2, -1	4	-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
53	52	0	0	3/4	2	1	V6(9)		D	bVI		V6(9)	V		6	9				M	0	0	3, 0, -1	1	-1.0	3.0	0	10	0.0	0.0	1.9375	0.0
53	52	1/2	1/2	3/4	2	1	V		D	bVI		V	V							M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.75	0.0
54	53	0	0	3/4	2	1	V7/V		D	bVI		V7/V	V		7		V			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	16	0.0	0.0	3.0625	0.0
55	54	0	0	3/4	2	1	V(4)		D	bVI		V(4)	V			4				M	0	0	-1, -2, 0		-1.0	-1.0	2	11	0.15384615384615385	0.125	1.625	0.07142857142857142
55	54	1/2	1/2	3/4	2	1	V		D	bVI		V	V							M	0	0	-1, 3, 0		-1.0	-1.0	0	4	0.0	0.0	1.0	0.0
56	55	0	0	3/4	2	1	V7(6)/V		D	bVI		V7(6)/V	V		7	6	V			Mm7	0	0	0, 4, 3, -2		0.0	0.0	2	11	0.15384615384615385	0.125	1.625	0.07142857142857142
56	55	1/2	1/2	3/4	2	1	V7/V		D	bVI		V7/V	V		7		V			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	1.0	0.0
57	56	0	0	3/4	2	1	V7(9)}		D	bVI		V7(9)	V		7	9			}	Mm7	0	0	-1, 3, 0, -3	1	-1.0	-1.0	2	11	0.15384615384615385	0.125	1.625	0.07142857142857142
57	56	1/2	1/2	3/4	2	1	V7|HC		D	bVI		V7	V		7			HC		Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	1.0	0.0
58	57	0	0	3/4	2	1	I{		D	bVI		I	I						{	M	0	0	-2, 2, -1		-2.0	-2.0	1	8	0.1111111111111111	0.25	1.75	0.125
58	57	1/2	1/2	3/4	2	1	I(#11)		D	bVI		I(#11)	I			#11				M	0	0	-2, 2, -1	4	-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
59	58	0	0	3/4	2	1	V6(b2)		D	bVI		V6(b2)	V		6	b2				M	0	0	3, 0, -6		-1.0	3.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
59	58	1/4	1/4	3/4	2	1	V6		D	bVI		V6	V		6					M	0	0	3, 0, -1		-1.0	3.0	3	8	0.2727272727272727	0.5625	1.9375	0.225
60	59	0	0	3/4	2	1	i		D	bVI		i	i							m	0	0	-2, -5, -1		-2.0	-2.0	1	8	0.1111111111111111	0.25	1.75	0.125
60	59	1/2	1/2	3/4	2	1	i(#11)		D	bVI		i(#11)	i			#11				m	0	0	-2, -5, -1	4	-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
61	60	0	0	3/4	2	1	V(74)/bIII		D	bVI		V(74)/bIII	V			74	bIII			M	0	0	-4, -5, -3	-6	-4.0	-4.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
61	60	1/4	1/4	3/4	2	1	V(64)/bIII		D	bVI		V(64)/bIII	V			64	bIII			M	0	0	-4, -5, -1		-4.0	-4.0	1	10	0.09090909090909091	0.0625	2.25	0.02702702702702703
62	61	0	0	3/4	2	1	V7/bIII		D	bVI		V7/bIII	V		7		bIII			Mm7	0	0	-4, 0, -3, -6		-4.0	-4.0	0	15	0.0	0.0	2.8125	0.0
63	62	0	0	3/4	2	1	bIII(4)		D	bVI		bIII(4)	bIII			4				M	0	0	-5, 1, -4		-5.0	-5.0	7	6	0.5384615384615384	0.9375	0.8125	0.5357142857142857
63	62	1/2	1/2	3/4	2	1	bIII		D	bVI		bIII	bIII							M	0	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	1.0	0.0
64	63	0	0	3/4	2	1	V7(6)/bIII		D	bVI		V7(6)/bIII	V		7	6	bIII			Mm7	0	0	-4, 0, -1, -6		-4.0	-4.0	2	11	0.15384615384615385	0.125	1.625	0.07142857142857142
64	63	1/2	1/2	3/4	2	1	V7/bIII		D	bVI		V7/bIII	V		7		bIII			Mm7	0	0	-4, 0, -3, -6		-4.0	-4.0	0	4	0.0	0.0	1.0	0.0
65	64	0	0	3/4	2	1	bIII(94)}		D	bVI		bIII(94)	bIII			94			}	M	0	0	-5, 1, -4	-3	-5.0	-5.0	4	8	0.3333333333333333	0.5	1.375	0.26666666666666666
65	64	1/2	1/2	3/4	2	1	bIII|PAC		D	bVI		bIII	bIII					PAC		M	0	0	-5, -1, -4		-5.0	-5.0	0	3	0.0	0.0	0.75	0.0
66	65	0	0	3/4	2	1	I.viio7/iii{		D	I		viio7/iii	vii	o	7		iii		{	o7	0	0	4, 1, -2, -5		4.0	4.0	15	0	1.0	3.1666666666666665	0.0	1.0
67	66	0	0	3/4	2	1	I6		D	I		I6	I		6					M	0	0	6, 3, 2		2.0	6.0	2	13	0.13333333333333333	0.25	2.9166666666666665	0.07894736842105264
68	67	0	0	3/4	2	1	viio7/iii		D	I		viio7/iii	vii	o	7		iii			o7	0	0	4, 1, -2, -5		4.0	4.0	15	0	1.0	3.1666666666666665	0.0	1.0
69	68	0	0	3/4	2	1	I6		D	I		I6	I		6					M	0	0	6, 3, 2		2.0	6.0	2	13	0.13333333333333333	0.25	2.9166666666666665	0.07894736842105264
70	69	0	0	3/4	2	1	V7/V		D	I		V7/V	V		7		V			Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	15	0.0	0.0	3.1666666666666665	0.0
71	70	0	0	3/4	2	1	V(4)		D	I		V(4)	V			4				M	0	0	3, 2, 4		3.0	3.0	0	13	0.0	0.0	2.9166666666666665	0.0
71	70	5/8	5/8	3/4	2	1	V		D	I		V	V							M	0	0	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
72	71	0	0	3/4	2	1	V7/V		D	I		V7/V	V		7		V			Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	15	0.0	0.0	3.1666666666666665	0.0
73	72	0	0	3/4	2	1	V(4)}	1.0	D	I		V(4)	V			4			}	M	0	0	3, 2, 4		3.0	3.0	0	13	0.0	0.0	2.9166666666666665	0.0
73	72	5/8	5/8	3/4	2	1	V	1.0	D	I		V	V							M	0	0	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
74	72	0	0	3/4	2	1	V7(4)}	2.0	D	I		V7(4)	V		7	4			}	Mm7	0	0	3, 2, 4, 1		3.0	3.0	1	13	0.07142857142857142	0.25	2.7916666666666665	0.08219178082191782
74	72	5/8	5/8	3/4	2	1	V7	2.0	D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	1	0.0	0.0	0.125	0.0
75	73	0	0	3/4	2	1	I{		D	I		I	I						{	M	0	0	2, 6, 3		2.0	2.0	3	12	0.2	0.375	2.625	0.125
76	74	0	0	3/4	2	1	V7(6)		D	I		V7(6)	V		7	6				Mm7	0	0	3, 7, 6, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
76	74	1/4	1/4	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	10	0.16666666666666666	0.25	2.25	0.1
77	75	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
78	76	0	0	3/4	2	1	V|HC		D	I		V	V					HC		M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.5	0.0
78	76	1/2	1/2	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
79	77	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	11	0.21428571428571427	0.375	2.375	0.13636363636363635
80	78	0	0	3/4	2	1	ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	0.5	0.0
80	78	1/4	1/4	3/4	2	1	ii6		D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
81	79	0	0	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
82	80	0	0	3/4	2	1	I|PAC}		D	I		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	3	25	0.10714285714285714	0.375	6.375	0.05555555555555555
84	82	0	0	3/4	2	1	V7(6)		D	I		V7(6)	V		7	6				Mm7	0	0	3, 7, 6, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
84	82	1/4	1/4	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	10	0.16666666666666666	0.25	2.25	0.1
85	83	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
86	84	0	0	3/4	2	1	V|HC		D	I		V	V					HC		M	0	0	3, 7, 4		3.0	3.0	0	6	0.0	0.0	1.75	0.0
86	84	1/2	1/2	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
87	85	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	12	0.2	0.375	2.625	0.125
88	86	0	0	3/4	2	1	ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	0.5	0.0
88	86	1/4	1/4	3/4	2	1	ii6		D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
89	87	0	0	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
90	88	0	0	3/4	2	1	I|PAC}		D	I		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	3.0	0.0
91	89	0	0	3/4	2	1	V.I{		D	V		I	I						{	M	0	0	3, 7, 4		3.0	3.0	3	12	0.2	0.375	2.625	0.125
92	90	0	0	3/4	2	1	V7(6)		D	V		V7(6)	V		7	6				Mm7	0	0	4, 8, 7, 2		4.0	4.0	0	4	0.0	0.0	0.5	0.0
92	90	1/4	1/4	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	8	0.2	0.25	1.75	0.125
93	91	0	0	3/4	2	1	I		D	V		I	I							M	0	0	3, 7, 4		3.0	3.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
94	92	0	0	3/4	2	1	V|HC		D	V		V	V					HC		M	0	0	4, 8, 5		4.0	4.0	0	5	0.0	0.0	1.5	0.0
94	92	1/2	1/2	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	4	0.0	0.0	1.0	0.0
95	93	0	0	3/4	2	1	I		D	V		I	I							M	0	0	3, 7, 4		3.0	3.0	3	11	0.21428571428571427	0.375	2.375	0.13636363636363635
96	94	0	0	3/4	2	1	ii6(2)		D	V		ii6(2)	ii		6	2				m	0	0	2, 6, 7		5.0	2.0	0	4	0.0	0.0	0.5	0.0
96	94	1/4	1/4	3/4	2	1	ii6		D	V		ii6	ii		6					m	0	0	2, 6, 5		5.0	2.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
97	95	0	0	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
98	96	0	0	3/4	2	1	I|PAC}		D	V		I	I					PAC	}	M	0	0	3, 7, 4		3.0	3.0	3	25	0.10714285714285714	0.375	6.375	0.05555555555555555
100	98	0	0	3/4	2	1	V7(6)		D	V		V7(6)	V		7	6				Mm7	0	0	4, 8, 7, 2		4.0	4.0	0	4	0.0	0.0	0.5	0.0
100	98	1/4	1/4	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	8	0.2	0.25	1.75	0.125
101	99	0	0	3/4	2	1	I		D	V		I	I							M	0	0	3, 7, 4		3.0	3.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
102	100	0	0	3/4	2	1	V|HC		D	V		V	V					HC		M	0	0	4, 8, 5		4.0	4.0	0	5	0.0	0.0	1.5	0.0
102	100	1/2	1/2	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	4	0.0	0.0	1.0	0.0
103	101	0	0	3/4	2	1	I		D	V		I	I							M	0	0	3, 7, 4		3.0	3.0	3	12	0.2	0.375	2.625	0.125
104	102	0	0	3/4	2	1	ii6(2)		D	V		ii6(2)	ii		6	2				m	0	0	2, 6, 7		5.0	2.0	0	4	0.0	0.0	0.5	0.0
104	102	1/4	1/4	3/4	2	1	ii6		D	V		ii6	ii		6					m	0	0	2, 6, 5		5.0	2.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
105	103	0	0	3/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
106	104	0	0	3/4	2	1	I|PAC}		D	V		I	I					PAC	}	M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.75	0.0
106	104	1/2	1/2	3/4	2	1	I.V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
107	105	0	0	3/4	2	1	I{		D	I		I	I						{	M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.375	2.875	0.11538461538461539
108	106	0	0	3/4	2	1	V7(6)		D	I		V7(6)	V		7	6				Mm7	0	0	3, 7, 6, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
108	106	1/4	1/4	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	10	0.16666666666666666	0.25	2.25	0.1
109	107	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	13	0.1875	0.3333333333333333	2.6666666666666665	0.1111111111111111
110	108	0	0	3/4	2	1	V|HC		D	I		V	V					HC		M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.5	0.0
110	108	1/2	1/2	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	1.0	0.0
111	109	0	0	3/4	2	1	I		D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	3	11	0.21428571428571427	0.375	2.375	0.13636363636363635
112	110	0	0	3/4	2	1	ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	0.5	0.0
112	110	1/4	1/4	3/4	2	1	ii6		D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
113	111	0	0	3/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	12	0.14285714285714285	0.20833333333333334	2.2916666666666665	0.08333333333333334
