mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	g.V7{				g	i		V7	V		7				{	Mm7	1	1	2, 6, 3, 0		2	2	1	11	0.08333333333333333	0.125	2.625	0.045454545454545456
3	2	0	0	3/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	1.5	0.0
3	2	1/2	1/2	3/4	2	1	VI6				g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	1	4	0.2	0.125	0.875	0.125
4	3	0	0	3/4	2	1	V65/III				g	i		V65/III	V		65		III			Mm7	1	1	3, 0, -3, -1		-1	3	1	11	0.08333333333333333	0.125	2.375	0.05
5	4	0	0	3/4	2	1	III				g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	10	0.0	0.0	2.25	0.0
6	5	0	0	3/4	2	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	2	9	0.18181818181818182	0.125	2.125	0.05555555555555555
7	6	0	0	3/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	2	5	0.2857142857142857	0.125	1.125	0.1
7	6	1/2	1/2	3/4	2	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	8	0.1111111111111111	0.125	1.875	0.0625
8	7	1/4	1/4	3/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
8	7	1/2	1/2	3/4	2	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	8	0.1111111111111111	0.125	1.875	0.0625
9	8	1/4	1/4	3/4	2	1	i}				g	i		i	i						}	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
9	8	1/2	1/2	3/4	2	1	iv{				g	i		iv	iv						{	m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	1.0	0.0
10	9	0	0	3/4	2	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	9	0.1	0.125	2.125	0.05555555555555555
11	10	0	0	3/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	1.5	0.0
