mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	.b.V{		b	i		V		V						{	M	1	1	6, 10, 7		6.0	6.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	2	1	i[i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
2	1	1/4	1/4	3/4	2	1	iv64		b	i	i	iv64		iv		64					m	1	1	5, 4, 1		4.0	5.0	1	8	0.1111111111111111	0.125	1.875	0.0625
3	2	0	0	3/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
4	3	0	0	3/4	2	1	V7		b	i	i	V7		V		7					Mm7	1	1	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.5	2.0	0.2
5	4	0	0	3/4	2	1	i]		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
6	5	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	1	10	0.09090909090909091	0.25	2.25	0.1
7	6	0	0	3/4	2	1	v		b	i		v		v							m	1	1	6, 3, 7		6.0	6.0	0	6	0.0	0.0	1.375	0.0
8	7	0	0	3/4	2	1	V/v		b	i		V/v		V				v			M	1	1	7, 11, 8		7.0	7.0	2	2	0.5	0.375	0.375	0.5
9	8	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	3, 7, 6		6.0	3.0	0	2	0.0	0.0	0.75	0.0
10	9	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.25	0.0
10	9	1/4	1/4	3/4	2	1	V(64)/v		b	i		V(64)/v		V			64	v			M	1	1	7, 6, 3		7.0	7.0	0	4	0.0	0.0	1.0	0.0
11	10	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.0	0.0
11	10	1/8	1/8	3/4	2	1	V(64)/v		b	i		V(64)/v		V			64	v			M	1	1	7, 6, 3		7.0	7.0	0	6	0.0	0.0	1.25	0.0
12	11	0	0	3/4	2	1	V7/V		b	i		V7/V		V		7		V			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.25	0.0
12	11	1/4	1/4	3/4	2	1	V(64)/V		b	i		V(64)/V		V			64	V			M	1	1	7, 6, 10		7.0	7.0	0	4	0.0	0.0	1.0	0.0
13	12	0	0	3/4	2	1	V/V		b	i		V/V		V				V			M	1	1	7, 11, 8		7.0	7.0	1	2	0.3333333333333333	0.125	0.375	0.25
13	12	1/8	1/8	3/4	2	1	V(64)/V		b	i		V(64)/V		V			64	V			M	1	1	7, 6, 10		7.0	7.0	0	2	0.0	0.0	0.5	0.0
13	12	1/4	1/4	3/4	2	1	V|HC}		b	i		V		V					HC	}	M	1	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	1.0	0.0
14	13	0	0	3/4	2	1	i[i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
14	13	1/4	1/4	3/4	2	1	iv64		b	i	i	iv64		iv		64					m	1	1	5, 4, 1		4.0	5.0	1	8	0.1111111111111111	0.125	1.875	0.0625
15	14	0	0	3/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
16	15	0	0	3/4	2	1	V7		b	i	i	V7		V		7					Mm7	1	1	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.5	2.0	0.2
17	16	0	0	3/4	2	1	i]		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	6	0.0	0.0	1.5	0.0
17	16	1/2	1/2	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.0	0.0
18	17	1/4	1/4	3/4	2	1	.bII6		b	i		bII6		bII		6					M	1	1	4, 1, 0		0.0	4.0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
18	17	1/2	1/2	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	1	3	0.25	0.125	0.625	0.16666666666666666
19	18	0	0	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	9	0.0	0.0	2.0	0.0
19	18	1/2	1/2	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
20	19	0	0	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	0.75	0.0
20	19	1/4	1/4	3/4	2	1	.bII6		b	i		bII6		bII		6					M	1	1	4, 1, 0		0.0	4.0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
20	19	1/2	1/2	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	1	3	0.25	0.125	0.625	0.16666666666666666
21	20	0	0	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	9	0.0	0.0	2.0	0.0
21	20	1/2	1/2	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
22	21	0	0	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.0	0.0
22	21	1/4	1/4	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
22	21	1/2	1/2	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.0	0.0
23	22	0	0	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
23	22	1/4	1/4	3/4	2	1	V43/bII		b	i		V43/bII		V		43		bII			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.0	0.0
23	22	1/2	1/2	3/4	2	1	.bII		b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
24	23	0	0	3/4	2	1	V/bII	VI	b	i		V/bII		V				bII			M	1	1	1, 5, 2		1.0	1.0	0	2	0.0	0.0	1.5	0.0
25	24	0	0	3/4	2	1	V}		b	i		V		V						}	M	1	1	6, 10, 7		6.0	6.0	0	2	0.0	0.0	1.5	0.0
26	25	0	0	3/4	2	1	i[i{		b	i	i	i		i						{	m	1	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.75	0.0
26	25	1/4	1/4	3/4	2	1	iv64		b	i	i	iv64		iv		64					m	1	1	5, 4, 1		4.0	5.0	1	8	0.1111111111111111	0.125	1.875	0.0625
27	26	0	0	3/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
28	27	0	0	3/4	2	1	V7		b	i	i	V7		V		7					Mm7	1	1	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.5	2.0	0.2
29	28	0	0	3/4	2	1	i]		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
30	29	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	1	10	0.09090909090909091	0.25	2.25	0.1
31	30	0	0	3/4	2	1	v		b	i		v		v							m	1	1	6, 3, 7		6.0	6.0	0	6	0.0	0.0	1.375	0.0
32	31	0	0	3/4	2	1	V/v		b	i		V/v		V				v			M	1	1	7, 11, 8		7.0	7.0	2	2	0.5	0.375	0.375	0.5
33	32	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	3, 7, 6		6.0	3.0	0	2	0.0	0.0	0.75	0.0
34	33	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.25	0.0
34	33	1/4	1/4	3/4	2	1	V(64)/v		b	i		V(64)/v		V			64	v			M	1	1	7, 6, 3		7.0	7.0	0	4	0.0	0.0	1.0	0.0
35	34	0	0	3/4	2	1	V7/v		b	i		V7/v		V		7		v			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.0	0.0
35	34	1/8	1/8	3/4	2	1	V(64)/v		b	i		V(64)/v		V			64	v			M	1	1	7, 6, 3		7.0	7.0	0	6	0.0	0.0	1.25	0.0
36	35	0	0	3/4	2	1	V7/V		b	i		V7/V		V		7		V			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	3	0.0	0.0	1.25	0.0
36	35	1/4	1/4	3/4	2	1	V(64)/V		b	i		V(64)/V		V			64	V			M	1	1	7, 6, 10		7.0	7.0	0	4	0.0	0.0	1.0	0.0
37	36	0	0	3/4	2	1	V/V		b	i		V/V		V				V			M	1	1	7, 11, 8		7.0	7.0	1	2	0.3333333333333333	0.125	0.375	0.25
37	36	1/8	1/8	3/4	2	1	V(64)/V		b	i		V(64)/V		V			64	V			M	1	1	7, 6, 10		7.0	7.0	0	2	0.0	0.0	0.5	0.0
37	36	1/4	1/4	3/4	2	1	V|HC}		b	i		V		V					HC	}	M	1	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	1.0	0.0
38	37	0	0	3/4	2	1	i[i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
38	37	1/4	1/4	3/4	2	1	iv64		b	i	i	iv64		iv		64					m	1	1	5, 4, 1		4.0	5.0	1	8	0.1111111111111111	0.125	1.875	0.0625
39	38	0	0	3/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	2.5	0.0
40	39	0	0	3/4	2	1	V7		b	i	i	V7		V		7					Mm7	1	1	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.5	2.0	0.2
