mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	c#.v{	c#	i		v		v						{	m	1	1	8, 5, 9		8.0	8.0	1	5	0.16666666666666666	0.125	0.875	0.125
3	2	0	0	3/4	2	1	V/V	c#	i		V/V		V				V			M	1	1	9, 13, 10		9.0	9.0	0	2	0.0	0.0	0.25	0.0
3	2	1/4	1/4	3/4	2	1	V	c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	0	3	0.0	0.0	0.875	0.0
3	2	5/8	5/8	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	1	0.0	0.0	0.125	0.0
4	3	0	0	3/4	2	1	V(64)	c#	i		V(64)		V			64				M	1	1	8, 7, 4		8.0	8.0	2	5	0.2857142857142857	0.25	2.0	0.1111111111111111
5	4	0	0	3/4	2	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	1.25	0.0
5	4	1/4	1/4	3/4	2	1	V	c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	0	3	0.0	0.0	1.125	0.0
5	4	5/8	5/8	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	1	0.0	0.0	0.125	0.0
6	5	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	0	4	0.0	0.0	1.0	0.0
6	5	1/4	1/4	3/4	2	1	iio	c#	i		iio		ii	o						o	1	1	9, 6, 3		9.0	9.0	1	3	0.25	0.125	0.375	0.25
7	6	0	0	3/4	2	1	iio/v	c#	i		iio/v		ii	o			v			o	1	1	10, 7, 4		10.0	10.0	0	2	0.0	0.0	0.25	0.0
7	6	1/4	1/4	3/4	2	1	V/v	c#	i		V/v		V				v			M	1	1	9, 13, 10		9.0	9.0	0	3	0.0	0.0	0.875	0.0
7	6	5/8	5/8	3/4	2	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	9, 13, 10, 7		9.0	9.0	0	1	0.0	0.0	0.125	0.0
8	7	0	0	3/4	2	1	V(64)/v	c#	i		V(64)/v		V			64	v			M	1	1	9, 8, 5		9.0	9.0	2	5	0.2857142857142857	0.25	2.0	0.1111111111111111
9	8	0	0	3/4	2	1	ii%7/v	c#	i		ii%7/v		ii	%	7		v			%7	1	1	10, 7, 4, 8		10.0	10.0	0	4	0.0	0.0	1.25	0.0
9	8	1/4	1/4	3/4	2	1	V/v	c#	i		V/v		V				v			M	1	1	9, 13, 10		9.0	9.0	0	3	0.0	0.0	1.125	0.0
9	8	5/8	5/8	3/4	2	1	V7/v	c#	i		V7/v		V		7		v			Mm7	1	1	9, 13, 10, 7		9.0	9.0	0	1	0.0	0.0	0.125	0.0
10	9	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	6	11	0.35294117647058826	0.625	1.875	0.25
11	10	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	3, 7, 6		6.0	3.0	1	4	0.2	0.125	0.875	0.125
12	11	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	6	15	0.2857142857142857	0.625	3.125	0.16666666666666666
13	12	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	3, 7, 6		6.0	3.0	1	4	0.2	0.125	0.875	0.125
14	13	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	27	0.0	0.0	6.0	0.0
