mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
15	14	0	0	3/4	2	1	.bII		a	i		bII		bII							M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.5	0.0
16	15	0	0	3/4	2	1	V7(4)		a	i		V7(4)		V		7	4				Mm7	1	1	4, 3, 5, 2		4	4	0	1	0.0	0.0	0.1875	0.0
16	15	3/16	3/16	3/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	9	0.0	0.0	2.0625	0.0
17	16	0	0	3/4	2	1	i|PAC}		a	i		i		i					PAC	}	m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.25	1.5	0.14285714285714285
19	17	0	0	3/4	2	1	iii.Ger6		a	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4	2	9	0.18181818181818182	0.1875	2.0625	0.08333333333333333
20	18	0	0	3/4	2	1	V(#764)		a	iii		V(#764)		V			#764				M	1	1	1, 0, -3	6	1	1	0	4	0.0	0.0	1.25	0.0
20	18	1/2	1/2	3/4	2	1	V		a	iii		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
21	19	0	0	3/4	2	1	Ger6		a	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4	2	9	0.18181818181818182	0.1875	2.0625	0.08333333333333333
22	20	0	0	3/4	2	1	ii%65/III		a	iii		ii%65/III		ii	%	65		III			%7	1	1	-4, -7, -3, -1		-1	-4	0	4	0.0	0.0	1.25	0.0
22	20	1/2	1/2	3/4	2	1	V2/III		a	iii		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	1.0	0.0
23	21	0	0	3/4	2	1	III6(2)		a	iii		III6(2)		III		6	2				M	1	1	1, -2, -1		-3	1	0	4	0.0	0.0	1.25	0.0
23	21	1/2	1/2	3/4	2	1	#viio43/ii		a	iii		#viio43/ii		#vii	o	43		ii			o7	1	1	1, -2, 7, 4		7	1	0	4	0.0	0.0	1.0	0.0
24	22	0	0	3/4	2	1	V2/ii		a	iii		V2/ii		V		2		ii			Mm7	1	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	1.25	0.0
24	22	1/2	1/2	3/4	2	1	viio7/V		a	iii		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	0	4	0.0	0.0	1.0	0.0
25	23	0	0	3/4	2	1	#viio43(4)		a	iii		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1	0	4	0.0	0.0	1.25	0.0
25	23	1/2	1/2	3/4	2	1	#viio43		a	iii		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	0	4	0.0	0.0	1.0	0.0
26	24	0	0	3/4	2	1	i.ii%7/iv		a	i		ii%7/iv		ii	%	7		iv			%7	1	1	4, 1, -2, 2		4	4	0	5	0.0	0.0	1.25	0.0
26	24	1/2	1/2	3/4	2	1	V43/iv}{		a	i		V43/iv		V		43		iv		}{	Mm7	1	1	4, 1, 3, 7		3	4	0	5	0.0	0.0	1.0	0.0
27	25	0	0	3/4	2	1	iv		a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	12	0.07692307692307693	0.125	2.875	0.041666666666666664
28	26	0	0	3/4	2	1	i(6)		a	i		i(6)		i			6				m	1	1	3, 0, -1		3	3	0	4	0.0	0.0	1.25	0.0
28	26	1/2	1/2	3/4	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	1.0	0.0
29	27	0	0	3/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	2	12	0.14285714285714285	0.25	2.0	0.1111111111111111
30	28	0	0	3/4	2	1	VI(6)		a	i		VI(6)		VI			6				M	1	1	-1, 3, 2		-1	-1	0	4	0.0	0.0	1.25	0.0
30	28	1/2	1/2	3/4	2	1	VI		a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
31	29	0	0	3/4	2	1	V7/bII		a	i		V7/bII		V		7		bII			Mm7	1	1	-1, 3, 0, -3		-1	-1	2	9	0.18181818181818182	0.3333333333333333	1.9166666666666667	0.14814814814814814
32	30	0	0	3/4	2	1	bII		a	i		bII		bII							M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.5	0.0
33	31	0	0	3/4	2	1	V7(4)		a	i		V7(4)		V		7	4				Mm7	1	1	4, 3, 5, 2		4	4	0	1	0.0	0.0	0.1875	0.0
33	31	3/16	3/16	3/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	9	0.0	0.0	2.0625	0.0
34	32	0	0	3/4	2	1	i|PAC}	1	a	i		i		i					PAC	}	m	1	1	3, 0, 4		3	3	0	5	0.0	0.0	1.5	0.0
35	32	0	0	3/4	2	1	I.I|PAC}	2	a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	9	0.0	0.0	2.75	0.0
36	33	0	0	3/4	2	1	V7/IV{		a	I		V7/IV		V		7		IV		{	Mm7	1	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.9375	0.0
36	33	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
36	33	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
37	34	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.75	0.0
37	34	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
37	34	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
38	35	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.75	0.0
38	35	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
38	35	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
39	36	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
39	36	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
39	36	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
40	37	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	0	7	0.0	0.0	0.75	0.0
40	37	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
40	37	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
41	38	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
41	38	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
41	38	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
42	39	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
42	39	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
42	39	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
43	40	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
43	40	1/4	1/4	3/4	2	1	I}		a	I		I		I						}	M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	1.5	0.0
44	41	0	0	3/4	2	1	i/vi{		a	I		i/vi		i				vi		{	m	1	0	6, 3, 7		6	6	0	7	0.0	0.0	1.3125	0.0
44	41	1/4	1/4	3/4	2	1	ii%2/vi		a	I		ii%2/vi		ii	%	2		vi			%7	1	0	6, 8, 5, 2		8	6	0	6	0.0	0.0	1.5	0.0
45	42	0	0	3/4	2	1	i/vi		a	I		i/vi		i				vi			m	1	0	6, 3, 7		6	6	3	7	0.3	0.25	1.25	0.16666666666666666
45	42	1/4	1/4	3/4	2	1	ii%2/vi		a	I		ii%2/vi		ii	%	2		vi			%7	1	0	6, 8, 5, 2		8	6	0	6	0.0	0.0	1.5	0.0
46	43	0	0	3/4	2	1	i/vi		a	I		i/vi		i				vi			m	1	0	6, 3, 7		6	6	0	7	0.0	0.0	1.3125	0.0
46	43	1/4	1/4	3/4	2	1	ii%2/vi		a	I		ii%2/vi		ii	%	2		vi			%7	1	0	6, 8, 5, 2		8	6	0	6	0.0	0.0	1.5	0.0
47	44	0	0	3/4	2	1	i/vi		a	I		i/vi		i				vi			m	1	0	6, 3, 7		6	6	3	22	0.12	0.25	4.0625	0.057971014492753624
48	45	1/4	1/4	3/4	2	1	ii%2/vi		a	I		ii%2/vi		ii	%	2		vi			%7	1	0	6, 8, 5, 2		8	6	0	6	0.0	0.0	1.5	0.0
49	46	0	0	3/4	2	1	i/vi		a	I		i/vi		i				vi			m	1	0	6, 3, 7		6	6	3	7	0.3	0.25	1.25	0.16666666666666666
49	46	1/4	1/4	3/4	2	1	ii%2/vi		a	I		ii%2/vi		ii	%	2		vi			%7	1	0	6, 8, 5, 2		8	6	0	6	0.0	0.0	1.5	0.0
50	47	0	0	3/4	2	1	i/vi		a	I		i/vi		i				vi			m	1	0	6, 3, 7		6	6	0	4	0.0	0.0	0.75	0.0
50	47	1/8	1/8	3/4	2	1	V43/V		a	I		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.25	0.0
50	47	1/4	1/4	3/4	2	1	V[V|HC		a	I	V	V		V					HC		M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	2.0	0.0
51	48	0	0	3/4	2	1	V(64)		a	I	V	V(64)		V			64				M	1	0	4, 3, 7		4	4	0	4	0.0	0.0	0.75	0.0
51	48	1/8	1/8	3/4	2	1	V7/V		a	I	V	V7/V		V		7		V			Mm7	1	0	5, 9, 6, 3		5	5	0	2	0.0	0.0	0.25	0.0
51	48	1/4	1/4	3/4	2	1	V}		a	I	V	V		V						}	M	1	0	4, 8, 5		4	4	1	4	0.2	0.0	1.875	0.0
51	48	5/8	5/8	3/4	2	1	V7]		a	I	V	V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.125	0.0
52	49	0	0	3/4	2	1	V7/IV{		a	I		V7/IV		V		7		IV		{	Mm7	1	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.6875	0.0
52	49	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
52	49	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
53	50	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.75	0.0
53	50	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
53	50	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
54	51	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.75	0.0
54	51	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
54	51	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
55	52	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
55	52	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
55	52	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
56	53	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	0	7	0.0	0.0	0.75	0.0
56	53	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
56	53	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
57	54	0	0	3/4	2	1	V7		a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
57	54	1/4	1/4	3/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
57	54	1/2	1/2	3/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
58	55	0	0	3/4	2	1	V7/IV		a	I		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
58	55	1/4	1/4	3/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
58	55	1/2	1/2	3/4	2	1	iio6		a	I		iio6		ii	o	6					o	1	0	2, -1, 5		5	2	0	3	0.0	0.0	0.75	0.0
59	56	0	0	3/4	2	1	V7	1	a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
59	56	1/4	1/4	3/4	2	1	I|PAC}	1	a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	1.5	0.0
60	56	0	0	3/4	2	1	V7	2	a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
60	56	1/4	1/4	3/4	2	1	I|PAC}	2	a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
