mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	2	1	G.I{		G	I		I	I						{	M	0	0	1, 5, 2		1	1	3	14	0.17647058823529413	0.3125	3.0	0.09433962264150944
3	2	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.25	0.0
3	2	1/4	1/4	3/4	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	1	11	0.08333333333333333	0.125	2.3125	0.05128205128205128
4	3	0	0	3/4	2	1	V(9)		G	I		V(9)	V			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
4	3	1/4	1/4	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	1.9375	0.0
5	4	0	0	3/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.6875	0.0
5	4	1/4	1/4	3/4	2	1	I(6#4#2)		G	I		I(6#4#2)	I			6#4#2				M	0	0	1, 10, 7, 4		1	1	0	6	0.0	0.0	1.25	0.0
5	4	1/2	1/2	3/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	3	16	0.15789473684210525	0.3125	3.625	0.07936507936507936
7	6	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.25	0.0
7	6	1/4	1/4	3/4	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	1	11	0.08333333333333333	0.125	2.3125	0.05128205128205128
8	7	0	0	3/4	2	1	V(9)		G	I		V(9)	V			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
8	7	1/4	1/4	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	1.9375	0.0
9	8	0	0	3/4	2	1	I|PAC}		G	I		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	9	0.0	0.0	1.75	0.0
10	8	0	5/8	3/4	2	1	vi.V{		G	vi		V	V						{	M	0	1	5, 9, 6		5	5	2	12	0.14285714285714285	0.25	2.5625	0.08888888888888889
12	10	0	0	3/4	2	1	viio2/V		G	vi		viio2/V	vii	o	2		V			o7	0	1	1, 10, 7, 4		10	1	0	4	0.0	0.0	1.0	0.0
12	10	1/4	1/4	3/4	2	1	V64		G	vi		V64	V		64					M	0	1	6, 5, 9		5	6	0	10	0.0	0.0	1.875	0.0
13	11	0	0	3/4	2	1	V		G	vi		V	V							M	0	1	5, 9, 6		5	5	2	11	0.15384615384615385	0.25	2.4375	0.09302325581395349
14	12	0	0	3/4	2	1	viio2/V		G	vi		viio2/V	vii	o	2		V			o7	0	1	1, 10, 7, 4		10	1	0	4	0.0	0.0	1.0	0.0
14	12	1/4	1/4	3/4	2	1	V64		G	vi		V64	V		64					M	0	1	6, 5, 9		5	6	0	9	0.0	0.0	1.5	0.0
15	13	0	0	3/4	2	1	V		G	vi		V	V							M	0	1	5, 9, 6		5	5	2	11	0.15384615384615385	0.25	2.4375	0.09302325581395349
16	14	0	0	3/4	2	1	viio2/V		G	vi		viio2/V	vii	o	2		V			o7	0	1	1, 10, 7, 4		10	1	0	4	0.0	0.0	1.0	0.0
16	14	1/4	1/4	3/4	2	1	V64		G	vi		V64	V		64					M	0	1	6, 5, 9		5	6	0	10	0.0	0.0	1.875	0.0
