mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
17	15	0	0	3/4	2	1	V		G	vi		V	V							M	0	1	5, 9, 6		5	5	2	11	0.15384615384615385	0.25	2.4375	0.09302325581395349
18	16	0	0	3/4	2	1	viio2/V		G	vi		viio2/V	vii	o	2		V			o7	0	1	1, 10, 7, 4		10	1	0	4	0.0	0.0	1.0	0.0
18	16	1/4	1/4	3/4	2	1	V64|HC}		G	vi		V64	V		64			HC	}	M	0	1	6, 5, 9		5	6	1	6	0.14285714285714285	0.0625	1.0625	0.05555555555555555
19	17	0	0	3/4	2	1	I.I{		G	I		I	I						{	M	0	0	1, 5, 2		1	1	3	13	0.1875	0.3125	2.875	0.09803921568627451
20	18	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.25	0.0
20	18	1/4	1/4	3/4	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	1	11	0.08333333333333333	0.125	2.3125	0.05128205128205128
21	19	0	0	3/4	2	1	V(9)		G	I		V(9)	V			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
21	19	1/4	1/4	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	1.9375	0.0
22	20	0	0	3/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.6875	0.0
22	20	1/4	1/4	3/4	2	1	I(6#4#2)		G	I		I(6#4#2)	I			6#4#2				M	0	0	1, 10, 7, 4		1	1	0	6	0.0	0.0	1.25	0.0
22	20	1/2	1/2	3/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	3	16	0.15789473684210525	0.3125	3.625	0.07936507936507936
24	22	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.25	0.0
24	22	1/4	1/4	3/4	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	1	11	0.08333333333333333	0.125	2.3125	0.05128205128205128
25	23	0	0	3/4	2	1	V(9)		G	I		V(9)	V			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
25	23	1/4	1/4	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	1.9375	0.0
26	24	0	0	3/4	2	1	I|PAC}		G	I		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	9	0.0	0.0	1.75	0.0
27	24	0	5/8	3/4	2	1	IV.I{		G	IV		I	I						{	M	0	0	0, 4, 1		0	0	2	12	0.14285714285714285	0.16666666666666666	2.7083333333333335	0.05797101449275362
29	26	0	0	3/4	2	1	IV6		G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
29	26	1/4	1/4	3/4	2	1	V(64)		G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1	1	7	0.125	0.125	1.875	0.0625
30	27	0	0	3/4	2	1	V7(9)		G	IV		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	7	0.0	0.0	1.5	0.0
30	27	1/2	1/2	3/4	2	1	V7		G	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
31	28	0	0	3/4	2	1	I		G	IV		I	I							M	0	0	0, 4, 1		0	0	5	22	0.18518518518518517	0.4791666666666667	4.958333333333333	0.08812260536398468
33	30	0	0	3/4	2	1	IV6		G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
33	30	1/4	1/4	3/4	2	1	V(64)		G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1	1	7	0.125	0.125	1.875	0.0625
34	31	0	0	3/4	2	1	V7(9)		G	IV		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	7	0.0	0.0	1.5	0.0
34	31	1/2	1/2	3/4	2	1	V7		G	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
35	32	0	0	3/4	2	1	I|PAC}	1	G	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0	1	10	0.09090909090909091	0.125	1.8125	0.06451612903225806
36	32	0	0	3/4	2	1	I|PAC}	2	G	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0	1	8	0.1111111111111111	0.125	1.5625	0.07407407407407407
