mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
15	14	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	0.9375	0.0
15	14	1/2	1/2	3/4	2	1	viio7/V		Ab	I		viio7/V	vii	o	7		V			o7	0	0	2, -1, -4, -7		2.0	2.0	0	4	0.0	0.0	1.0	0.0
16	15	0	0	3/4	2	1	V		Ab	I		V	V							M	0	0	-3, 1, -2		-3.0	-3.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
16	15	1/4	1/4	3/4	2	1	ii		Ab	I		ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.75	0.0
16	15	1/2	1/2	3/4	2	1	V(6)		Ab	I		V(6)	V			6				M	0	0	-3, 1, 0		-3.0	-3.0	0	4	0.0	0.0	0.875	0.0
16	15	11/16	11/16	3/4	2	1	V7		Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	2	0.0	0.0	0.125	0.0
17	16	0	0	3/4	2	1	I(64)}		Ab	I		I(64)	I			64			}	M	0	0	-4, -5, -1		-4.0	-4.0	0	4	0.0	0.0	1.375	0.0
17	16	3/16	3/16	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.125	0.0
17	16	1/4	1/4	3/4	2	1	I|PAC		Ab	I		I	I					PAC		M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
18	16	0	1/2	3/4	2	1	ii[ii{		Ab	I	ii	ii	ii						{	m	0	0	-2, -5, -1		-2.0	-2.0	0	12	0.0	0.0	2.75	0.0
20	18	0	0	3/4	2	1	V/V/ii		Ab	I	ii	V/V/ii	V				V/ii			M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
20	18	1/4	1/4	3/4	2	1	V7/ii		Ab	I	ii	V7/ii	V		7		ii			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	2	3	0.4	0.375	0.625	0.375
20	18	1/2	1/2	3/4	2	1	ii		Ab	I	ii	ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	1	17	0.05555555555555555	0.0	3.75	0.0
22	20	0	0	3/4	2	1	V(+4)/V/ii		Ab	I	ii	V(+4)/V/ii	V			+4	V/ii			M	0	0	0, 4, 1	-1	0.0	0.0	0	3	0.0	0.0	0.75	0.0
22	20	1/4	1/4	3/4	2	1	V7/ii		Ab	I	ii	V7/ii	V		7		ii			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	2	3	0.4	0.375	0.625	0.375
22	20	1/2	1/2	3/4	2	1	ii		Ab	I	ii	ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	0	5	0.0	0.0	1.25	0.0
23	21	0	0	3/4	2	1	V7/V/ii		Ab	I	ii	V7/V/ii	V		7		V/ii			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	3	0.0	0.0	0.75	0.0
23	21	1/4	1/4	3/4	2	1	V7(4)/ii		Ab	I	ii	V7(4)/ii	V		7	4	ii			Mm7	0	0	-1, -2, 0, -3		-1.0	-1.0	1	4	0.2	0.125	0.875	0.125
23	21	1/2	1/2	3/4	2	1	ii		Ab	I	ii	ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	0	5	0.0	0.0	1.25	0.0
24	22	0	0	3/4	2	1	V7/V/ii		Ab	I	ii	V7/V/ii	V		7		V/ii			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	3	0.0	0.0	0.75	0.0
24	22	1/4	1/4	3/4	2	1	V7(4)/ii		Ab	I	ii	V7(4)/ii	V		7	4	ii			Mm7	0	0	-1, -2, 0, -3		-1.0	-1.0	1	4	0.2	0.125	0.875	0.125
24	22	1/2	1/2	3/4	2	1	ii]		Ab	I	ii	ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	0	5	0.0	0.0	1.25	0.0
25	23	0	0	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	4	0.0	0.0	1.25	0.0
25	23	1/2	1/2	3/4	2	1	bVI6		Ab	I		bVI6	bVI		6					M	0	0	-4, -7, -8		-8.0	-4.0	0	4	0.0	0.0	1.0	0.0
26	24	0	0	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	4	0.0	0.0	1.0	0.0
26	24	1/4	1/4	3/4	2	1	bVI6		Ab	I		bVI6	bVI		6					M	0	0	-4, -7, -8		-8.0	-4.0	0	4	0.0	0.0	1.0	0.0
26	24	1/2	1/2	3/4	2	1	viio7}		Ab	I		viio7	vii	o	7				}	o7	0	0	1, -2, -5, -8		1.0	1.0	0	4	0.0	0.0	1.0	0.0
27	25	0	0	3/4	2	1	viio7(4){		Ab	I		viio7(4)	vii	o	7	4			{	o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
27	25	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
27	25	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
27	25	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
28	26	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
28	26	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
28	26	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.0625	1.375	0.043478260869565216
28	26	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
29	27	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
29	27	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
29	27	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
29	27	1/2	1/2	3/4	2	1	I64(11)		Ab	I		I64(11)	I		64	11				M	0	0	-3, -4, 0	-5	-4.0	-3.0	1	2	0.3333333333333333	0.08333333333333333	0.3333333333333333	0.2
29	27	17/24	17/24	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	1	0.0	0.0	0.041666666666666664	0.0
30	28	0	0	3/4	2	1	V65(4)		Ab	I		V65(4)	V		65	4				Mm7	0	0	-4, -2, -5, -3		-3.0	-4.0	1	3	0.25	0.0	1.6875	0.0
30	28	3/16	3/16	3/4	2	1	V65		Ab	I		V65	V		65					Mm7	0	0	1, -2, -5, -3		-3.0	1.0	1	2	0.3333333333333333	0.125	0.1875	0.4
30	28	1/2	1/2	3/4	2	1	V7		Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	1	0.0	0.0	0.25	0.0
31	29	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.875	0.0
31	29	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
31	29	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
31	29	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
32	30	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
32	30	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
32	30	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	5	0.16666666666666666	0.125	1.875	0.0625
32	30	1/2	1/2	3/4	2	1	ii%65/V		Ab	I		ii%65/V	ii	%	65		V			%7	0	0	-4, -7, -3, -1		-1.0	-4.0	0	2	0.0	0.0	0.5	0.0
33	31	0	0	3/4	2	1	V[V		Ab	I	V	V	V							M	0	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
33	31	1/4	1/4	3/4	2	1	viio2/V		Ab	I	V	viio2/V	vii	o	2		V			o7	0	0	-7, 2, -1, -4		2.0	-7.0	1	4	0.2	0.0625	1.4375	0.041666666666666664
33	31	1/2	1/2	3/4	2	1	viio/V		Ab	I	V	viio/V	vii	o			V			o	0	0	2, -1, -4		2.0	2.0	1	1	0.5	0.25	0.25	0.5
34	32	0	0	3/4	2	1	viio2/V		Ab	I	V	viio2/V	vii	o	2		V			o7	0	0	-7, 2, -1, -4		2.0	-7.0	2	5	0.2857142857142857	0.3125	2.1875	0.125
34	32	1/2	1/2	3/4	2	1	V]}		Ab	I	V	V	V						}	M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	1.0	0.0
35	33	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
35	33	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
35	33	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
35	33	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
36	34	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
36	34	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
36	34	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
36	34	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
37	35	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	1	4	0.2	0.08333333333333333	0.8333333333333334	0.0909090909090909
37	35	1/6	1/6	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.08333333333333333	0.0
37	35	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	2	4	0.3333333333333333	0.16666666666666666	1.3333333333333333	0.1111111111111111
37	35	1/2	1/2	3/4	2	1	I64(11)		Ab	I		I64(11)	I		64	11				M	0	0	-3, -4, 0	-5	-4.0	-3.0	1	2	0.3333333333333333	0.08333333333333333	0.3333333333333333	0.2
37	35	17/24	17/24	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	1	0	1.0	0.041666666666666664	0.0	1.0
38	36	0	0	3/4	2	1	V65(4)		Ab	I		V65(4)	V		65	4				Mm7	0	0	-4, -2, -5, -3		-3.0	-4.0	1	3	0.25	0.0	1.6875	0.0
38	36	3/16	3/16	3/4	2	1	V65		Ab	I		V65	V		65					Mm7	0	0	1, -2, -5, -3		-3.0	1.0	1	2	0.3333333333333333	0.125	0.1875	0.4
38	36	1/2	1/2	3/4	2	1	V7		Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	1	0.0	0.0	0.25	0.0
39	37	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.875	0.0
39	37	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
39	37	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
39	37	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
40	38	0	0	3/4	2	1	viio7(4)		Ab	I		viio7(4)	vii	o	7	4				o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.875	0.0
40	38	1/8	1/8	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	2	2	0.5	0.0625	0.0625	0.5
40	38	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	0.9375	0.0
40	38	1/2	1/2	3/4	2	1	viio7/V		Ab	I		viio7/V	vii	o	7		V			o7	0	0	2, -1, -4, -7		2.0	2.0	0	4	0.0	0.0	1.0	0.0
41	39	0	0	3/4	2	1	V		Ab	I		V	V							M	0	0	-3, 1, -2		-3.0	-3.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
41	39	1/4	1/4	3/4	2	1	ii		Ab	I		ii	ii							m	0	0	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.75	0.0
41	39	1/2	1/2	3/4	2	1	V(6)		Ab	I		V(6)	V			6				M	0	0	-3, 1, 0		-3.0	-3.0	0	4	0.0	0.0	0.875	0.0
41	39	11/16	11/16	3/4	2	1	V7		Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	2	0.0	0.0	0.125	0.0
42	40	0	0	3/4	2	1	I(64)}	1.0	Ab	I		I(64)	I			64			}	M	0	0	-4, -5, -1		-4.0	-4.0	0	4	0.0	0.0	1.125	0.0
42	40	3/16	3/16	3/4	2	1	I	1.0	Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.125	0.0
42	40	1/4	1/4	3/4	2	1	I|PAC	1.0	Ab	I		I	I					PAC		M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
43	40	0	0	3/4	2	1	I(64)}	2.0	Ab	I		I(64)	I			64			}	M	0	0	-4, -5, -1		-4.0	-4.0	0	4	0.0	0.0	1.375	0.0
43	40	3/16	3/16	3/4	2	1	I	2.0	Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.125	0.0
43	40	1/4	1/4	3/4	2	1	I|PAC	2.0	Ab	I		I	I					PAC		M	0	0	-4, 0, -3		-4.0	-4.0	0	2	0.0	0.0	0.75	0.0
43	40	1/2	1/2	3/4	2	1	i	2.0	Ab	I		i	i							m	0	0	-4, -7, -3		-4.0	-4.0	0	1	0.0	0.0	0.25	0.0
44	41	0	0	3/4	2	1	#V.V(64){		Ab	#V		V(64)	V			64			{	M	0	0	5, 4, 8		5.0	5.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
44	41	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
45	42	0	0	3/4	2	1	I		Ab	#V		I	I							M	0	0	4, 8, 5		4.0	4.0	0	10	0.0	0.0	2.1875	0.0
46	43	0	0	3/4	2	1	V(64)/iii		Ab	#V		V(64)/iii	V			64	iii			M	0	0	9, 8, 5		9.0	9.0	1	4	0.2	0.0625	0.9375	0.0625
46	43	1/4	1/4	3/4	2	1	V/iii		Ab	#V		V/iii	V				iii			M	0	0	9, 13, 10		9.0	9.0	0	4	0.0	0.0	1.125	0.0
46	43	1/2	1/2	3/4	2	1	V7/iii		Ab	#V		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	0.875	0.0
47	44	0	0	3/4	2	1	iii		Ab	#V		iii	iii							m	0	0	8, 5, 9		8.0	8.0	1	11	0.08333333333333333	0.0625	2.375	0.02564102564102564
48	45	1/4	1/4	3/4	2	1	ii%43/V		Ab	#V		ii%43/V	ii	%	43		V			%7	0	0	1, 5, 7, 4		7.0	1.0	0	4	0.0	0.0	1.125	0.0
48	45	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.875	0.0
49	46	0	0	3/4	2	1	V		Ab	#V		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
49	46	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	7	0.125	0.125	1.875	0.0625
50	47	0	0	3/4	2	1	V(64)		Ab	#V		V(64)	V			64				M	0	0	5, 4, 8		5.0	5.0	0	3	0.0	0.0	0.5	0.0
50	47	1/4	1/4	3/4	2	1	V7}		Ab	#V		V7	V		7				}	Mm7	0	0	5, 9, 6, 3		5.0	5.0	2	21	0.08695652173913043	0.25	4.25	0.05555555555555555
52	49	0	0	3/4	2	1	V(64){		Ab	#V		V(64)	V			64			{	M	0	0	5, 4, 8		5.0	5.0	1	1	0.5	0.125	0.125	0.5
