mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	3/4	2	1	.a.ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	3, 5, 2, -1		5	3	0	3	0.0	0.0	0.75	0.0
1	1	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.75	0.0
2	2	0	0	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	3	0.0	0.0	0.75	0.0
2	2	1/4	1/4	3/4	2	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	3, 5, 2, -1		5	3	0	3	0.0	0.0	0.75	0.0
2	2	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.75	0.0
3	3	0	0	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	3	0.0	0.0	0.75	0.0
3	3	1/4	1/4	3/4	2	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	3, 5, 2, -1		5	3	0	3	0.0	0.0	0.75	0.0
3	3	1/2	1/2	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.75	0.0
4	4	0	0	3/4	2	1	iv	a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
4	4	1/4	1/4	3/4	2	1	VI6}	a	i		VI6		VI		6				}	M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	1.5	0.0
5	5	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	3, 5, 2, -1		5	3	1	4	0.2	0.0625	0.9375	0.0625
5	5	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	8	0.0	0.0	2.0	0.0
6	6	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	1	12	0.07692307692307693	0.125	2.875	0.041666666666666664
7	7	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	1, 0, 2, -1		1	1	1	4	0.2	0.125	0.875	0.125
7	7	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	2.0	0.0
8	8	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	10	0.0	0.0	3.0	0.0
9	9	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	6, 10, 4		9	6	0	4	0.0	0.0	1.0	0.0
9	9	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	6, 10, 9		9	6	0	7	0.0	0.0	2.0	0.0
10	10	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-1, 3, -3		2	-1	0	4	0.0	0.0	1.0	0.0
10	10	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	7	0.0	0.0	2.0	0.0
11	11	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	12	0.0	0.0	3.0	0.0
12	12	0	0	3/4	2	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	4, 3, 0, 2		4	4	1	4	0.2	0.1875	0.8125	0.1875
12	12	1/4	1/4	3/4	2	1	V7}	a	i		V7		V		7				}	Mm7	1	1	4, 8, 5, 2		4	4	0	7	0.0	0.0	2.0	0.0
13	13	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	3, 5, 2, -1		5	3	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
13	13	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	2	4	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.16666666666666666
13	13	1/2	1/2	3/4	2	1	iv64(9)	a	i		iv64(9)		iv		64	9				m	1	1	3, 2, -1	4	2	3	0	4	0.0	0.0	0.875	0.0
13	13	5/8	5/8	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	2	0.0	0.0	0.125	0.0
14	14	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	1	12	0.07692307692307693	0.125	2.875	0.041666666666666664
15	15	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	1, 0, 2, -1		1	1	2	6	0.25	0.1	0.9	0.1
15	15	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	5	11	0.3125	0.25	1.75	0.125
16	16	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	10	0.0	0.0	3.0	0.0
17	17	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	6, 10, 4		9	6	0	3	0.0	0.0	0.75	0.0
17	17	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	6, 10, 9		9	6	0	8	0.0	0.0	2.0	0.0
18	18	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-1, 3, -3		2	-1	4	5	0.4444444444444444	0.16666666666666666	0.8333333333333334	0.16666666666666666
18	18	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	7	0.0	0.0	2.0	0.0
19	19	0	0	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	4, 8, 0		4	4	0	4	0.0	0.0	0.625	0.0
19	19	3/16	3/16	3/4	2	1	V	a	i		V		V							M	1	1	4, 8, 5		4	4	0	1	0.0	0.0	0.0625	0.0
19	19	1/4	1/4	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	8	0.0	0.0	1.875	0.0
20	20	0	0	3/4	2	1	i|PAC}	a	i		i		i					PAC	}	m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	2.5	0.0
21	21	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	3, 5, 2, -1		5	3	1	4	0.2	0.0625	0.9375	0.0625
21	21	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	8	0.0	0.0	2.0	0.0
22	22	0	0	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	3, 0, -1		-1	3	1	12	0.07692307692307693	0.125	2.875	0.041666666666666664
23	23	0	0	3/4	2	1	V7(4)/III	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	1, 0, 2, -1		1	1	1	4	0.2	0.125	0.875	0.125
23	23	1/4	1/4	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	1	10	0.09090909090909091	0.08333333333333333	1.8541666666666667	0.04301075268817204
24	24	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	10	0.0	0.0	3.0	0.0
25	25	0	0	3/4	2	1	#iv6(2)	a	i		#iv6(2)		#iv		6	2				m	1	1	6, 10, 4		9	6	0	4	0.0	0.0	1.0	0.0
25	25	1/4	1/4	3/4	2	1	#iv6	a	i		#iv6		#iv		6					m	1	1	6, 10, 9		9	6	0	7	0.0	0.0	2.0	0.0
26	26	0	0	3/4	2	1	iv6(b2)	a	i		iv6(b2)		iv		6	b2				m	1	1	-1, 3, -3		2	-1	0	4	0.0	0.0	1.0	0.0
26	26	1/4	1/4	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	7	0.0	0.0	2.0	0.0
27	27	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	12	0.0	0.0	3.0	0.0
28	28	0	0	3/4	2	1	V7(64)	a	i		V7(64)		V		7	64				Mm7	1	1	4, 3, 0, 2		4	4	1	4	0.2	0.1875	0.8125	0.1875
28	28	1/4	1/4	3/4	2	1	V7}	a	i		V7		V		7				}	Mm7	1	1	4, 8, 5, 2		4	4	0	8	0.0	0.0	2.0	0.0
29	29	0	0	3/4	2	1	ii%2{	a	i		ii%2		ii	%	2				{	%7	1	1	3, 5, 2, -1		5	3	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
29	29	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	2	4	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.16666666666666666
