mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Ab.I{	Ab	I		I		I						{	M	0	0	-4, 0, -3		-4	-4	1	8	0.1111111111111111	0.125	2.125	0.05555555555555555
2	2	0	0	3/4	2	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	-4, 0, -3, -6		-4	-4	1	10	0.09090909090909091	0.125	2.375	0.05
3	3	0	0	3/4	2	1	IV	Ab	I		IV		IV							M	0	0	-5, -1, -4		-5	-5	1	9	0.1	0.375	2.125	0.15
4	4	0	0	3/4	2	1	I(6#4)	Ab	I		I(6#4)		I			6#4				M	0	0	-4, 0, 2, -1		-4	-4	0	3	0.0	0.0	0.5	0.0
4	4	1/4	1/4	3/4	2	1	I	Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	13	0.0	0.0	3.375	0.0
5	5	1/2	1/2	3/4	2	1	I+	Ab	I		I+		I	+						+	0	0	-4, 0, 4		-4	-4	2	3	0.4	0.125	0.75	0.14285714285714285
6	6	0	0	3/4	2	1	vi6	Ab	I		vi6		vi		6					m	0	0	-4, 0, -1		-1	-4	1	5	0.16666666666666666	0.125	1.125	0.1
6	6	1/2	1/2	3/4	2	1	vi65	Ab	I		vi65		vi		65					mm7	0	0	-4, 0, -3, -1		-1	-4	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/4	2	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	-2, 2, -1, -4		-2	-2	1	7	0.125	0.375	1.625	0.1875
8	8	0	0	3/4	2	1	V(6#4)	Ab	I		V(6#4)		V			6#4				M	0	0	-3, 1, 3, 0		-3	-3	0	3	0.0	0.0	0.5	0.0
8	8	1/4	1/4	3/4	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	-3, -4, -2, -5		-3	-3	0	5	0.0	0.0	1.0	0.0
8	8	1/2	1/2	3/4	2	1	V7(9)	Ab	I		V7(9)		V		7	9				Mm7	0	0	-3, 1, -2, -5	-1	-3	-3	0	4	0.0	0.0	1.0	0.0
9	9	0	0	3/4	2	1	I}{	Ab	I		I		I						}{	M	0	0	-4, 0, -3		-4	-4	1	9	0.1	0.125	2.25	0.05263157894736842
10	10	0	0	3/4	2	1	vi6	Ab	I		vi6		vi		6					m	0	0	-4, 0, -1		-1	-4	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
10	10	1/2	1/2	3/4	2	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	-4, 0, -3, -6		-4	-4	0	4	0.0	0.0	1.0	0.0
11	11	0	0	3/4	2	1	IV	Ab	I		IV		IV							M	0	0	-5, -1, -4		-5	-5	1	9	0.1	0.375	2.125	0.15
12	12	0	0	3/4	2	1	I(6#4)	Ab	I		I(6#4)		I			6#4				M	0	0	-4, 0, 2, -1		-4	-4	0	3	0.0	0.0	0.5	0.0
12	12	1/4	1/4	3/4	2	1	I	Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	2.0	0.0
13	13	0	0	3/4	2	1	V43/vi	Ab	I		V43/vi		V		43		vi			Mm7	0	0	1, -2, 0, 4		0	1	2	9	0.18181818181818182	0.1875	2.0625	0.08333333333333333
14	14	0	0	3/4	2	1	vi	Ab	I		vi		vi							m	0	0	-1, -4, 0		-1	-1	1	6	0.14285714285714285	0.0625	1.4375	0.041666666666666664
14	14	1/2	1/2	3/4	2	1	ii%65/iii	Ab	I		ii%65/iii		ii	%	65		iii			%7	0	0	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	1.0	0.0
15	15	0	0	3/4	2	1	V(64)/iii	Ab	I		V(64)/iii		V			64	iii			M	0	0	1, 0, -3		1	1	0	6	0.0	0.0	1.625	0.0
15	15	1/2	1/2	3/4	2	1	V7/iii	Ab	I		V7/iii		V		7		iii			Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.875	0.0
16	16	0	0	3/4	2	1	i/iii	Ab	I		i/iii		i				iii			m	0	0	0, -3, 1		0	0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
16	16	1/2	1/2	3/4	2	1	iv7/iii	Ab	I		iv7/iii		iv		7		iii			mm7	0	0	-1, -4, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
17	17	0	0	3/4	2	1	V(64)/iii	Ab	I		V(64)/iii		V			64	iii			M	0	0	1, 0, -3		1	1	0	6	0.0	0.0	1.625	0.0
17	17	1/2	1/2	3/4	2	1	V7/iii	Ab	I		V7/iii		V		7		iii			Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.875	0.0
18	18	0	0	3/4	2	1	i/iii	Ab	I		i/iii		i				iii			m	0	0	0, -3, 1		0	0	2	6	0.25	0.125	1.375	0.08333333333333333
18	18	1/2	1/2	3/4	2	1	iv7/iii	Ab	I		iv7/iii		iv		7		iii			mm7	0	0	-1, -4, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
19	19	0	0	3/4	2	1	V(64)/iii	Ab	I		V(64)/iii		V			64	iii			M	0	0	1, 0, -3		1	1	0	6	0.0	0.0	1.625	0.0
19	19	1/2	1/2	3/4	2	1	V7/iii	Ab	I		V7/iii		V		7		iii			Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.875	0.0
20	20	0	0	3/4	2	1	i(9)/iii}	Ab	I		i(9)/iii		i			9	iii		}	m	0	0	0, -3, 1	2	0	0	0	4	0.0	0.0	1.0	0.0
20	20	1/4	1/4	3/4	2	1	i/iii|PAC	Ab	I		i/iii		i				iii	PAC		m	0	0	0, -3, 1		0	0	9	8	0.5294117647058824	1.125	1.375	0.45
