mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
51	50	1/2	1/2	3/4	2	1	.Fr6/III		b	v		Fr6/III	Fr	V		43	b5	V/III			Fr	1	1	-1, 3, 5, 9		5	-1	0	5	0.0	0.0	1.0	0.0
52	51	0	0	3/4	2	1	V/III		b	v		V/III		V				III			M	1	1	4, 8, 5		4	4	1	4	0.2	0.125	0.875	0.125
52	51	1/4	1/4	3/4	2	1	V7(b94)/III		b	v		V7(b94)/III		V		7	b94	III			Mm7	1	1	4, 3, 5, 2	-1	4	4	0	5	0.0	0.0	1.25	0.0
52	51	1/2	1/2	3/4	2	1	V7/III		b	v		V7/III		V		7		III			Mm7	1	1	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	1.125	0.1
53	52	0	0	3/4	2	1	III		b	v		III		III							M	1	1	3, 7, 4		3	3	1	7	0.125	0.125	1.625	0.07142857142857142
53	52	1/2	1/2	3/4	2	1	.Fr6/V		b	v		Fr6/V	Fr	V		43	b5	V/V			Fr	1	1	3, 7, 9, 13		9	3	0	5	0.0	0.0	1.0	0.0
54	53	0	0	3/4	2	1	V/V		b	v		V/V		V				V			M	1	1	8, 12, 9		8	8	1	4	0.2	0.125	0.875	0.125
54	53	1/4	1/4	3/4	2	1	V7(94)/V		b	v		V7(94)/V		V		7	94	V			Mm7	1	1	8, 7, 9, 6	10	8	8	1	4	0.2	0.25	1.0	0.2
54	53	1/2	1/2	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	8, 12, 9, 6		8	8	1	5	0.16666666666666666	0.125	1.125	0.1
55	54	0	0	3/4	2	1	V7		b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	1	8	0.1111111111111111	0.125	1.875	0.0625
55	54	1/2	1/2	3/4	2	1	V(64)		b	v		V(64)		V			64				M	1	1	7, 6, 3		7	7	0	4	0.0	0.0	1.0	0.0
56	55	0	0	3/4	2	1	V7		b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	2	10	0.16666666666666666	0.25	2.25	0.1
56	55	1/2	1/2	3/4	2	1	V7(6)		b	v		V7(6)		V		7	6				Mm7	1	1	7, 11, 3, 5		7	7	0	5	0.0	0.0	1.25	0.0
57	56	0	0	3/4	2	1	i|PAC}		b	v		i		i					PAC	}	m	1	1	6, 3, 7		6	6	0	7	0.0	0.0	2.0	0.0
57	56	1/2	1/2	3/4	2	1	.Fr6{		b	v		Fr6	Fr	V		43	b5	V		{	Fr	1	1	2, 6, 8, 12		8	2	0	4	0.0	0.0	1.0	0.0
58	57	0	0	3/4	2	1	V		b	v		V		V							M	1	1	7, 11, 8		7	7	1	4	0.2	0.125	0.875	0.125
58	57	1/4	1/4	3/4	2	1	V7(94)		b	v		V7(94)		V		7	94				Mm7	1	1	7, 6, 8, 5	2	7	7	0	5	0.0	0.0	1.25	0.0
58	57	1/2	1/2	3/4	2	1	V7		b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	1	5	0.16666666666666666	0.125	1.125	0.1
59	58	0	0	3/4	2	1	i		b	v		i		i							m	1	1	6, 3, 7		6	6	1	7	0.125	0.125	1.625	0.07142857142857142
59	58	1/2	1/2	3/4	2	1	.Fr6/III		b	v		Fr6/III	Fr	V		43	b5	V/III			Fr	1	1	-1, 3, 5, 9		5	-1	0	5	0.0	0.0	1.0	0.0
60	59	0	0	3/4	2	1	V/III		b	v		V/III		V				III			M	1	1	4, 8, 5		4	4	1	4	0.2	0.125	0.875	0.125
60	59	1/4	1/4	3/4	2	1	V7(b94)/III		b	v		V7(b94)/III		V		7	b94	III			Mm7	1	1	4, 3, 5, 2	-1	4	4	0	5	0.0	0.0	1.25	0.0
60	59	1/2	1/2	3/4	2	1	V7/III		b	v		V7/III		V		7		III			Mm7	1	1	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	1.125	0.1
61	60	0	0	3/4	2	1	III		b	v		III		III							M	1	1	3, 7, 4		3	3	1	7	0.125	0.125	1.625	0.07142857142857142
61	60	1/2	1/2	3/4	2	1	.Fr6/V		b	v		Fr6/V	Fr	V		43	b5	V/V			Fr	1	1	3, 7, 9, 13		9	3	0	5	0.0	0.0	1.0	0.0
62	61	0	0	3/4	2	1	V/V		b	v		V/V		V				V			M	1	1	8, 12, 9		8	8	1	4	0.2	0.125	0.875	0.125
62	61	1/4	1/4	3/4	2	1	V7(94)/V		b	v		V7(94)/V		V		7	94	V			Mm7	1	1	8, 7, 9, 6	10	8	8	1	4	0.2	0.25	1.0	0.2
62	61	1/2	1/2	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	8, 12, 9, 6		8	8	1	5	0.16666666666666666	0.125	1.125	0.1
63	62	0	0	3/4	2	1	V7		b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	1	9	0.1	0.125	2.125	0.05555555555555555
63	62	1/2	1/2	3/4	2	1	V(64)		b	v		V(64)		V			64				M	1	1	7, 6, 3		7	7	0	4	0.0	0.0	1.0	0.0
64	63	0	0	3/4	2	1	V7		b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	4	17	0.19047619047619047	0.3125	3.4375	0.08333333333333333
65	64	0	0	3/4	2	1	i|PAC}		b	v		i		i					PAC	}	m	1	1	6, 3, 7		6	6	0	9	0.0	0.0	2.25	0.0
