mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	f#.V{				f#	i		V		V						{	M	1	1	7, 11, 8		7	7	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	2	1	i				f#	i		i		i							m	1	1	6, 3, 7		6	6	2	9	0.18181818181818182	0.25	2.25	0.1
3	2	0	0	3/4	2	1	i(6)				f#	i		i(6)		i			6				m	1	1	6, 3, 2		6	6	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
3	2	1/4	1/4	3/4	2	1	i				f#	i		i		i							m	1	1	6, 3, 7		6	6	1	11	0.08333333333333333	0.08333333333333333	2.4166666666666665	0.03333333333333333
4	3	1/4	1/4	3/4	2	1	iv64				f#	i		iv64		iv		64					m	1	1	6, 5, 2		5	6	0	8	0.0	0.0	2.0	0.0
5	4	0	0	3/4	2	1	i(4)				f#	i		i(4)		i			4				m	1	1	6, 5, 7		6	6	0	4	0.0	0.0	0.5	0.0
5	4	1/4	1/4	3/4	2	1	i				f#	i		i		i							m	1	1	6, 3, 7		6	6	0	8	0.0	0.0	2.0	0.0
6	5	0	0	3/4	2	1	V7(6)				f#	i		V7(6)		V		7	6				Mm7	1	1	7, 11, 3, 5		7	7	0	4	0.0	0.0	0.5	0.0
6	5	1/4	1/4	3/4	2	1	V7				f#	i		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	0	8	0.0	0.0	2.0	0.0
7	6	0	0	3/4	2	1	i(9)				f#	i		i(9)		i			9				m	1	1	6, 3, 7	8	6	6	0	4	0.0	0.0	0.5	0.0
7	6	1/4	1/4	3/4	2	1	i				f#	i		i		i							m	1	1	6, 3, 7		6	6	0	4	0.0	0.0	1.0	0.0
7	6	1/2	1/2	3/4	2	1	ii%65/v				f#	i		ii%65/v		ii	%	65		v			%7	1	1	6, 3, 7, 9		9	6	0	3	0.0	0.0	0.75	0.0
8	7	0	0	3/4	2	1	V7/v				f#	i		V7/v		V		7		v			Mm7	1	1	8, 12, 9, 6		8	8	0	4	0.0	0.0	0.5	0.0
8	7	1/4	1/4	3/4	2	1	V(64)/v				f#	i		V(64)/v		V			64	v			M	1	1	8, 7, 4		8	8	0	4	0.0	0.0	1.0	0.0
8	7	1/2	1/2	3/4	2	1	V7/v				f#	i		V7/v		V		7		v			Mm7	1	1	8, 12, 9, 6		8	8	0	5	0.0	0.0	1.0	0.0
9	8	0	0	3/4	2	1	v|PAC}				f#	i		v		v					PAC	}	m	1	1	7, 4, 8		7	7	0	3	0.0	0.0	0.5	0.0
9	8	1/4	1/4	3/4	2	1	V7				f#	i		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	2	11	0.15384615384615385	0.25	2.125	0.10526315789473684
10	9	0	0	3/4	2	1	i{				f#	i		i		i						{	m	1	1	6, 3, 7		6	6	2	11	0.15384615384615385	0.25	2.5	0.09090909090909091
11	10	0	0	3/4	2	1	V7(6)/iv				f#	i		V7(6)/iv		V		7	6	iv			Mm7	1	1	6, 10, 2, 4		6	6	0	4	0.0	0.0	0.5	0.0
11	10	1/4	1/4	3/4	2	1	V7/iv				f#	i		V7/iv		V		7		iv			Mm7	1	1	6, 10, 7, 4		6	6	0	8	0.0	0.0	2.0	0.0
12	11	0	0	3/4	2	1	iv(9)				f#	i		iv(9)		iv			9				m	1	1	5, 2, 6	7	5	5	0	4	0.0	0.0	0.5	0.0
12	11	1/4	1/4	3/4	2	1	iv(4)				f#	i		iv(4)		iv			4				m	1	1	5, 4, 6		5	5	0	3	0.0	0.0	0.75	0.0
12	11	1/2	1/2	3/4	2	1	iv				f#	i		iv		iv							m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
13	12	0	0	3/4	2	1	i(4)				f#	i		i(4)		i			4				m	1	1	6, 5, 7		6	6	0	4	0.0	0.0	0.5	0.0
13	12	1/4	1/4	3/4	2	1	i				f#	i		i		i							m	1	1	6, 3, 7		6	6	0	3	0.0	0.0	0.75	0.0
13	12	1/2	1/2	3/4	2	1	III.vii%7/V				f#	III		vii%7/V		vii	%	7		V			%7	1	0	9, 6, 3, 7		9	9	0	4	0.0	0.0	1.0	0.0
14	13	0	0	3/4	2	1	V(9)				f#	III		V(9)		V			9				M	1	0	4, 8, 5	6	4	4	0	4	0.0	0.0	1.0	0.0
14	13	1/4	1/4	3/4	2	1	V(64)				f#	III		V(64)		V			64				M	1	0	4, 3, 7		4	4	0	6	0.0	0.0	1.5	0.0
15	14	0	0	3/4	2	1	V				f#	III		V		V							M	1	0	4, 8, 5		4	4	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
15	14	1/4	1/4	3/4	2	1	vii%65/V				f#	III		vii%65/V		vii	%	65		V			%7	1	0	6, 3, 7, 9		9	6	0	6	0.0	0.0	1.5	0.0
16	15	0	0	3/4	2	1	V7				f#	III		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	2	8	0.2	0.25	1.5	0.14285714285714285
17	16	0	0	3/4	2	1	I|IAC}				f#	III		I		I					IAC	}	M	1	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
17	16	1/2	1/2	3/4	2	1	I64{				f#	III		I64		I		64				{	M	1	0	4, 3, 7		3	4	1	2	0.3333333333333333	0.125	0.375	0.25
18	17	0	0	3/4	2	1	V7/IV				f#	III		V7/IV		V		7		IV			Mm7	1	0	3, 7, 4, 1		3	3	1	9	0.1	0.125	2.375	0.05
19	18	0	0	3/4	2	1	viio6/V				f#	III		viio6/V		vii	o	6		V			o	1	0	6, 3, 9		9	6	0	4	0.0	0.0	1.0	0.0
19	18	1/4	1/4	3/4	2	1	V43/V				f#	III		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	1	4	0.2	0.125	0.875	0.125
19	18	1/2	1/2	3/4	2	1	iv6				f#	III		iv6		iv		6					m	1	0	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
