mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
31	31	0	0	3/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	12	0.07692307692307693	0.0625	2.4375	0.025
32	32	0	0	3/4	2	1	I	1	C	I		I	I							M	0	0	0, 4, 1		0	0	2	11	0.15384615384615385	0.20833333333333334	2.0416666666666665	0.0925925925925926
33	32	0	0	3/4	2	1	I	2	C	I		I	I							M	0	0	0, 4, 1		0	0	1	11	0.08333333333333333	0.08333333333333333	2.0416666666666665	0.0392156862745098
34	33	0	0	3/4	2	1	IV.V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	11	0.08333333333333333	0.125	2.75	0.043478260869565216
35	34	0	0	3/4	2	1	I		C	IV		I	I							M	0	0	-1, 3, 0		-1	-1	2	12	0.14285714285714285	0.25	2.9375	0.0784313725490196
36	35	0	0	3/4	2	1	V		C	IV		V	V							M	0	0	0, 4, 1		0	0	2	3	0.4	0.25	0.5	0.3333333333333333
36	35	1/4	1/4	3/4	2	1	V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	8	0.2	0.25	2.25	0.1
37	36	0	0	3/4	2	1	I(6^#2)		C	IV		I(6^#2)	I			6^#2				M	0	0	-1, 8, 2		-1	-1	1	3	0.25	0.0625	0.4375	0.125
37	36	1/4	1/4	3/4	2	1	I|PAC}		C	IV		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.75	0.0
38	37	0	0	3/4	2	1	V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	11	0.08333333333333333	0.125	2.75	0.043478260869565216
39	38	0	0	3/4	2	1	I		C	IV		I	I							M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	2.625	0.0
39	38	1/2	1/2	3/4	2	1	ii6/V		C	IV		ii6/V	ii		6		V			m	0	0	-1, 3, 2		2	-1	2	2	0.5	0.25	0.5	0.3333333333333333
40	39	0	0	3/4	2	1	V7(4)/V		C	IV		V7(4)/V	V		7	4	V			Mm7	0	0	1, 0, 2, -1		1	1	1	5	0.16666666666666666	0.125	1.125	0.1
40	39	1/4	1/4	3/4	2	1	V7/V		C	IV		V7/V	V		7		V			Mm7	0	0	1, 5, 2, -1		1	1	2	10	0.16666666666666666	0.25	2.25	0.1
41	40	0	0	3/4	2	1	V7(6)		C	IV		V7(6)	V		7	6				Mm7	0	0	0, 4, 3, -2		0	0	1	4	0.2	0.125	0.625	0.16666666666666666
41	40	1/4	1/4	3/4	2	1	V7|HC		C	IV		V7	V		7			HC		Mm7	0	0	0, 4, 1, -2		0	0	1	9	0.1	0.25	2.25	0.1
42	41	0	0	3/4	2	1	V7{		C	IV		V7	V		7				{	Mm7	0	0	0, 4, 1, -2		0	0	1	12	0.07692307692307693	0.125	2.75	0.043478260869565216
43	42	0	0	3/4	2	1	I		C	IV		I	I							M	0	0	-1, 3, 0		-1	-1	2	12	0.14285714285714285	0.25	2.9375	0.0784313725490196
44	43	0	0	3/4	2	1	V		C	IV		V	V							M	0	0	0, 4, 1		0	0	2	3	0.4	0.25	0.5	0.3333333333333333
44	43	1/4	1/4	3/4	2	1	V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	8	0.2	0.25	2.25	0.1
45	44	0	0	3/4	2	1	I(6)		C	IV		I(6)	I			6				M	0	0	-1, 3, 2		-1	-1	2	2	0.5	0.125	0.375	0.25
45	44	1/4	1/4	3/4	2	1	I|PAC}		C	IV		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.75	0.0
46	45	0	0	3/4	2	1	V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	11	0.08333333333333333	0.125	2.75	0.043478260869565216
47	46	0	0	3/4	2	1	I		C	IV		I	I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.5	0.0
47	46	1/4	1/4	3/4	2	1	ii6(9)		C	IV		ii6(9)	ii		6	9				m	0	0	-2, 2, 1	3	1	-2	0	7	0.0	0.0	3.375	0.0
47	46	5/8	5/8	3/4	2	1	ii6		C	IV		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	1	0.0	0.0	0.125	0.0
48	47	0	0	3/4	2	1	V7		C	IV		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	17	0.10526315789473684	0.25	3.75	0.0625
49	48	0	0	3/4	2	1	I|PAC		C	IV		I	I					PAC		M	0	0	-1, 3, 0		-1	-1	0	11	0.0	0.0	2.75	0.0
50	49	0	0	3/4	2	1	I.I[I{		C	I	I	I	I						{	M	0	0	0, 4, 1		0	0	2	13	0.13333333333333333	0.25	2.25	0.1
50	49	1/2	1/2	3/4	2	1	IV		C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.25	1.0	0.2
51	50	0	0	3/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0	0	14	0.0	0.0	2.25	0.0
51	50	1/2	1/2	3/4	2	1	V		C	I	I	V	V							M	0	0	1, 5, 2		1	1	2	2	0.5	0.5	0.5	0.5
52	51	0	0	3/4	2	1	I]		C	I	I	I	I							M	0	0	0, 4, 1		0	0	2	13	0.13333333333333333	0.25	2.25	0.1
52	51	1/2	1/2	3/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.5	0.0
53	52	0	0	3/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	1	17	0.05555555555555555	0.125	2.75	0.043478260869565216
54	53	0	0	3/4	2	1	V65/V		C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	6	0.0	0.0	1.25	0.0
54	53	1/4	1/4	3/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	11	0.08333333333333333	0.0	2.5	0.0
55	54	0	0	3/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	9	0.25	0.375	1.875	0.16666666666666666
56	55	0	0	3/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	8	0.0	0.0	1.5	0.0
56	55	1/2	1/2	3/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
57	56	0	0	3/4	2	1	I(64)		C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0	1	6	0.14285714285714285	0.0	1.5	0.0
57	56	1/2	1/2	3/4	2	1	I|IAC}		C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
58	57	0	0	3/4	2	1	V65/V{		C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6	0	7	0.0	0.0	1.25	0.0
58	57	1/4	1/4	3/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	11	0.08333333333333333	0.0	2.5	0.0
59	58	0	0	3/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
60	59	0	0	3/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	12	0.07692307692307693	0.0625	2.4375	0.025
61	60	0	0	3/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	2	11	0.15384615384615385	0.20833333333333334	2.0416666666666665	0.0925925925925926
62	61	0	0	3/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	12	0.0	0.0	1.5	0.0
62	61	1/4	1/4	3/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	2.5	0.0
63	62	0	0	3/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	14	0.0	0.0	1.75	0.0
63	62	1/4	1/4	3/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	2	8	0.2	0.25	1.75	0.125
64	63	0	0	3/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	12	0.0	0.0	1.5	0.0
64	63	1/4	1/4	3/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	2.5	0.0
65	64	0	0	3/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	12	0.0	0.0	1.5	0.0
65	64	1/4	1/4	3/4	2	1	V|HC}		C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	1.5	0.0
65	64	1/2	1/2	3/4	2	1	V65/V{		C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6	2	5	0.2857142857142857	0.125	1.125	0.1
66	65	0	0	3/4	2	1	viio43(4)		C	I		viio43(4)	vii	o	43	4				o7	0	0	-1, -4, 5, 4		5	-1	1	4	0.2	0.25	0.875	0.2222222222222222
66	65	1/8	1/8	3/4	2	1	viio43		C	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1	0	1	0.0	0.0	0.125	0.0
66	65	1/4	1/4	3/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	9	0.1	0.125	2.125	0.05555555555555555
67	66	0	0	3/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	9	0.25	0.375	1.875	0.16666666666666666
68	67	0	0	3/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	8	0.0	0.0	1.5	0.0
68	67	1/2	1/2	3/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
69	68	0	0	3/4	2	1	I(64)		C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0	1	6	0.14285714285714285	0.0	1.5	0.0
69	68	1/2	1/2	3/4	2	1	I|IAC}		C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
70	69	0	0	3/4	2	1	V65/V{		C	I		V65/V	V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6	0	6	0.0	0.0	1.0	0.0
70	69	1/4	1/4	3/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	11	0.08333333333333333	0.0	2.5	0.0
71	70	0	0	3/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
72	71	0	0	3/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	12	0.07692307692307693	0.0625	2.4375	0.025
73	72	0	0	3/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	1	10	0.09090909090909091	0.08333333333333333	1.9166666666666667	0.041666666666666664
