mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	B.ii6{	B	I		ii6		ii		6				{	m	0	0	4, 8, 7		7.0	4.0	0	3	0.0	0.0	1.375	0.0
1	1	1/8	1/8	3/4	2	1	ii	B	I		ii		ii							m	0	0	7, 4, 8		7.0	7.0	0	1	0.0	0.0	0.125	0.0
1	1	1/4	1/4	3/4	2	1	ii64	B	I		ii64		ii		64					m	0	0	8, 7, 4		7.0	8.0	0	1	0.0	0.0	0.25	0.0
1	1	1/2	1/2	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	2	0.0	0.0	0.5	0.0
2	2	0	0	3/4	2	1	I	B	I		I		I							M	0	0	5, 9, 6		5.0	5.0	2	7	0.2222222222222222	0.375	1.875	0.16666666666666666
3	3	0	0	3/4	2	1	ii6/bVII	B	I		ii6/bVII		ii		6		bVII			m	0	0	2, 6, 5		5.0	2.0	0	3	0.0	0.0	1.0625	0.0
3	3	1/8	1/8	3/4	2	1	ii/bVII	B	I		ii/bVII		ii				bVII			m	0	0	5, 2, 6		5.0	5.0	0	2	0.0	0.0	0.1875	0.0
3	3	1/4	1/4	3/4	2	1	ii64/bVII	B	I		ii64/bVII		ii		64		bVII			m	0	0	6, 5, 2		5.0	6.0	0	2	0.0	0.0	0.5	0.0
3	3	1/2	1/2	3/4	2	1	V65/bVII	B	I		V65/bVII		V		65		bVII			Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	2	0.0	0.0	0.5	0.0
4	4	0	0	3/4	2	1	.bVII	B	I		bVII		bVII							M	0	0	3, 7, 4		3.0	3.0	2	7	0.2222222222222222	0.375	1.875	0.16666666666666666
5	5	0	0	3/4	2	1	ii6/bVI	B	I		ii6/bVI		ii		6		bVI			m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	1.0625	0.0
5	5	1/8	1/8	3/4	2	1	ii/bVI	B	I		ii/bVI		ii				bVI			m	0	0	3, 0, 4		3.0	3.0	0	2	0.0	0.0	0.1875	0.0
5	5	1/4	1/4	3/4	2	1	ii64/bVI	B	I		ii64/bVI		ii		64		bVI			m	0	0	4, 3, 0		3.0	4.0	0	2	0.0	0.0	0.625	0.0
5	5	1/2	1/2	3/4	2	1	V65/bVI	B	I		V65/bVI		V		65		bVI			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	2	0.0	0.0	0.375	0.0
6	6	0	0	3/4	2	1	bVI[I/bVI	B	I	bVI	I/bVI		I				bVI			M	0	0	1, 5, 2		1.0	1.0	2	6	0.25	0.3125	2.9375	0.09615384615384616
7	7	0	0	3/4	2	1	V7(9)/bVI	B	I	bVI	V7(9)/bVI		V		7	9	bVI			Mm7	0	0	2, 6, 3, 0	4	2.0	2.0	1	5	0.16666666666666666	0.25	2.0	0.1111111111111111
7	7	1/4	1/4	3/4	2	1	V7(4)/bVI	B	I	bVI	V7(4)/bVI		V		7	4	bVI			Mm7	0	0	2, 1, 3, 0		2.0	2.0	0	3	0.0	0.0	1.25	0.0
7	7	1/2	1/2	3/4	2	1	V7/bVI	B	I	bVI	V7/bVI		V		7		bVI			Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	2	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	I/bVI	B	I	bVI	I/bVI		I				bVI			M	0	0	1, 5, 2		1.0	1.0	0	10	0.0	0.0	3.75	0.0
9	9	0	0	3/4	2	1	V7(9)/bVI	B	I	bVI	V7(9)/bVI		V		7	9	bVI			Mm7	0	0	2, 6, 3, 0	4	2.0	2.0	1	8	0.1111111111111111	0.75	2.625	0.2222222222222222
9	9	1/2	1/2	3/4	2	1	V7/bVI	B	I	bVI	V7/bVI		V		7		bVI			Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	2	0.0	0.0	0.375	0.0
10	10	0	0	3/4	2	1	I/bVI	B	I	bVI	I/bVI		I				bVI			M	0	0	1, 5, 2		1.0	1.0	2	8	0.2	0.3125	3.4375	0.08333333333333333
11	11	0	0	3/4	2	1	V7(9)/bVI	B	I	bVI	V7(9)/bVI		V		7	9	bVI			Mm7	0	0	2, 6, 3, 0	4	2.0	2.0	1	5	0.16666666666666666	0.25	2.0	0.1111111111111111
11	11	1/4	1/4	3/4	2	1	V7(4)/bVI	B	I	bVI	V7(4)/bVI		V		7	4	bVI			Mm7	0	0	2, 1, 3, 0		2.0	2.0	0	3	0.0	0.0	1.25	0.0
11	11	1/2	1/2	3/4	2	1	V7/bVI]	B	I	bVI	V7/bVI		V		7		bVI			Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	2	0.0	0.0	0.5	0.0
12	12	0	0	3/4	2	1	.Ger6	B	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	1, 5, 2, 11		11.0	1.0	2	7	0.2222222222222222	0.3125	2.1875	0.125
12	12	1/2	1/2	3/4	2	1	V(64)	B	I		V(64)		V			64				M	0	0	6, 5, 9		6.0	6.0	0	3	0.0	0.0	0.75	0.0
13	13	0	0	3/4	2	1	V7(9)	B	I		V7(9)		V		7	9				Mm7	0	0	6, 10, 7, 4	8	6.0	6.0	0	9	0.0	0.0	2.375	0.0
13	13	1/2	1/2	3/4	2	1	V7	B	I		V7		V		7					Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	2	0.0	0.0	0.375	0.0
14	14	0	0	3/4	2	1	V(64)	B	I		V(64)		V			64				M	0	0	6, 5, 9		6.0	6.0	1	5	0.16666666666666666	0.0625	1.0625	0.05555555555555555
14	14	1/4	1/4	3/4	2	1	V(6)	B	I		V(6)		V			6				M	0	0	6, 10, 9		6.0	6.0	0	3	0.0	0.0	1.25	0.0
14	14	1/2	1/2	3/4	2	1	V(64)	B	I		V(64)		V			64				M	0	0	6, 5, 9		6.0	6.0	0	2	0.0	0.0	0.5	0.0
15	15	0	0	3/4	2	1	V7(9)	B	I		V7(9)		V		7	9				Mm7	0	0	6, 10, 7, 4	8	6.0	6.0	0	6	0.0	0.0	1.125	0.0
15	15	1/4	1/4	3/4	2	1	V7(94)	B	I		V7(94)		V		7	94				Mm7	0	0	6, 5, 7, 4	8	6.0	6.0	0	4	0.0	0.0	1.5	0.0
15	15	1/2	1/2	3/4	2	1	V7	B	I		V7		V		7					Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	3	0.0	0.0	0.75	0.0
16	16	0	0	3/4	2	1	I}{	B	I		I		I						}{	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.5	0.0
16	16	3/16	3/16	3/4	2	1	I6	B	I		I6		I		6					M	0	0	9, 6, 5		5.0	9.0	0	8	0.0	0.0	1.25	0.0
16	16	1/2	1/2	3/4	2	1	IV	B	I		IV		IV							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	1.0	0.0
17	17	0	0	3/4	2	1	I6	B	I		I6		I		6					M	0	0	9, 6, 5		5.0	9.0	0	4	0.0	0.0	0.5	0.0
17	17	3/16	3/16	3/4	2	1	I	B	I		I		I							M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.25	0.0
17	17	1/4	1/4	3/4	2	1	vi	B	I		vi		vi							m	0	0	8, 5, 9		8.0	8.0	0	4	0.0	0.0	1.0	0.0
17	17	1/2	1/2	3/4	2	1	ii	B	I		ii		ii							m	0	0	7, 4, 8		7.0	7.0	0	4	0.0	0.0	1.0	0.0
18	18	0	0	3/4	2	1	vi6	B	I		vi6		vi		6					m	0	0	5, 9, 8		8.0	5.0	0	4	0.0	0.0	0.5	0.0
18	18	3/16	3/16	3/4	2	1	vi	B	I		vi		vi							m	0	0	8, 5, 9		8.0	8.0	0	4	0.0	0.0	0.25	0.0
18	18	1/4	1/4	3/4	2	1	IV	B	I		IV		IV							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	1.25	0.0
18	18	1/2	1/2	3/4	2	1	I	B	I		I		I							M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	1.0	0.0
19	19	0	0	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	4	0.0	0.0	0.5	0.0
19	19	3/16	3/16	3/4	2	1	V(6)	B	I		V(6)		V			6				M	0	0	6, 10, 9		6.0	6.0	0	2	0.0	0.0	0.125	0.0
19	19	1/4	1/4	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	4	4	0.5	0.5	1.5	0.25
20	20	0	0	3/4	2	1	I|PAC}	B	I		I		I					PAC	}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.5	0.0
20	20	3/16	3/16	3/4	2	1	IV{	B	I		IV		IV						{	M	0	0	4, 8, 5		4.0	4.0	0	5	0.0	0.0	1.5625	0.0
20	20	1/2	1/2	3/4	2	1	viio64	B	I		viio64		vii	o	64					o	0	0	4, 10, 7		10.0	4.0	0	2	0.0	0.0	0.25	0.0
20	20	5/8	5/8	3/4	2	1	IV	B	I		IV		IV							M	0	0	4, 8, 5		4.0	4.0	0	2	0.0	0.0	0.25	0.0
21	21	0	0	3/4	2	1	V7	B	I		V7		V		7					Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	6	0.0	0.0	0.625	0.0
21	21	1/4	1/4	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	5	0.0	0.0	1.5	0.0
21	21	1/2	1/2	3/4	2	1	V7(6)	B	I		V7(6)		V		7	6				Mm7	0	0	6, 10, 9, 4		6.0	6.0	0	4	0.0	0.0	1.0	0.0
22	22	0	0	3/4	2	1	I|PAC}	B	I		I		I					PAC	}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	1.0	0.0
22	22	1/4	1/4	3/4	2	1	IV	B	I		IV		IV							M	0	0	4, 8, 5		4.0	4.0	0	7	0.0	0.0	2.875	0.0
23	23	1/8	1/8	3/4	2	1	ii	B	I		ii		ii							m	0	0	7, 4, 8		7.0	7.0	0	1	0.0	0.0	0.125	0.0
23	23	1/4	1/4	3/4	2	1	ii64	B	I		ii64		ii		64					m	0	0	8, 7, 4		7.0	8.0	0	1	0.0	0.0	0.25	0.0
23	23	1/2	1/2	3/4	2	1	V65	B	I		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	2	0.0	0.0	0.5	0.0
