mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
14	13	3/8	3/8	3/4	2	1	V7(96)		bb	i	i	V7(96)		V		7	96				Mm7	1	1	-1, 3, -5, -3	-6	-1	-1	0	2	0.0	0.0	0.25	0.0
14	13	1/2	1/2	3/4	2	1	V7(6)		bb	i	i	V7(6)		V		7	6				Mm7	1	1	-1, 3, -5, -3		-1	-1	0	6	0.0	0.0	1.0	0.0
15	14	0	0	3/4	2	1	i(#74)		bb	i	i	i(#74)		i			#74				m	1	1	-2, -3, -1	3	-2	-2	0	3	0.0	0.0	0.625	0.0
15	14	3/16	3/16	3/4	2	1	i]		bb	i	i	i		i							m	1	1	-2, -5, -1		-2	-2	0	6	0.0	0.0	1.125	0.0
15	14	1/2	1/2	3/4	2	1	V7/V/III		bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	1.0	0.0
16	15	0	0	3/4	2	1	V7(6)/III		bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-4, 0, -1, -6		-4	-4	0	5	0.0	0.0	1.5	0.0
16	15	3/8	3/8	3/4	2	1	V7(b96)/III		bb	i		V7(b96)/III		V		7	b96	III			Mm7	1	1	-4, 0, -1, -6	-9	-4	-4	1	1	0.5	0.125	0.125	0.5
16	15	1/2	1/2	3/4	2	1	V7(6)/III		bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-4, 0, -1, -6		-4	-4	0	6	0.0	0.0	1.0	0.0
17	16	0	0	3/4	2	1	III(74)		bb	i		III(74)		III			74				M	1	1	-5, -6, -4	0	-5	-5	0	3	0.0	0.0	0.625	0.0
17	16	3/16	3/16	3/4	2	1	III		bb	i		III		III							M	1	1	-5, -1, -4		-5	-5	0	6	0.0	0.0	1.125	0.0
17	16	1/2	1/2	3/4	2	1	.Fr7/v		bb	i		Fr7/v	Fr	V		7	b5	V/v			Fr	1	1	1, 5, -5, -1		1	1	0	4	0.0	0.0	1.0	0.0
18	17	0	0	3/4	2	1	V7(6)/v		bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	0, 4, -4, -2		0	0	0	5	0.0	0.0	1.5	0.0
18	17	3/8	3/8	3/4	2	1	V7(96)/v		bb	i		V7(96)/v		V		7	96	v			Mm7	1	1	0, 4, -4, -2	-5	0	0	0	2	0.0	0.0	0.25	0.0
18	17	1/2	1/2	3/4	2	1	V7(6)/v		bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	0, 4, -4, -2		0	0	0	6	0.0	0.0	1.0	0.0
19	18	0	0	3/4	2	1	V(#74)		bb	i		V(#74)		V			#74				M	1	1	-1, -2, 0	4	-1	-1	0	3	0.0	0.0	0.875	0.0
19	18	3/16	3/16	3/4	2	1	V		bb	i		V		V							M	1	1	-1, 3, 0		-1	-1	0	11	0.0	0.0	2.375	0.0
20	19	0	0	3/4	2	1	V7(b3)		bb	i		V7(b3)		V		7	b3				Mm7	1	1	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.625	0.0
20	19	3/16	3/16	3/4	2	1	V7(9)		bb	i		V7(9)		V		7	9				Mm7	1	1	-1, 3, 0, -3	-6	-1	-1	0	8	0.0	0.0	1.625	0.0
20	19	1/2	1/2	3/4	2	1	V7		bb	i		V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
21	20	0	0	3/4	2	1	i}		bb	i		i		i						}	m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.5	0.0
21	20	1/2	1/2	3/4	2	1	III.ii7{		bb	III		ii7		ii		7				{	mm7	1	0	-3, -6, -2, -5		-3	-3	0	3	0.0	0.0	0.75	0.0
22	21	0	0	3/4	2	1	V7(9){		bb	III		V7(9)		V		7	9			{	Mm7	1	0	-4, 0, -3, -6	-2	-4	-4	0	4	0.0	0.0	0.5	0.0
22	21	1/4	1/4	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	0	9	0.0	0.0	1.875	0.0
23	22	0	0	3/4	2	1	I(6)		bb	III		I(6)		I			6				M	1	0	-5, -1, -2		-5	-5	1	3	0.25	0.0625	0.4375	0.125
23	22	1/4	1/4	3/4	2	1	I		bb	III		I		I							M	1	0	-5, -1, -4		-5	-5	0	9	0.0	0.0	1.875	0.0
24	23	0	0	3/4	2	1	V7(9)		bb	III		V7(9)		V		7	9				Mm7	1	0	-4, 0, -3, -6	-2	-4	-4	0	4	0.0	0.0	0.5	0.0
24	23	1/4	1/4	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	0	9	0.0	0.0	1.875	0.0
25	24	0	0	3/4	2	1	V7(13)/IV		bb	III		V7(13)/IV		V		7	13	IV			Mm7	1	0	-5, -1, -4, -7	-2	-5	-5	0	9	0.0	0.0	1.375	0.0
25	24	7/16	7/16	3/4	2	1	V7/IV		bb	III		V7/IV		V		7		IV			Mm7	1	0	-5, -1, -4, -7		-5	-5	0	1	0.0	0.0	0.0625	0.0
25	24	1/2	1/2	3/4	2	1	#viio7/ii		bb	III		#viio7/ii		#vii	o	7		ii			o7	1	0	2, -1, -4, -7		2	2	0	3	0.0	0.0	0.5	0.0
26	25	0	0	3/4	2	1	ii(11)		bb	III		ii(11)		ii			11				m	1	0	-3, -6, -2	-4	-3	-3	0	8	0.0	0.0	1.5	0.0
26	25	1/2	1/2	3/4	2	1	ii6		bb	III		ii6		ii		6					m	1	0	-6, -2, -3		-3	-6	0	3	0.0	0.0	0.5	0.0
27	26	0	0	3/4	2	1	V7(b964)		bb	III		V7(b964)		V		7	b964				Mm7	1	0	-4, -5, -1, -6	-9	-4	-4	0	3	0.0	0.0	0.5	0.0
27	26	1/4	1/4	3/4	2	1	V7(64)		bb	III		V7(64)		V		7	64				Mm7	1	0	-4, -5, -1, -6		-4	-4	0	4	0.0	0.0	0.75	0.0
27	26	1/2	1/2	3/4	2	1	V(64)		bb	III		V(64)		V			64				M	1	0	-4, -5, -1		-4	-4	0	4	0.0	0.0	0.75	0.0
28	27	0	0	3/4	2	1	V(13#7)		bb	III		V(13#7)		V			13#7				M	1	0	-4, 0, -3	-1, 1	-4	-4	0	3	0.0	0.0	0.5	0.0
28	27	1/4	1/4	3/4	2	1	V7(13)		bb	III		V7(13)		V		7	13				Mm7	1	0	-4, 0, -3, -6	-1	-4	-4	0	5	0.0	0.0	1.0	0.0
28	27	1/2	1/2	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	0	5	0.0	0.0	1.0	0.0
29	28	0	0	3/4	2	1	I(9)}		bb	III		I(9)		I			9			}	M	1	0	-5, -1, -4	-3	-5	-5	0	4	0.0	0.0	1.0	0.0
29	28	1/4	1/4	3/4	2	1	I		bb	III		I		I							M	1	0	-5, -1, -4		-5	-5	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
29	28	1/2	1/2	3/4	2	1	viio7(4)/V		bb	III		viio7(4)/V		vii	o	7	4	V			o7	1	0	1, 0, -5, -8		1	1	1	2	0.3333333333333333	0.25	0.375	0.4
29	28	23/32	23/32	3/4	2	1	viio7/V		bb	III		viio7/V		vii	o	7		V			o7	1	0	1, -2, -5, -8		1	1	0	1	0.0	0.0	0.03125	0.0
30	29	0	0	3/4	2	1	V7(9){		bb	III		V7(9)		V		7	9			{	Mm7	1	0	-4, 0, -3, -6	-2	-4	-4	0	5	0.0	0.0	0.75	0.0
30	29	1/4	1/4	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	0	10	0.0	0.0	2.125	0.0
31	30	0	0	3/4	2	1	I(6)		bb	III		I(6)		I			6				M	1	0	-5, -1, -2		-5	-5	1	3	0.25	0.0625	0.4375	0.125
31	30	1/4	1/4	3/4	2	1	I		bb	III		I		I							M	1	0	-5, -1, -4		-5	-5	0	9	0.0	0.0	1.875	0.0
32	31	0	0	3/4	2	1	V7(9)		bb	III		V7(9)		V		7	9				Mm7	1	0	-4, 0, -3, -6	-2	-4	-4	0	4	0.0	0.0	0.5	0.0
32	31	1/4	1/4	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	0	9	0.0	0.0	1.875	0.0
33	32	0	0	3/4	2	1	V7(13)/IV		bb	III		V7(13)/IV		V		7	13	IV			Mm7	1	0	-5, -1, -4, -7	-2	-5	-5	0	9	0.0	0.0	1.375	0.0
33	32	7/16	7/16	3/4	2	1	V7/IV		bb	III		V7/IV		V		7		IV			Mm7	1	0	-5, -1, -4, -7		-5	-5	0	1	0.0	0.0	0.0625	0.0
33	32	1/2	1/2	3/4	2	1	#viio7/ii		bb	III		#viio7/ii		#vii	o	7		ii			o7	1	0	2, -1, -4, -7		2	2	0	3	0.0	0.0	0.5	0.0
34	33	0	0	3/4	2	1	ii(11)		bb	III		ii(11)		ii			11				m	1	0	-3, -6, -2	-4	-3	-3	0	8	0.0	0.0	1.5	0.0
34	33	1/2	1/2	3/4	2	1	ii6		bb	III		ii6		ii		6					m	1	0	-6, -2, -3		-3	-6	0	3	0.0	0.0	0.5	0.0
35	34	0	0	3/4	2	1	V7(b964)		bb	III		V7(b964)		V		7	b964				Mm7	1	0	-4, -5, -1, -6	-9	-4	-4	0	3	0.0	0.0	0.5	0.0
35	34	1/4	1/4	3/4	2	1	V7(64)		bb	III		V7(64)		V		7	64				Mm7	1	0	-4, -5, -1, -6		-4	-4	0	4	0.0	0.0	0.75	0.0
35	34	1/2	1/2	3/4	2	1	V(64)		bb	III		V(64)		V			64				M	1	0	-4, -5, -1		-4	-4	0	4	0.0	0.0	0.75	0.0
36	35	0	0	3/4	2	1	V(#7#5)		bb	III		V(#7#5)		V			#7#5				M	1	0	-4, 0, 4	1	-4	-4	0	3	0.0	0.0	0.5	0.0
36	35	1/4	1/4	3/4	2	1	V7}		bb	III		V7		V		7				}	Mm7	1	0	-4, 0, -3, -6		-4	-4	0	4	0.0	0.0	0.75	0.0
36	35	1/2	1/2	3/4	2	1	i.#iiio6		bb	i		#iiio6		#iii	o	6					o	1	1	-1, -4, 2		2	-1	0	2	0.0	0.0	0.25	0.0
37	36	0	0	3/4	2	1	iii6		bb	i		iii6		iii		6					m	1	1	-8, -4, -5		-5	-8	0	2	0.0	0.0	0.25	0.0
37	36	1/4	1/4	3/4	2	1	iv7		bb	i		iv7		iv		7					mm7	1	1	-3, -6, -2, -5		-3	-3	0	4	0.0	0.0	0.5	0.0
38	37	0	0	3/4	2	1	V7(6){		bb	i		V7(6)		V		7	6			{	Mm7	1	1	-1, 3, -5, -3		-1	-1	1	4	0.2	0.25	1.25	0.16666666666666666
38	37	3/8	3/8	3/4	2	1	V(139)		bb	i		V(139)		V			139				M	1	1	-1, 3, 0	-5, -6	-1	-1	0	2	0.0	0.0	0.25	0.0
38	37	1/2	1/2	3/4	2	1	V7(13)		bb	i		V7(13)		V		7	13				Mm7	1	1	-1, 3, 0, -3	-5	-1	-1	0	6	0.0	0.0	1.0	0.0
39	38	0	0	3/4	2	1	i(#74)		bb	i		i(#74)		i			#74				m	1	1	-2, -3, -1	3	-2	-2	0	3	0.0	0.0	0.625	0.0
39	38	3/16	3/16	3/4	2	1	i		bb	i		i		i							m	1	1	-2, -5, -1		-2	-2	0	6	0.0	0.0	1.125	0.0
39	38	1/2	1/2	3/4	2	1	V7/V/III		bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	1.0	0.0
40	39	0	0	3/4	2	1	V7(6)/III		bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-4, 0, -1, -6		-4	-4	0	5	0.0	0.0	1.5	0.0
40	39	3/8	3/8	3/4	2	1	V7(b96)/III		bb	i		V7(b96)/III		V		7	b96	III			Mm7	1	1	-4, 0, -1, -6	-9	-4	-4	1	1	0.5	0.125	0.125	0.5
40	39	1/2	1/2	3/4	2	1	V7(6)/III		bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-4, 0, -1, -6		-4	-4	0	6	0.0	0.0	1.0	0.0
41	40	0	0	3/4	2	1	III(74)		bb	i		III(74)		III			74				M	1	1	-5, -6, -4	0	-5	-5	0	3	0.0	0.0	0.625	0.0
41	40	3/16	3/16	3/4	2	1	III		bb	i		III		III							M	1	1	-5, -1, -4		-5	-5	0	6	0.0	0.0	1.125	0.0
41	40	1/2	1/2	3/4	2	1	.Fr7/v		bb	i		Fr7/v	Fr	V		7	b5	V/v			Fr	1	1	1, 5, -5, -1		1	1	0	4	0.0	0.0	1.0	0.0
42	41	0	0	3/4	2	1	V7(6)/v		bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	0, 4, -4, -2		0	0	0	5	0.0	0.0	1.5	0.0
42	41	3/8	3/8	3/4	2	1	V7(96)/v		bb	i		V7(96)/v		V		7	96	v			Mm7	1	1	0, 4, -4, -2	-5	0	0	0	2	0.0	0.0	0.25	0.0
42	41	1/2	1/2	3/4	2	1	V7(6)/v		bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	0, 4, -4, -2		0	0	0	6	0.0	0.0	1.0	0.0
43	42	0	0	3/4	2	1	V(#74)		bb	i		V(#74)		V			#74				M	1	1	-1, -2, 0	4	-1	-1	0	3	0.0	0.0	1.125	0.0
43	42	3/16	3/16	3/4	2	1	V		bb	i		V		V							M	1	1	-1, 3, 0		-1	-1	0	13	0.0	0.0	2.75	0.0
44	43	3/16	3/16	3/4	2	1	V7(9)		bb	i		V7(9)		V		7	9				Mm7	1	1	-1, 3, 0, -3	-6	-1	-1	0	7	0.0	0.0	1.375	0.0
44	43	1/2	1/2	3/4	2	1	V7		bb	i		V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.75	0.0
45	44	0	0	3/4	2	1	i[i(9)}		bb	i	i	i(9)		i			9			}	m	1	1	-2, -5, -1	0	-2	-2	0	4	0.0	0.0	1.125	0.0
45	44	3/8	3/8	3/4	2	1	i		bb	i	i	i		i							m	1	1	-2, -5, -1		-2	-2	2	4	0.3333333333333333	0.16666666666666666	0.7083333333333334	0.19047619047619047
46	45	0	0	3/4	2	1	V7(96){		bb	i	i	V7(96)		V		7	96			{	Mm7	1	1	-1, 3, -5, -3	-6	-1	-1	3	8	0.2727272727272727	0.5	1.5	0.25
46	45	1/2	1/2	3/4	2	1	V7(6)		bb	i	i	V7(6)		V		7	6				Mm7	1	1	-1, 3, -5, -3		-1	-1	1	6	0.14285714285714285	0.25	1.0	0.2
47	46	0	0	3/4	2	1	i(#74)		bb	i	i	i(#74)		i			#74				m	1	1	-2, -3, -1	3	-2	-2	0	3	0.0	0.0	0.625	0.0
47	46	3/16	3/16	3/4	2	1	i]		bb	i	i	i		i							m	1	1	-2, -5, -1		-2	-2	0	6	0.0	0.0	1.125	0.0
47	46	1/2	1/2	3/4	2	1	V7/V/III		bb	i		V7/V/III		V		7		V/III			Mm7	1	1	-3, 1, -2, -5		-3	-3	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
48	47	0	0	3/4	2	1	V7(96)/III		bb	i		V7(96)/III		V		7	96	III			Mm7	1	1	-4, 0, -1, -6	-2	-4	-4	3	8	0.2727272727272727	0.25	1.75	0.125
48	47	1/2	1/2	3/4	2	1	V7(6)/III		bb	i		V7(6)/III		V		7	6	III			Mm7	1	1	-4, 0, -1, -6		-4	-4	0	7	0.0	0.0	1.25	0.0
49	48	0	0	3/4	2	1	III(74)		bb	i		III(74)		III			74				M	1	1	-5, -6, -4	0	-5	-5	0	3	0.0	0.0	0.625	0.0
49	48	3/16	3/16	3/4	2	1	III		bb	i		III		III							M	1	1	-5, -1, -4		-5	-5	0	6	0.0	0.0	1.125	0.0
49	48	1/2	1/2	3/4	2	1	.Fr7/v		bb	i		Fr7/v	Fr	V		7	b5	V/v			Fr	1	1	1, 5, -5, -1		1	1	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
50	49	0	0	3/4	2	1	V7(96)/v		bb	i		V7(96)/v		V		7	96	v			Mm7	1	1	0, 4, -4, -2	-5	0	0	2	9	0.18181818181818182	0.25	1.75	0.125
50	49	1/2	1/2	3/4	2	1	V7(6)/v		bb	i		V7(6)/v		V		7	6	v			Mm7	1	1	0, 4, -4, -2		0	0	1	6	0.14285714285714285	0.25	1.0	0.2
51	50	0	0	3/4	2	1	V(#74)		bb	i		V(#74)		V			#74				M	1	1	-1, -2, 0	4	-1	-1	0	3	0.0	0.0	0.875	0.0
51	50	3/16	3/16	3/4	2	1	V		bb	i		V		V							M	1	1	-1, 3, 0		-1	-1	2	9	0.18181818181818182	0.3125	2.0625	0.13157894736842105
52	51	0	0	3/4	2	1	V7(b3)		bb	i		V7(b3)		V		7	b3				Mm7	1	1	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.625	0.0
52	51	3/16	3/16	3/4	2	1	V7(9)		bb	i		V7(9)		V		7	9				Mm7	1	1	-1, 3, 0, -3	-6	-1	-1	0	8	0.0	0.0	1.625	0.0
52	51	1/2	1/2	3/4	2	1	V7		bb	i		V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
53	52	0	0	3/4	2	1	i}	1	bb	i		i		i						}	m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.5	0.0
53	52	1/2	1/2	3/4	2	1	III.ii7	1	bb	III		ii7		ii		7					mm7	1	0	-3, -6, -2, -5		-3	-3	0	3	0.0	0.0	0.75	0.0
54	52	0	0	3/4	2	1	i}	2	bb	i		i		i						}	m	1	1	-2, -5, -1		-2	-2	0	8	0.0	0.0	2.25	0.0
55	53	1/4	1/4	3/4	2	1	VI		bb	i		VI		VI							M	1	1	-6, -2, -5		-6	-6	0	4	0.0	0.0	1.0	0.0
56	54	0	0	3/4	2	1	Fr7		bb	i		Fr7	Fr	V		7	b5	V			Fr	1	1	0, 4, -6, -2		0	0	0	4	0.0	0.0	0.5	0.0
56	54	1/4	1/4	3/4	2	1	i		bb	i		i		i							m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
57	55	0	0	3/4	2	1	v		bb	i		v		v							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
57	55	1/4	1/4	3/4	2	1	VI		bb	i		VI		VI							M	1	1	-6, -2, -5		-6	-6	0	6	0.0	0.0	1.0	0.0
58	56	0	0	3/4	2	1	Fr7		bb	i		Fr7	Fr	V		7	b5	V			Fr	1	1	0, 4, -6, -2		0	0	0	4	0.0	0.0	0.5	0.0
58	56	1/4	1/4	3/4	2	1	i		bb	i		i		i							m	1	1	-2, -5, -1		-2	-2	0	2	0.0	0.0	1.0	0.0
59	57	0	0	3/4	2	1	V7/V		bb	i		V7/V		V		7		V			Mm7	1	1	0, 4, 1, -2		0	0	0	6	0.0	0.0	1.5	0.0
59	57	1/4	1/4	3/4	2	1	V(64)/V		bb	i		V(64)/V		V			64	V			M	1	1	0, -1, 3		0	0	0	12	0.0	0.0	3.0	0.0
60	58	0	0	3/4	2	1	V/V		bb	i		V/V		V				V			M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	1.0	0.0
60	58	1/8	1/8	3/4	2	1	V7/V		bb	i		V7/V		V		7		V			Mm7	1	1	0, 4, 1, -2		0	0	0	2	0.0	0.0	0.25	0.0
60	58	1/4	1/4	3/4	2	1	V(64)/V		bb	i		V(64)/V		V			64	V			M	1	1	0, -1, 3		0	0	0	12	0.0	0.0	3.0	0.0
61	59	0	0	3/4	2	1	V7/V		bb	i		V7/V		V		7		V			Mm7	1	1	0, 4, 1, -2		0	0	0	6	0.0	0.0	1.5	0.0
61	59	1/4	1/4	3/4	2	1	V(64)/V		bb	i		V(64)/V		V			64	V			M	1	1	0, -1, 3		0	0	0	12	0.0	0.0	3.0	0.0
62	60	0	0	3/4	2	1	V7(13)/V	1	bb	i		V7(13)/V		V		7	13	V			Mm7	1	1	0, 4, 1, -2	3	0	0	0	6	0.0	0.0	1.375	0.0
62	60	1/8	1/8	3/4	2	1	V7/V	1	bb	i		V7/V		V		7		V			Mm7	1	1	0, 4, 1, -2		0	0	0	1	0.0	0.0	0.125	0.0
62	60	1/4	1/4	3/4	2	1	I/V|PAC}	1	bb	i		I/V		I				V	PAC	}	M	1	1	-1, 3, 0		-1	-1	0	5	0.0	0.0	2.5	0.0
63	60	0	0	3/4	2	1	V7(13)/V	2	bb	i		V7(13)/V		V		7	13	V			Mm7	1	1	0, 4, 1, -2	3	0	0	0	6	0.0	0.0	1.375	0.0
63	60	1/8	1/8	3/4	2	1	V7/V	2	bb	i		V7/V		V		7		V			Mm7	1	1	0, 4, 1, -2		0	0	0	1	0.0	0.0	0.125	0.0
63	60	1/4	1/4	3/4	2	1	I/V|PAC}	2	bb	i		I/V		I				V	PAC	}	M	1	1	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.25	0.0
64	61	0	0	3/4	2	1	III.ii6(2)		bb	III		ii6(2)		ii		6	2				m	1	0	-6, -2, -1		-3	-6	0	4	0.0	0.0	0.5	0.0
64	61	1/4	1/4	3/4	2	1	ii6		bb	III		ii6		ii		6					m	1	0	-6, -2, -3		-3	-6	2	6	0.25	0.25	1.25	0.16666666666666666
65	62	0	0	3/4	2	1	ii6(6)		bb	III		ii6(6)		ii		6	6				m	1	0	-6, 0, -3		-3	-6	0	2	0.0	0.0	0.375	0.0
65	62	1/4	1/4	3/4	2	1	ii6		bb	III		ii6		ii		6					m	1	0	-6, -2, -3		-3	-6	0	5	0.0	0.0	1.5	0.0
66	63	0	0	3/4	2	1	V7		bb	III		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4	-4	1	11	0.08333333333333333	0.125	1.8125	0.06451612903225806
67	64	0	0	3/4	2	1	I}		bb	III		I		I						}	M	1	0	-5, -1, -4		-5	-5	0	7	0.0	0.0	1.625	0.0
68	65	0	0	3/4	2	1	iio6(2){		bb	III		iio6(2)		ii	o	6	2			{	o	1	0	-6, -9, -1		-3	-6	0	4	0.0	0.0	0.5	0.0
68	65	1/4	1/4	3/4	2	1	iio6		bb	III		iio6		ii	o	6					o	1	0	-6, -9, -3		-3	-6	2	6	0.25	0.25	1.25	0.16666666666666666
69	66	0	0	3/4	2	1	ii%65(b6)		bb	III		ii%65(b6)		ii	%	65	b6				%7	1	0	-6, -7, -5, -3		-3	-6	0	2	0.0	0.0	0.375	0.0
