mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	c#.i{	c#	i		i		i						{	m	1	1	7, 4, 8		7	7	6	8	0.42857142857142855	1.0625	1.3125	0.4473684210526316
4	4	1/4	1/4	3/4	2	1	i64	c#	i		i64		i		64					m	1	1	8, 7, 4		7	8	0	2	0.0	0.0	0.5	0.0
4	4	1/2	1/2	3/4	2	1	bII6	c#	i		bII6		bII		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.75	0.0
5	5	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	7, 4, 8		7	7	0	3	0.0	0.0	0.5	0.0
5	5	1/4	1/4	3/4	2	1	i7	c#	i		i7		i		7					mm7	1	1	7, 4, 8, 5		7	7	0	4	0.0	0.0	1.0	0.0
5	5	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	3, 7, 6		6	3	0	4	0.0	0.0	1.0	0.0
6	6	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	7, 4, 8		7	7	0	5	0.0	0.0	1.0	0.0
6	6	1/2	1/2	3/4	2	1	bII6	c#	i		bII6		bII		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.75	0.0
7	7	0	0	3/4	2	1	i	c#	i		i		i							m	1	1	7, 4, 8		7	7	1	5	0.16666666666666666	0.0625	1.1875	0.05
7	7	1/2	1/2	3/4	2	1	iv6	c#	i		iv6		iv		6					m	1	1	3, 7, 6		6	3	1	4	0.2	0.0	1.0	0.0
8	8	0	0	3/4	2	1	i}	c#	i		i		i						}	m	1	1	7, 4, 8		7	7	0	7	0.0	0.0	1.5	0.0
9	9	0	0	3/4	2	1	III{	c#	i		III		III						{	M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
9	9	1/4	1/4	3/4	2	1	IIIM7	c#	i		IIIM7		III	M	7					MM7	1	1	4, 8, 5, 9		4	4	0	4	0.0	0.0	1.0	0.0
9	9	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	10, 7, 4, 13		13	10	0	4	0.0	0.0	1.0	0.0
10	10	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
10	10	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	10, 7, 13		13	10	0	3	0.0	0.0	0.75	0.0
11	11	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	4, 8, 5		4	4	2	6	0.25	0.25	1.25	0.16666666666666666
11	11	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	10, 7, 4, 13		13	10	2	4	0.3333333333333333	0.125	0.875	0.125
12	12	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	10, 7, 13		13	10	0	3	0.0	0.0	0.75	0.0
13	13	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
13	13	1/4	1/4	3/4	2	1	IIIM7	c#	i		IIIM7		III	M	7					MM7	1	1	4, 8, 5, 9		4	4	0	4	0.0	0.0	1.0	0.0
13	13	1/2	1/2	3/4	2	1	#viio65/v	c#	i		#viio65/v		#vii	o	65		v			o7	1	1	10, 7, 4, 13		13	10	0	4	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	III	c#	i		III		III							M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
14	14	1/2	1/2	3/4	2	1	#viio6/v	c#	i		#viio6/v		#vii	o	6		v			o	1	1	10, 7, 13		13	10	0	3	0.0	0.0	0.75	0.0
15	15	0	0	3/4	2	1	III}	c#	i		III		III						}	M	1	1	4, 8, 5		4	4	9	8	0.5294117647058824	1.0	1.25	0.4444444444444444
17	17	0	0	3/4	2	1	V65{	c#	i		V65		V		65				{	Mm7	1	1	12, 9, 6, 8		8	12	2	9	0.18181818181818182	0.25	2.25	0.1
18	18	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	7, 11, 8		7	7	3	10	0.23076923076923078	0.375	2.125	0.15
19	19	0	0	3/4	2	1	V7	c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	13	0.13333333333333333	0.25	2.75	0.08333333333333333
20	20	0	0	3/4	2	1	I	c#	i		I		I							M	1	1	7, 11, 8		7	7	2	13	0.13333333333333333	0.0625	3.125	0.0196078431372549
21	21	0	0	3/4	2	1	V65/#vi	c#	i		V65/#vi		V		65		#vi			Mm7	1	1	15, 12, 9, 11		11	15	2	11	0.15384615384615385	0.25	2.75	0.08333333333333333
22	22	0	0	3/4	2	1	#vi	c#	i		#vi		#vi							m	1	1	10, 7, 11		10	10	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
22	22	1/2	1/2	3/4	2	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	9, 13, 10, 7		9	9	1	5	0.16666666666666666	0.125	1.125	0.1
