mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
19	19	0	0	3/4	2	1	V64	E	I		V64		V		64					M	0	0	6, 5, 9		5	6	1	3	0.25	0.125	0.5625	0.18181818181818182
19	19	1/4	1/4	3/4	2	1	V6(4)	E	I		V6(4)		V		6	4				M	0	0	4, 6, 5		5	4	0	3	0.0	0.0	0.75	0.0
19	19	1/2	1/2	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
20	20	0	0	3/4	2	1	V}	E	I		V		V						}	M	0	0	5, 9, 6		5	5	1	8	0.1111111111111111	0.0	2.0	0.0
21	21	0	0	3/4	2	1	I[I{	E	I	I	I		I						{	M	0	0	4, 8, 5		4	4	0	29	0.0	0.0	6.0	0.0
23	23	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
24	24	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
24	24	3/16	3/16	3/4	2	1	I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
25	25	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
26	26	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
26	26	3/16	3/16	3/4	2	1	I]	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
27	27	0	0	3/4	2	1	V(6)/V	E	I		V(6)/V		V			6	V			M	0	0	6, 10, 9		6	6	0	3	0.0	0.0	0.5	0.0
27	27	3/16	3/16	3/4	2	1	V7/V	E	I		V7/V		V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	0	10	0.0	0.0	2.625	0.0
28	28	0	0	3/4	2	1	V|HC}	E	I		V		V					HC	}	M	0	0	5, 9, 6		5	5	0	10	0.0	0.0	2.5625	0.0
29	29	0	0	3/4	2	1	V64{	E	I		V64		V		64				{	M	0	0	6, 5, 9		5	6	1	3	0.25	0.125	0.625	0.16666666666666666
29	29	1/4	1/4	3/4	2	1	V6(4)	E	I		V6(4)		V		6	4				M	0	0	4, 6, 5		5	4	0	3	0.0	0.0	0.75	0.0
29	29	1/2	1/2	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
30	30	0	0	3/4	2	1	V	E	I		V		V							M	0	0	5, 9, 6		5	5	1	8	0.1111111111111111	0.0	2.25	0.0
31	31	0	0	3/4	2	1	V64	E	I		V64		V		64					M	0	0	6, 5, 9		5	6	1	3	0.25	0.125	0.5625	0.18181818181818182
31	31	1/4	1/4	3/4	2	1	V6(4)	E	I		V6(4)		V		6	4				M	0	0	4, 6, 5		5	4	0	3	0.0	0.0	0.75	0.0
31	31	1/2	1/2	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
32	32	0	0	3/4	2	1	V}	E	I		V		V						}	M	0	0	5, 9, 6		5	5	1	17	0.05555555555555555	0.0	3.4375	0.0
33	33	1/4	1/4	3/4	2	1	v	E	I		v		v							m	0	0	5, 2, 6		5	5	0	5	0.0	0.0	1.25	0.0
34	34	0	0	3/4	2	1	ii	E	I		ii		ii							m	0	0	6, 3, 7		6	6	2	14	0.125	0.25	2.5	0.09090909090909091
35	35	0	0	3/4	2	1	vi	E	I		vi		vi							m	0	0	7, 4, 8		7	7	4	29	0.12121212121212122	0.25	7.0	0.034482758620689655
37	37	0	0	3/4	2	1	ii	E	I		ii		ii							m	0	0	6, 3, 7		6	6	0	15	0.0	0.0	2.9375	0.0
38	38	0	0	3/4	2	1	V7(9)	E	I		V7(9)		V		7	9				Mm7	0	0	5, 9, 6, 3	7	5	5	0	11	0.0	0.0	2.125	0.0
38	38	1/2	1/2	3/4	2	1	V(6)	E	I		V(6)		V			6				M	0	0	5, 9, 8		5	5	0	4	0.0	0.0	0.75	0.0
38	38	5/8	5/8	3/4	2	1	V7	E	I		V7		V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.375	0.0
39	39	0	0	3/4	2	1	I}	E	I		I		I						}	M	0	0	4, 8, 5		4	4	4	24	0.14285714285714285	0.25	5.5	0.043478260869565216
41	41	0	0	3/4	2	1	I[V2{	E	I	I	V2		V		2				{	Mm7	0	0	3, 5, 9, 6		5	3	5	15	0.25	0.9375	3.125	0.23076923076923078
42	42	0	0	3/4	2	1	I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	1	18	0.05263157894736842	0.125	4.25	0.02857142857142857
43	43	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	5	15	0.25	1.0	3.25	0.23529411764705882
44	44	0	0	3/4	2	1	I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	2	15	0.11764705882352941	0.25	3.5	0.06666666666666667
45	45	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	5	13	0.2777777777777778	0.9375	2.75	0.2542372881355932
46	46	0	0	3/4	2	1	I]	E	I	I	I		I							M	0	0	4, 8, 5		4	4	4	12	0.25	0.5	2.25	0.18181818181818182
47	47	1/4	1/4	3/4	2	1	viio6	E	I		viio6		vii	o	6					o	0	0	6, 3, 9		9	6	0	4	0.0	0.0	0.5	0.0
47	47	1/2	1/2	3/4	2	1	I	E	I		I		I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.5	0.0
48	48	0	0	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	4	0.0	0.0	0.5	0.0
48	48	1/4	1/4	3/4	2	1	IV6	E	I		IV6		IV		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
48	48	1/2	1/2	3/4	2	1	iv6}	E	I		iv6		iv		6				}	m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.5	0.0
49	49	0	0	3/4	2	1	IV.V7{	E	IV		V7		V		7				{	Mm7	0	0	4, 8, 5, 2		4	4	1	11	0.08333333333333333	0.125	2.25	0.05263157894736842
50	50	0	0	3/4	2	1	I	E	IV		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
50	50	1/4	1/4	3/4	2	1	V6	E	IV		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.125	0.0
50	50	1/2	1/2	3/4	2	1	v6	E	IV		v6		v		6					m	0	0	1, 5, 4		4	1	1	3	0.25	0.125	0.75	0.14285714285714285
51	51	0	0	3/4	2	1	V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	6, 10, 7, 4		6	6	0	5	0.0	0.0	1.0	0.0
51	51	1/4	1/4	3/4	2	1	ii	E	IV		ii		ii							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
51	51	1/2	1/2	3/4	2	1	iio64	E	IV		iio64		ii	o	64					o	0	0	-1, 5, 2		5	-1	1	4	0.2	0.125	0.875	0.125
52	52	0	0	3/4	2	1	V7	E	IV		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	1.0	0.0
52	52	1/4	1/4	3/4	2	1	I	E	IV		I		I							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
53	53	0	0	3/4	2	1	V7	E	IV		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	12	0.07692307692307693	0.125	2.625	0.045454545454545456
54	54	0	0	3/4	2	1	I	E	IV		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
54	54	1/4	1/4	3/4	2	1	V6	E	IV		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.125	0.0
54	54	1/2	1/2	3/4	2	1	v6	E	IV		v6		v		6					m	0	0	1, 5, 4		4	1	1	3	0.25	0.125	0.75	0.14285714285714285
55	55	0	0	3/4	2	1	V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	6, 10, 7, 4		6	6	0	5	0.0	0.0	1.0	0.0
55	55	1/4	1/4	3/4	2	1	ii	E	IV		ii		ii							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
55	55	1/2	1/2	3/4	2	1	V7(6)	E	IV		V7(6)		V		7	6				Mm7	0	0	4, 8, 7, 2		4	4	1	4	0.2	0.25	0.75	0.25
56	56	0	0	3/4	2	1	I|PAC}	E	IV		I		I					PAC	}	M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.125	2.0	0.058823529411764705
57	57	0	0	3/4	2	1	V7	E	IV		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	12	0.07692307692307693	0.125	2.625	0.045454545454545456
58	58	0	0	3/4	2	1	I	E	IV		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
58	58	1/4	1/4	3/4	2	1	V6	E	IV		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.125	0.0
58	58	1/2	1/2	3/4	2	1	v6	E	IV		v6		v		6					m	0	0	1, 5, 4		4	1	1	3	0.25	0.125	0.75	0.14285714285714285
59	59	0	0	3/4	2	1	V7/ii	E	IV		V7/ii		V		7		ii			Mm7	0	0	6, 10, 7, 4		6	6	0	5	0.0	0.0	1.0	0.0
59	59	1/4	1/4	3/4	2	1	V43/V	E	IV		V43/V		V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	0	4	0.0	0.0	1.0	0.0
59	59	1/2	1/2	3/4	2	1	iv6	E	IV		iv6		iv		6					m	0	0	-1, 3, 2		2	-1	1	4	0.2	0.125	0.875	0.125
60	60	0	0	3/4	2	1	V7	E	IV		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	1.0	0.0
60	60	1/4	1/4	3/4	2	1	V43/IV	E	IV		V43/IV		V		43		IV			Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	1.0	0.0
60	60	1/2	1/2	3/4	2	1	.It6/bVII	E	IV		It6/bVII	It	vii	o	6	b3	V/bVII			It	0	0	-3, 1, 7		7	-3	1	4	0.2	0.125	0.875	0.125
61	61	0	0	3/4	2	1	vii%43	E	IV		vii%43		vii	%	43					%7	0	0	2, 6, 8, 5		8	2	0	5	0.0	0.0	0.9375	0.0
61	61	1/4	1/4	3/4	2	1	V2	E	IV		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	8	0.1111111111111111	0.125	1.875	0.0625
62	62	0	0	3/4	2	1	I6	E	IV		I6		I		6					M	0	0	7, 4, 3		3	7	0	9	0.0	0.0	2.125	0.0
62	62	1/2	1/2	3/4	2	1	i6	E	IV		i6		i		6					m	0	0	0, 4, 3		3	0	1	3	0.25	0.125	0.75	0.14285714285714285
63	63	0	0	3/4	2	1	V7/V	E	IV		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	1	4	0.2	0.125	0.875	0.125
63	63	1/4	1/4	3/4	2	1	V	E	IV		V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
63	63	1/2	1/2	3/4	2	1	V7(6)	E	IV		V7(6)		V		7	6				Mm7	0	0	4, 8, 7, 2		4	4	1	4	0.2	0.25	0.75	0.25
64	64	0	0	3/4	2	1	I|PAC}	E	IV		I		I					PAC	}	M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	2.0	0.0
65	65	0	0	3/4	2	1	I.IV64{	E	I		IV64		IV		64				{	M	0	0	4, 3, 7		3	4	1	3	0.25	0.125	0.625	0.16666666666666666
65	65	1/4	1/4	3/4	2	1	IV6(b4)	E	I		IV6(b4)		IV		6	b4				M	0	0	2, 4, 3		3	2	0	3	0.0	0.0	0.75	0.0
65	65	1/2	1/2	3/4	2	1	IV6	E	I		IV6		IV		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.75	0.0
66	66	0	0	3/4	2	1	IV	E	I		IV		IV							M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.0	2.25	0.0
67	67	0	0	3/4	2	1	IV64	E	I		IV64		IV		64					M	0	0	4, 3, 7		3	4	1	3	0.25	0.125	0.5625	0.18181818181818182
67	67	1/4	1/4	3/4	2	1	IV6(b4)	E	I		IV6(b4)		IV		6	b4				M	0	0	2, 4, 3		3	2	0	3	0.0	0.0	0.75	0.0
67	67	1/2	1/2	3/4	2	1	IV6	E	I		IV6		IV		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.75	0.0
68	68	0	0	3/4	2	1	IV}	E	I		IV		IV						}	M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.0	2.0	0.0
69	69	0	0	3/4	2	1	I[I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	29	0.0	0.0	6.0	0.0
71	71	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
72	72	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
72	72	3/16	3/16	3/4	2	1	I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
73	73	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
74	74	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
74	74	3/16	3/16	3/4	2	1	I]	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
75	75	0	0	3/4	2	1	V(6)/V	E	I		V(6)/V		V			6	V			M	0	0	6, 10, 9		6	6	0	3	0.0	0.0	0.5	0.0
75	75	1/8	1/8	3/4	2	1	V7/V	E	I		V7/V		V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	0	10	0.0	0.0	2.625	0.0
76	76	0	0	3/4	2	1	V|HC}	E	I		V		V					HC	}	M	0	0	5, 9, 6		5	5	0	10	0.0	0.0	2.5625	0.0
77	77	0	0	3/4	2	1	V64{	E	I		V64		V		64				{	M	0	0	6, 5, 9		5	6	1	3	0.25	0.125	0.625	0.16666666666666666
77	77	1/4	1/4	3/4	2	1	V(4)	E	I		V(4)		V			4				M	0	0	5, 4, 6		5	5	0	3	0.0	0.0	0.75	0.0
77	77	1/2	1/2	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
78	78	0	0	3/4	2	1	V	E	I		V		V							M	0	0	5, 9, 6		5	5	1	8	0.1111111111111111	0.0	2.25	0.0
79	79	0	0	3/4	2	1	V64	E	I		V64		V		64					M	0	0	6, 5, 9		5	6	1	3	0.25	0.125	0.5625	0.18181818181818182
79	79	1/4	1/4	3/4	2	1	V(4)	E	I		V(4)		V			4				M	0	0	5, 4, 6		5	5	0	3	0.0	0.0	0.75	0.0
79	79	1/2	1/2	3/4	2	1	V6	E	I		V6		V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
80	80	0	0	3/4	2	1	V}	E	I		V		V						}	M	0	0	5, 9, 6		5	5	1	8	0.1111111111111111	0.0	2.0	0.0
81	81	0	0	3/4	2	1	I[I{	E	I	I	I		I						{	M	0	0	4, 8, 5		4	4	0	27	0.0	0.0	5.5	0.0
83	83	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
84	84	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
84	84	3/16	3/16	3/4	2	1	I	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
85	85	0	0	3/4	2	1	V2	E	I	I	V2		V		2					Mm7	0	0	3, 5, 9, 6		5	3	8	16	0.3333333333333333	1.3333333333333333	3.1666666666666665	0.2962962962962963
86	86	0	0	3/4	2	1	I(1311)	E	I	I	I(1311)		I			1311				M	0	0	4, 8, 5	7, 3	4	4	0	6	0.0	0.0	1.25	0.0
86	86	3/16	3/16	3/4	2	1	I]	E	I	I	I		I							M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	3.125	0.0
87	87	0	0	3/4	2	1	ii65	E	I		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	4	0.0	0.0	0.75	0.0
87	87	1/8	1/8	3/4	2	1	ii%65	E	I		ii%65		ii	%	65					%7	0	0	3, 0, 4, 6		6	3	0	2	0.0	0.0	0.25	0.0
87	87	1/4	1/4	3/4	2	1	V	E	I		V		V							M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
87	87	1/2	1/2	3/4	2	1	V7(6)	E	I		V7(6)		V		7	6				Mm7	0	0	5, 9, 8, 3		5	5	0	4	0.0	0.0	1.0	0.0
88	88	0	0	3/4	2	1	I|PAC	E	I		I		I					PAC		M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	2.5	0.0
88	88	1/2	1/2	3/4	2	1	I6	E	I		I6		I		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.0	0.0
89	89	0	0	3/4	2	1	ii65	E	I		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	6	0.0	0.0	1.0	0.0
89	89	1/4	1/4	3/4	2	1	ii%65	E	I		ii%65		ii	%	65					%7	0	0	3, 0, 4, 6		6	3	0	4	0.0	0.0	1.0	0.0
89	89	1/2	1/2	3/4	2	1	V7(6)	E	I		V7(6)		V		7	6				Mm7	0	0	5, 9, 8, 3		5	5	0	5	0.0	0.0	1.0	0.0
90	90	0	0	3/4	2	1	I|PAC}	E	I		I		I					PAC	}	M	0	0	4, 8, 5		4	4	0	9	0.0	0.0	2.25	0.0
