mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	e.V{				e	i		V	V						{	M	1	1	5, 9, 6		5.0	5.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	2	1	i(4)				e	i		i(4)	i			4				m	1	1	4, 3, 5		4.0	4.0	0	2	0.0	0.0	0.4375	0.0
2	1	3/16	3/16	3/4	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	0	1	0.0	0.0	0.0625	0.0
2	1	1/4	1/4	3/4	2	1	i(9)				e	i		i(9)	i			9				m	1	1	4, 1, 5	6	4.0	4.0	0	3	0.0	0.0	0.75	0.0
2	1	1/2	1/2	3/4	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
3	2	0	0	3/4	2	1	iv(11)				e	i		iv(11)	iv			11				m	1	1	3, 0, 4	2	3.0	3.0	0	5	0.0	0.0	1.5	0.0
3	2	1/2	1/2	3/4	2	1	iv				e	i		iv	iv							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
4	3	0	0	3/4	2	1	V7(96)/III				e	i		V7(96)/III	V		7	96	III			Mm7	1	1	2, 6, 5, 0	4	2.0	2.0	0	4	0.0	0.0	1.4375	0.0
4	3	3/16	3/16	3/4	2	1	V7(9)/III				e	i		V7(9)/III	V		7	9	III			Mm7	1	1	2, 6, 3, 0	4	2.0	2.0	0	1	0.0	0.0	0.0625	0.0
4	3	1/4	1/4	3/4	2	1	V(6)/III				e	i		V(6)/III	V			6	III			M	1	1	2, 6, 5		2.0	2.0	1	3	0.25	0.125	0.625	0.16666666666666666
