mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	.c#.viio2/V{	c#	i		viio2/V	vii	o	2		V		{	o7	1	1	4, 13, 10, 7		13	4	0	3	0.0	0.0	1.875	0.0
1	1	3/8	3/8	3/4	2	1	V7/V	c#	i		V7/V	V		7		V			Mm7	1	1	9, 13, 10, 7		9	9	0	1	0.0	0.0	0.125	0.0
1	1	1/2	1/2	3/4	2	1	viio2/V	c#	i		viio2/V	vii	o	2		V			o7	1	1	4, 13, 10, 7		13	4	0	1	0.0	0.0	0.1875	0.0
1	1	11/16	11/16	3/4	2	1	V7/V	c#	i		V7/V	V		7		V			Mm7	1	1	9, 13, 10, 7		9	9	0	1	0.0	0.0	0.0625	0.0
2	2	0	0	3/4	2	1	viio2/V	c#	i		viio2/V	vii	o	2		V			o7	1	1	4, 13, 10, 7		13	4	0	3	0.0	0.0	1.6875	0.0
2	2	3/16	3/16	3/4	2	1	V7/V	c#	i		V7/V	V		7		V			Mm7	1	1	9, 13, 10, 7		9	9	0	1	0.0	0.0	0.0625	0.0
2	2	1/4	1/4	3/4	2	1	viio2/V	c#	i		viio2/V	vii	o	2		V			o7	1	1	4, 13, 10, 7		13	4	0	1	0.0	0.0	0.25	0.0
2	2	1/2	1/2	3/4	2	1	V7/V	c#	i		V7/V	V		7		V			Mm7	1	1	9, 13, 10, 7		9	9	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	2	1	ii%43	c#	i		ii%43	ii	%	43					%7	1	1	3, 7, 9, 6		9	3	0	4	0.0	0.0	2.25	0.0
3	3	3/8	3/8	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	0	2	0.0	0.0	0.25	0.0
3	3	1/2	1/2	3/4	2	1	ii%43	c#	i		ii%43	ii	%	43					%7	1	1	3, 7, 9, 6		9	3	0	2	0.0	0.0	0.375	0.0
3	3	11/16	11/16	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	0	2	0.0	0.0	0.125	0.0
4	4	0	0	3/4	2	1	ii%43	c#	i		ii%43	ii	%	43					%7	1	1	3, 7, 9, 6		9	3	0	4	0.0	0.0	1.875	0.0
4	4	3/16	3/16	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	0	2	0.0	0.0	0.125	0.0
4	4	1/4	1/4	3/4	2	1	ii%43	c#	i		ii%43	ii	%	43					%7	1	1	3, 7, 9, 6		9	3	0	2	0.0	0.0	0.5	0.0
4	4	1/2	1/2	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	0	2	0.0	0.0	0.5	0.0
5	5	0	0	3/4	2	1	i[i}{	c#	i	i	i	i						}{	m	1	1	7, 4, 8		7	7	4	15	0.21052631578947367	0.25	3.25	0.07142857142857142
6	6	0	0	3/4	2	1	V7	c#	i	i	V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	4	8	0.3333333333333333	0.625	1.75	0.2631578947368421
6	6	1/2	1/2	3/4	2	1	i	c#	i	i	i	i							m	1	1	7, 4, 8		7	7	4	22	0.15384615384615385	0.25	4.5	0.05263157894736842
8	8	0	0	3/4	2	1	V7	c#	i	i	V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	4	8	0.3333333333333333	0.625	1.75	0.2631578947368421
8	8	1/2	1/2	3/4	2	1	i]	c#	i	i	i	i							m	1	1	7, 4, 8		7	7	0	5	0.0	0.0	1.25	0.0
9	9	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	1	4	0.2	0.0625	0.5625	0.1
9	9	1/4	1/4	3/4	2	1	V7(9)	c#	i		V7(9)	V		7	9				Mm7	1	1	8, 12, 9, 6	3	8	8	2	12	0.14285714285714285	0.125	2.875	0.041666666666666664
10	10	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	11	0.15384615384615385	0.125	2.75	0.043478260869565216
10	10	1/2	1/2	3/4	2	1	V(64)	c#	i		V(64)	V			64				M	1	1	8, 7, 4		8	8	0	5	0.0	0.0	1.25	0.0
11	11	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	1	4	0.2	0.0625	0.5625	0.1
11	11	1/4	1/4	3/4	2	1	V7(9)	c#	i		V7(9)	V		7	9				Mm7	1	1	8, 12, 9, 6	3	8	8	5	16	0.23809523809523808	0.625	2.875	0.17857142857142858
13	13	0	0	3/4	2	1	i[i}{	c#	i	i	i	i						}{	m	1	1	7, 4, 8		7	7	4	15	0.21052631578947367	0.25	3.25	0.07142857142857142
14	14	0	0	3/4	2	1	V7	c#	i	i	V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	4	8	0.3333333333333333	0.625	1.75	0.2631578947368421
14	14	1/2	1/2	3/4	2	1	i	c#	i	i	i	i							m	1	1	7, 4, 8		7	7	4	22	0.15384615384615385	0.25	4.5	0.05263157894736842
16	16	0	0	3/4	2	1	V7	c#	i	i	V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	4	8	0.3333333333333333	0.625	1.75	0.2631578947368421
16	16	1/2	1/2	3/4	2	1	i]	c#	i	i	i	i							m	1	1	7, 4, 8		7	7	0	5	0.0	0.0	1.25	0.0
17	17	0	0	3/4	2	1	V/III	c#	i		V/III	V				III			M	1	1	5, 9, 6		5	5	2	3	0.4	0.125	0.5	0.2
17	17	1/4	1/4	3/4	2	1	V7/III	c#	i		V7/III	V		7		III			Mm7	1	1	5, 9, 6, 3		5	5	4	23	0.14814814814814814	0.375	5.5	0.06382978723404255
18	18	1/2	1/2	3/4	2	1	V(64)/III	c#	i		V(64)/III	V			64	III			M	1	1	5, 4, 8		5	5	0	6	0.0	0.0	1.5	0.0
19	19	0	0	3/4	2	1	V7/III	c#	i		V7/III	V		7		III			Mm7	1	1	5, 9, 6, 3		5	5	3	14	0.17647058823529413	0.3	2.95	0.0923076923076923
19	19	1/2	1/2	3/4	2	1	V7(9)/III	c#	i		V7(9)/III	V		7	9	III			Mm7	1	1	5, 9, 6, 3	7	5	5	0	4	0.0	0.0	0.5	0.0
20	20	0	0	3/4	2	1	V7/III	c#	i		V7/III	V		7		III			Mm7	1	1	5, 9, 6, 3		5	5	2	11	0.15384615384615385	0.125	2.75	0.043478260869565216
20	20	1/2	1/2	3/4	2	1	I/III}	c#	i		I/III	I				III		}	M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.25	0.0
21	21	0	0	3/4	2	1	bII6{	c#	i		bII6	bII		6				{	M	1	1	6, 3, 2		2	6	2	9	0.18181818181818182	0.25	2.0625	0.10810810810810811
22	22	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	10	0.16666666666666666	0.125	2.25	0.05263157894736842
22	22	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
23	23	0	0	3/4	2	1	bII6	c#	i		bII6	bII		6					M	1	1	6, 3, 2		2	6	2	10	0.16666666666666666	0.25	1.125	0.18181818181818182
24	24	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	10	0.16666666666666666	0.125	2.25	0.05263157894736842
24	24	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
25	25	0	0	3/4	2	1	bII6	c#	i		bII6	bII		6					M	1	1	6, 3, 2		2	6	2	11	0.15384615384615385	0.25	1.0	0.2
26	26	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	10	0.16666666666666666	0.125	2.25	0.05263157894736842
26	26	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
27	27	0	0	3/4	2	1	bII6	c#	i		bII6	bII		6					M	1	1	6, 3, 2		2	6	2	15	0.11764705882352941	0.25	1.0	0.2
28	28	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	10	0.16666666666666666	0.125	2.25	0.05263157894736842
28	28	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
29	29	0	0	3/4	2	1	V	c#	i		V	V							M	1	1	8, 12, 9		8	8	2	8	0.2	0.25	1.75	0.125
29	29	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
30	30	0	0	3/4	2	1	V	c#	i		V	V							M	1	1	8, 12, 9		8	8	2	8	0.2	0.25	1.75	0.125
30	30	1/2	1/2	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	0	4	0.0	0.0	1.0	0.0
31	31	0	0	3/4	2	1	V|HC}	c#	i		V	V					HC	}	M	1	1	8, 12, 9		8	8	0	10	0.0	0.0	5.5	0.0
33	33	0	0	3/4	2	1	V7{	c#	i		V7	V		7				{	Mm7	1	1	8, 12, 9, 6		8	8	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
34	34	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	9	0.1	0.0625	1.8125	0.03333333333333333
35	35	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
36	36	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	9	0.1	0.0625	1.8125	0.03333333333333333
37	37	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
38	38	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	9	0.1	0.0625	1.8125	0.03333333333333333
39	39	0	0	3/4	2	1	i/v}	c#	i		i/v	i				v		}	m	1	1	8, 5, 9		8	8	3	14	0.17647058823529413	0.125	3.75	0.03225806451612903
41	41	0	0	3/4	2	1	V7/v{	c#	i		V7/v	V		7		v		{	Mm7	1	1	9, 13, 10, 7		9	9	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
42	42	0	0	3/4	2	1	i/v	c#	i		i/v	i				v			m	1	1	8, 5, 9		8	8	1	9	0.1	0.0625	1.8125	0.03333333333333333
43	43	0	0	3/4	2	1	V7/v	c#	i		V7/v	V		7		v			Mm7	1	1	9, 13, 10, 7		9	9	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
44	44	0	0	3/4	2	1	i/v	c#	i		i/v	i				v			m	1	1	8, 5, 9		8	8	1	9	0.1	0.0625	1.8125	0.03333333333333333
45	45	0	0	3/4	2	1	V7/v	c#	i		V7/v	V		7		v			Mm7	1	1	9, 13, 10, 7		9	9	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
46	46	0	0	3/4	2	1	i/v}	c#	i		i/v	i				v		}	m	1	1	8, 5, 9		8	8	1	17	0.05555555555555555	0.0625	3.3125	0.018518518518518517
48	48	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	16	0.1111111111111111	0.1875	2.875	0.061224489795918366
50	50	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	9	0.1	0.0625	1.8125	0.03333333333333333
51	51	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	8	0.2	0.1875	2.5	0.06976744186046512
52	52	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	10	0.09090909090909091	0.0625	2.5625	0.023809523809523808
53	53	0	0	3/4	2	1	V7	c#	i		V7	V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	8	0.2	0.1875	2.5	0.06976744186046512
54	54	0	0	3/4	2	1	i	c#	i		i	i							m	1	1	7, 4, 8		7	7	1	10	0.09090909090909091	0.0625	2.5625	0.023809523809523808
55	55	0	0	3/4	2	1	i/v}	c#	i		i/v	i				v		}	m	1	1	8, 5, 9		8	8	3	14	0.17647058823529413	0.125	3.75	0.03225806451612903
57	57	0	0	3/4	2	1	V7/v{	c#	i		V7/v	V		7		v		{	Mm7	1	1	9, 13, 10, 7		9	9	2	7	0.2222222222222222	0.1875	1.75	0.0967741935483871
58	58	0	0	3/4	2	1	i/v	c#	i		i/v	i				v			m	1	1	8, 5, 9		8	8	1	9	0.1	0.0625	1.8125	0.03333333333333333
59	59	0	0	3/4	2	1	V7/v	c#	i		V7/v	V		7		v			Mm7	1	1	9, 13, 10, 7		9	9	2	8	0.2	0.1875	2.5	0.06976744186046512
60	60	0	0	3/4	2	1	i/v	c#	i		i/v	i				v			m	1	1	8, 5, 9		8	8	1	10	0.09090909090909091	0.0625	2.5625	0.023809523809523808
61	61	0	0	3/4	2	1	V7/v	c#	i		V7/v	V		7		v			Mm7	1	1	9, 13, 10, 7		9	9	2	8	0.2	0.1875	2.5	0.06976744186046512
62	62	0	0	3/4	2	1	i/v}	c#	i		i/v	i				v		}	m	1	1	8, 5, 9		8	8	1	23	0.041666666666666664	0.0625	4.8125	0.01282051282051282
64	64	1/4	1/4	3/4	2	1	VII.V(64b2)	c#	VII		V(64b2)	V			64b2				M	1	0	1, 5, 9		6	1	0	6	0.0	0.0	2.0	0.0
