mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	C.I[I{		C	I	I	I	I						{	M	0	0	0, 4, 1		0.0	0.0	0	30	0.0	0.0	11.75	0.0
5	5	1/2	1/2	3/4	2	1	vi65		C	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
6	6	0	0	3/4	2	1	V64(+4)/V		C	I	I	V64(+4)/V	V		64	+4	V			M	0	0	3, 2, 6	1	2.0	3.0	1	4	0.2	0.25	0.75	0.25
6	6	1/4	1/4	3/4	2	1	V7		C	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	3	0.25	0.25	0.75	0.25
6	6	1/2	1/2	3/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0.0	0.0	1	10	0.09090909090909091	0.0625	3.4375	0.017857142857142856
7	7	1/2	1/2	3/4	2	1	vi65		C	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	V64(+4)/V		C	I	I	V64(+4)/V	V		64	+4	V			M	0	0	3, 2, 6	1	2.0	3.0	1	4	0.2	0.25	0.75	0.25
8	8	1/4	1/4	3/4	2	1	V7		C	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	3	0.25	0.25	0.75	0.25
8	8	1/2	1/2	3/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0.0	0.0	1	11	0.08333333333333333	0.0625	3.4375	0.017857142857142856
9	9	1/2	1/2	3/4	2	1	vi65		C	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
10	10	0	0	3/4	2	1	V64(+4)/V		C	I	I	V64(+4)/V	V		64	+4	V			M	0	0	3, 2, 6	1	2.0	3.0	1	4	0.2	0.25	0.75	0.25
10	10	1/4	1/4	3/4	2	1	V7		C	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	3	0.25	0.25	0.75	0.25
