mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
42	40	3/16	3/16	3/4	2	1	I]		g	VI	I	I		I							M	1	0	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	2.125	0.0
43	41	0	0	3/4	2	1	V7(9){		g	VI		V7(9)		V		7	9			{	Mm7	1	0	-2, 2, -1, -4	0	-2.0	-2.0	1	15	0.0625	0.0625	3.0625	0.02
44	42	0	0	3/4	2	1	I(64)		g	VI		I(64)		I			64				M	1	0	-3, -4, 0		-3.0	-3.0	0	3	0.0	0.0	0.5	0.0
44	42	3/16	3/16	3/4	2	1	I		g	VI		I		I							M	1	0	-3, 1, -2		-3.0	-3.0	0	11	0.0	0.0	2.375	0.0
45	43	0	0	3/4	2	1	V7(9)		g	VI		V7(9)		V		7	9				Mm7	1	0	-2, 2, -1, -4	0	-2.0	-2.0	2	16	0.1111111111111111	0.0625	3.0625	0.02
46	44	0	0	3/4	2	1	I[I(64)		g	VI	I	I(64)		I			64				M	1	0	-3, -4, 0		-3.0	-3.0	0	3	0.0	0.0	0.5	0.0
46	44	3/16	3/16	3/4	2	1	I		g	VI	I	I		I							M	1	0	-3, 1, -2		-3.0	-3.0	0	7	0.0	0.0	1.375	0.0
46	44	1/2	1/2	3/4	2	1	I+		g	VI	I	I+		I	+						+	1	0	-3, 1, 5		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
47	45	0	0	3/4	2	1	I(964)		g	VI	I	I(964)		I			964				M	1	0	-3, -4, 0	-1	-3.0	-3.0	0	6	0.0	0.0	1.25	0.0
47	45	1/4	1/4	3/4	2	1	I(64)		g	VI	I	I(64)		I			64				M	1	0	-3, -4, 0		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
47	45	1/2	1/2	3/4	2	1	I		g	VI	I	I		I							M	1	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
48	46	0	0	3/4	2	1	I(964)		g	VI	I	I(964)		I			964				M	1	0	-3, -4, 0	-1	-3.0	-3.0	0	6	0.0	0.0	0.6875	0.0
48	46	1/4	1/4	3/4	2	1	I(64)		g	VI	I	I(64)		I			64				M	1	0	-3, -4, 0		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
48	46	1/2	1/2	3/4	2	1	I		g	VI	I	I		I							M	1	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
49	47	0	0	3/4	2	1	V7(9)		g	VI	I	V7(9)		V		7	9				Mm7	1	0	-2, 2, -1, -4	0	-2.0	-2.0	4	13	0.23529411764705882	0.8125	2.9375	0.21666666666666667
50	48	0	0	3/4	2	1	V7(6)/IV		g	VI	I	V7(6)/IV		V		7	6	IV			Mm7	1	0	-3, 1, 0, -5		-3.0	-3.0	0	4	0.0	0.0	0.875	0.0
50	48	3/16	3/16	3/4	2	1	V7/IV		g	VI	I	V7/IV		V		7		IV			Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	0	5	0.0	0.0	1.3125	0.0
50	48	1/2	1/2	3/4	2	1	i.Fr6]}		g	i	VI	Fr6	Fr	V		43	b5	V		}	Fr	1	1	-3, 1, 3, 7		3.0	-3.0	0	3	0.0	0.0	0.75	0.0
51	49	0	0	3/4	2	1	V7{		g	i		V7		V		7				{	Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	12	0.0	0.0	2.6875	0.0
52	50	0	0	3/4	2	1	i[i		g	i	i	i		i							m	1	1	1, -2, 2		1.0	1.0	1	10	0.09090909090909091	0.125	2.625	0.045454545454545456
53	51	0	0	3/4	2	1	iv64		g	i	i	iv64		iv		64					m	1	1	1, 0, -3		0.0	1.0	1	6	0.14285714285714285	0.0625	1.375	0.043478260869565216
53	51	1/2	1/2	3/4	2	1	#viio43		g	i	i	#viio43		#vii	o	43					o7	1	1	0, -3, 6, 3		6.0	0.0	1	4	0.2	0.25	1.0	0.2
54	52	0	0	3/4	2	1	i]		g	i	i	i		i							m	1	1	1, -2, 2		1.0	1.0	0	7	0.0	0.0	2.25	0.0
55	53	0	0	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	12	0.0	0.0	2.6875	0.0
56	54	0	0	3/4	2	1	i		g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	2	10	0.16666666666666666	0.1875	2.5625	0.06818181818181818
57	55	1/4	1/4	3/4	2	1	V[ii%65/V		g	i	V	ii%65/V		ii	%	65		V			%7	1	1	1, -2, 2, 4		4.0	1.0	0	5	0.0	0.0	1.25	0.0
57	55	1/2	1/2	3/4	2	1	V7(6)/V		g	i	V	V7(6)/V		V		7	6	V			Mm7	1	1	3, 7, 6, 1		3.0	3.0	1	3	0.25	0.25	0.75	0.25
58	56	0	0	3/4	2	1	V]|HC}		g	i	V	V		V					HC	}	M	1	1	2, 6, 3		2.0	2.0	1	14	0.06666666666666667	0.125	3.1875	0.03773584905660377
59	57	1/2	1/2	3/4	2	1	V7(6)		g	i		V7(6)		V		7	6				Mm7	1	1	2, 6, -2, 0		2.0	2.0	1	4	0.2	0.25	0.875	0.2222222222222222
59	57	11/16	11/16	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	1	0.0	0.0	0.0625	0.0
60	58	0	0	3/4	2	1	i[i		g	i	i	i		i							m	1	1	1, -2, 2		1.0	1.0	1	9	0.1	0.125	2.375	0.05
61	59	0	0	3/4	2	1	iv64		g	i	i	iv64		iv		64					m	1	1	1, 0, -3		0.0	1.0	1	6	0.14285714285714285	0.0625	1.375	0.043478260869565216
61	59	1/2	1/2	3/4	2	1	#viio43		g	i	i	#viio43		#vii	o	43					o7	1	1	0, -3, 6, 3		6.0	0.0	1	4	0.2	0.25	1.0	0.2
62	60	0	0	3/4	2	1	i]		g	i	i	i		i							m	1	1	1, -2, 2		1.0	1.0	0	7	0.0	0.0	2.25	0.0
63	61	0	0	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	11	0.0	0.0	2.4375	0.0
64	62	0	0	3/4	2	1	i		g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	2	7	0.2222222222222222	0.125	1.3125	0.08695652173913043
65	63	0	0	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
65	63	1/2	1/2	3/4	2	1	V7(6)		g	i		V7(6)		V		7	6				Mm7	1	1	2, 6, -2, 0		2.0	2.0	0	4	0.0	0.0	0.875	0.0
65	63	5/8	5/8	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	1	0.0	0.0	0.125	0.0
66	64	0	0	3/4	2	1	i|PAC}		g	i		i		i					PAC	}	m	1	1	1, -2, 2		1.0	1.0	0	6	0.0	0.0	1.5	0.0
