mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
16	16	1/4	1/4	3/4	2	1	i|PAC						f	i		i	i					PAC		m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
16	16	1/2	1/2	3/4	2	1	III.IV6						f	III		IV6	IV		6					M	1	0	-1, -4, -5		-5	-1	0	3	0.0	0.0	0.75	0.0
17	17	0	0	3/4	2	1	V65{						f	III		V65	V		65				{	Mm7	1	0	1, -2, -5, -3		-3	1	0	4	0.0	0.0	1.25	0.0
17	17	1/2	1/2	3/4	2	1	V7(9)						f	III		V7(9)	V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3	-3	0	5	0.0	0.0	1.25	0.0
18	18	0	0	3/4	2	1	I[I						f	III	I	I	I							M	1	0	-4, 0, -3		-4	-4	1	9	0.1	0.125	2.125	0.05555555555555555
19	19	0	0	3/4	2	1	V7(^2)	0	8.39063	0.270628	/		f	III	I	V7(^2)	V		7	^2				Mm7	1	0	-3, -1, -2, -5		-3	-3	1	5	0.16666666666666666	0.25	1.5	0.14285714285714285
19	19	1/2	1/2	3/4	2	1	V7(13)						f	III	I	V7(13)	V		7	13				Mm7	1	0	-3, 1, -2, -5	0	-3	-3	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
20	20	0	0	3/4	2	1	I]						f	III	I	I	I							M	1	0	-4, 0, -3		-4	-4	1	11	0.08333333333333333	0.0625	2.6875	0.022727272727272728
21	21	0	0	3/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3	-3	0	5	0.0	0.0	1.5	0.0
21	21	1/2	1/2	3/4	2	1	V7(9)						f	III		V7(9)	V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3	-3	0	5	0.0	0.0	1.25	0.0
22	22	0	0	3/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
22	22	1/2	1/2	3/4	2	1	vi					iv/iii	f	III		vi	vi							m	1	0	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
23	23	0	0	3/4	2	1	V(4)/iii}						f	III		V(4)/iii	V			4	iii		}	M	1	0	1, 0, 2		1	1	0	4	0.0	0.0	1.375	0.0
23	23	3/8	3/8	3/4	2	1	V/iii|HC						f	III		V/iii	V				iii	HC		M	1	0	1, 5, 2		1	1	2	14	0.125	0.25	3.375	0.06896551724137931
25	25	0	0	3/4	2	1	V65{						f	III		V65	V		65				{	Mm7	1	0	1, -2, -5, -3		-3	1	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
25	25	1/2	1/2	3/4	2	1	V7(9)						f	III		V7(9)	V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3	-3	0	4	0.0	0.0	1.0	0.0
26	26	0	0	3/4	2	1	I[I(4)						f	III	I	I(4)	I			4				M	1	0	-4, -5, -3		-4	-4	1	2	0.3333333333333333	0.125	0.375	0.25
26	26	1/4	1/4	3/4	2	1	I						f	III	I	I	I							M	1	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	2.0	0.0
27	27	0	0	3/4	2	1	V7(^2)	0	8.39063	0.270628	/		f	III	I	V7(^2)	V		7	^2				Mm7	1	0	-3, -1, -2, -5		-3	-3	1	5	0.16666666666666666	0.25	1.5	0.14285714285714285
27	27	1/2	1/2	3/4	2	1	V7(13)	0.229372	8.45186		/		f	III	I	V7(13)	V		7	13				Mm7	1	0	-3, 1, -2, -5	0	-3	-3	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
28	28	0	0	3/4	2	1	I]						f	III	I	I	I							M	1	0	-4, 0, -3		-4	-4	3	11	0.21428571428571427	0.1875	2.4375	0.07142857142857142
29	29	0	0	3/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3	-3	0	5	0.0	0.0	1.5	0.0
29	29	1/2	1/2	3/4	2	1	V7(9)						f	III		V7(9)	V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3	-3	0	5	0.0	0.0	1.25	0.0
30	30	0	0	3/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	5	0.16666666666666666	0.0625	1.125	0.05263157894736842
30	30	1/2	1/2	3/4	2	1	ii%65/iii						f	III		ii%65/iii	ii	%	65		iii			%7	1	0	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	1.0	0.0
31	31	0	0	3/4	2	1	V/iii[V(4)/iii						f	III	V/iii	V(4)/iii	V			4	iii			M	1	0	1, 0, 2		1	1	0	4	0.0	0.0	1.375	0.0
31	31	3/8	3/8	3/4	2	1	V/iii|HC						f	III	V/iii	V/iii	V				iii	HC		M	1	0	1, 5, 2		1	1	2	14	0.125	0.25	3.375	0.06896551724137931
33	33	0	0	3/4	2	1	V/V/iii						f	III	V/iii	V/V/iii	V				V/iii			M	1	0	2, 6, 3		2	2	4	9	0.3076923076923077	0.75	2.25	0.25
34	34	0	0	3/4	2	1	V/iii]}						f	III	V/iii	V/iii	V				iii		}	M	1	0	1, 5, 2		1	1	2	13	0.13333333333333333	0.25	2.75	0.08333333333333333
35	35	0	0	3/4	2	1	i.V43{						f	i		V43	V		43				{	Mm7	1	1	1, -2, 0, 4		0	1	2	11	0.15384615384615385	0.25	2.75	0.08333333333333333
36	36	0	0	3/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	3	14	0.17647058823529413	0.375	2.875	0.11538461538461539
37	37	1/4	1/4	3/4	2	1	VIM65						f	i		VIM65	VI	M	65					MM7	1	1	-1, -4, 0, -5		-5	-1	0	4	0.0	0.0	1.0	0.0
37	37	1/2	1/2	3/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
38	38	0	0	3/4	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	0	10	0.0	0.0	2.75	0.0
39	39	0	0	3/4	2	1	VI						f	i		VI	VI							M	1	1	-5, -1, -4		-5	-5	1	5	0.16666666666666666	0.125	1.125	0.1
39	39	1/2	1/2	3/4	2	1	iv65						f	i		iv65	iv		65					mm7	1	1	-5, -1, -4, -2		-2	-5	0	5	0.0	0.0	1.0	0.0
40	40	0	0	3/4	2	1	III}						f	i		III	III						}	M	1	1	-4, 0, -3		-4	-4	0	10	0.0	0.0	2.75	0.0
41	41	0	0	3/4	2	1	V65(9){						f	i		V65(9)	V		65	9			{	Mm7	1	1	4, 1, -2, 0	-5	0	4	0	10	0.0	0.0	2.5	0.0
42	42	0	0	3/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	3	8	0.2727272727272727	0.375	1.625	0.1875
43	43	0	0	3/4	2	1	V7						f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	10	0.0	0.0	2.25	0.0
44	44	0	0	3/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.75	0.0
44	44	1/2	1/2	3/4	2	1	IV6/III						f	i		IV6/III	IV		6		III			M	1	1	-1, -4, -5		-5	-1	0	3	0.0	0.0	0.75	0.0
45	45	0	0	3/4	2	1	V65(9)/III						f	i		V65(9)/III	V		65	9	III			Mm7	1	1	1, -2, -5, -3	-1	-3	1	0	10	0.0	0.0	2.5	0.0
46	46	0	0	3/4	2	1	III						f	i		III	III							M	1	1	-4, 0, -3		-4	-4	3	6	0.3333333333333333	0.375	1.125	0.25
47	47	0	0	3/4	2	1	bII6						f	i		bII6	bII		6					M	1	1	-2, -5, -6		-6	-2	3	8	0.2727272727272727	0.375	1.625	0.1875
48	48	0	0	3/4	2	1	V}						f	i		V	V						}	M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
48	48	1/4	1/4	3/4	2	1	V|HC						f	i		V	V					HC		M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	1.5	0.0
49	49	0	0	3/4	2	1	V7(9){						f	i		V7(9)	V		7	9			{	Mm7	1	1	0, 4, 1, -2	-5	0	0	0	8	0.0	0.0	2.0	0.0
50	50	0	0	3/4	2	1	V(64)						f	i		V(64)	V			64				M	1	1	0, -1, -4		0	0	3	9	0.25	0.375	1.875	0.16666666666666666
51	51	0	0	3/4	2	1	V7						f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	9	0.0	0.0	2.0	0.0
52	52	0	0	3/4	2	1	V7/iv						f	i		V7/iv	V		7		iv			Mm7	1	1	-1, 3, 0, -3		-1	-1	1	9	0.1	0.125	2.125	0.05555555555555555
53	53	0	0	3/4	2	1	ii%65(6)						f	i		ii%65(6)	ii	%	65	6				%7	1	1	-2, -3, -1, 1		1	-2	1	2	0.3333333333333333	0.125	0.375	0.25
53	53	1/4	1/4	3/4	2	1	ii%65						f	i		ii%65	ii	%	65					%7	1	1	-2, -5, -1, 1		1	-2	2	6	0.25	0.25	1.25	0.16666666666666666
54	54	0	0	3/4	2	1	V(964)						f	i		V(964)	V			964				M	1	1	0, -1, -4	-5	0	0	1	3	0.25	0.0	0.5	0.0
54	54	1/4	1/4	3/4	2	1	V(64)						f	i		V(64)	V			64				M	1	1	0, -1, -4		0	0	2	5	0.2857142857142857	0.25	1.0	0.2
55	55	0	0	3/4	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	3	4	0.42857142857142855	0.375	0.875	0.3
55	55	1/2	1/2	3/4	2	1	V7						f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.0	0.0
56	56	0	0	3/4	2	1	i}						f	i		i	i						}	m	1	1	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.125	0.875	0.125
56	56	1/4	1/4	3/4	2	1	i|PAC						f	i		i	i					PAC		m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
