mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	f.V6(4){	f	i		V6(4)		V		6	4			{	M	1	1	-1, 1, 0		0	-1	0	2	0.0	0.0	0.875	0.0
1	1	1/8	1/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
1	1	1/4	1/4	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	1	0.0	0.0	0.5	0.0
2	2	0	0	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
2	2	1/4	1/4	3/4	2	1	It64	f	i		It64	It	vii	o	64	b3	V			It	1	1	-1, 5, -5		5	-1	0	2	0.0	0.0	0.5	0.0
3	3	0	0	3/4	2	1	V6(4)	f	i		V6(4)		V		6	4				M	1	1	-1, 1, 0		0	-1	0	2	0.0	0.0	0.875	0.0
3	3	1/8	1/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
3	3	1/4	1/4	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	1	0.0	0.0	0.5	0.0
4	4	0	0	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
4	4	1/4	1/4	3/4	2	1	It64	f	i		It64	It	vii	o	64	b3	V			It	1	1	-1, 5, -5		5	-1	0	2	0.0	0.0	0.5	0.0
5	5	0	0	3/4	2	1	V6(4)	f	i		V6(4)		V		6	4				M	1	1	-1, 1, 0		0	-1	0	2	0.0	0.0	0.875	0.0
5	5	1/8	1/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
5	5	1/4	1/4	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	1	0.0	0.0	0.5	0.0
6	6	0	0	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
6	6	1/4	1/4	3/4	2	1	V6(4)	f	i		V6(4)		V		6	4				M	1	1	-1, 1, 0		0	-1	0	1	0.0	0.0	0.125	0.0
6	6	3/8	3/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
6	6	1/2	1/2	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	1	0.0	0.0	0.25	0.0
7	7	0	0	3/4	2	1	V6(4)	f	i		V6(4)		V		6	4				M	1	1	-1, 1, 0		0	-1	0	2	0.0	0.0	0.875	0.0
7	7	1/8	1/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
7	7	1/4	1/4	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.875	0.0
8	8	1/8	1/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
8	8	1/4	1/4	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	1	0.0	0.0	0.125	0.0
8	8	3/8	3/8	3/4	2	1	V6	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
8	8	1/2	1/2	3/4	2	1	V	f	i		V		V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
9	9	0	0	3/4	2	1	i}{	f	i		i		i						}{	m	1	1	-1, -4, 0		-1	-1	2	11	0.15384615384615385	0.1875	2.25	0.07692307692307693
10	10	0	0	3/4	2	1	i(9)	f	i		i(9)		i			9				m	1	1	-1, -4, 0	1	-1	-1	0	3	0.0	0.0	0.25	0.0
10	10	1/4	1/4	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	8	0.0	0.0	2.0	0.0
11	11	0	0	3/4	2	1	iv	f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	3	12	0.2	0.2708333333333333	2.1666666666666665	0.1111111111111111
12	12	1/4	1/4	3/4	2	1	i	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	2	18	0.1	0.1875	4.0	0.04477611940298507
